STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,MUA_County,MUA_State,MUA_count
Washington,Benton County,88.60000000000001,28.633333333333336,94.05,31.041666666666668,96.4,37.55555555555556,85.38,18.6,79.8,48.9,98.1875,10.0,60.65833333333333,13.208333333333334,58.083333333333336,71.88888888888889,68.67,62.55,53.025,59.31666666666666,54.425000000000004,4.708333333333333,11.433333333333334,5.970000000000001,1.49,3.6999999999999997,8.433333333333334,3.725,164318.0,13558.0,3577.0,221.0,6166.0,474.0,1556.0,258.0,507.0,16.0,19883.0,5341.0,,,
Michigan,Benzie County,94.3,37.19166666666667,94.65833333333335,37.40833333333333,69.55,12.4,85.575,9.125,93.9875,49.325,55.45,50.0,98.92857142857143,53.042857142857144,52.375,16.214285714285715,43.48333333333333,39.75,94.55,64.14285714285714,52.15833333333333,4.766666666666667,26.35,0.0,7.74,0.0,0.0,4.825,42410.0,2027.0,246.0,4.0,317.0,93.0,455.0,56.0,12.0,62.0,404.0,9.0,Benzie County,Michigan,10.0
New Jersey,Bergen County,93.43802816901409,50.64507042253521,94.46056338028168,52.076056338028174,92.65285714285714,44.261428571428574,77.93617021276596,32.280851063829786,94.0056338028169,71.0718309859155,100.0,29.663636363636364,83.59855072463769,34.33478260869565,61.10985915492958,68.45857142857143,54.81063829787234,64.93521126760562,52.04545454545455,70.35797101449275,60.02535211267606,5.284507042253521,5.069999999999999,7.075675675675676,3.7436619718309863,7.142857142857143,3.895588235294117,5.449295774647887,648387.0,40919.0,59266.0,6754.0,155810.0,11345.0,3073.0,633.0,129.0,58.0,79290.0,16045.0,Bergen County,New Jersey,11.0
South Carolina,Berkeley County,87.71052631578948,26.07894736842105,87.99473684210527,26.26842105263158,82.13333333333334,16.200000000000003,66.17272727272727,9.918181818181818,87.70833333333333,48.63333333333333,62.5,0.0,80.93846153846154,21.96153846153846,53.78421052631579,52.19444444444444,48.709090909090904,62.39166666666667,41.875,65.96923076923078,53.67368421052631,4.094736842105263,5.4222222222222225,6.2272727272727275,0.8636363636363636,10.58,3.9153846153846152,4.068421052631579,227077.0,21099.0,81878.0,9380.0,7012.0,893.0,1011.0,217.0,221.0,16.0,7608.0,5206.0,Berkeley County,South Carolina,8.0
West Virginia,Berkeley County,91.43076923076923,29.353846153846156,91.48461538461538,29.323076923076922,92.06666666666666,17.816666666666666,95.08571428571429,15.87142857142857,97.7909090909091,46.75454545454545,100.0,0.0,78.97272727272728,33.54545454545455,64.16923076923078,57.01666666666667,40.82857142857143,65.53636363636363,100.0,66.67272727272727,64.03846153846153,3.707692307692308,6.7272727272727275,0.74,0.0,0.0,7.054545454545454,3.792307692307692,120016.0,7687.0,8518.0,592.0,1307.0,141.0,247.0,32.0,18.0,0.0,2484.0,454.0,Berkeley County,West Virginia,1.0
Pennsylvania,Berks County,89.92222222222223,25.850793650793648,90.60317460317461,26.257142857142856,88.88125000000001,23.410416666666666,70.99,15.505,87.16136363636363,42.074999999999996,55.4,33.333333333333336,84.41304347826087,20.41086956521739,61.56349206349206,56.31224489795919,54.760000000000005,57.36136363636364,77.38571428571429,66.36739130434783,61.37777777777778,4.758730158730159,10.51304347826087,12.146666666666667,4.742105263157894,4.166666666666667,7.681818181818182,4.701587301587302,429183.0,28332.0,27248.0,2833.0,9596.0,448.0,1546.0,338.0,69.0,21.0,36049.0,4312.0,Berks County,Pennsylvania,12.0
Massachusetts,Berkshire County,94.24736842105263,38.97894736842105,94.25263157894737,38.91578947368421,88.32380952380952,47.10476190476191,71.68235294117646,10.08235294117647,91.46000000000001,68.15,100.0,66.66666666666667,77.86315789473684,26.689473684210526,58.771052631578954,46.737500000000004,51.38235294117647,61.425,100.0,66.80526315789473,58.9,4.610526315789474,1.9,1.94,3.111764705882353,0.0,3.68125,4.621052631578947,114184.0,2163.0,3326.0,296.0,2122.0,81.0,215.0,2.0,27.0,0.0,2225.0,177.0,Berkshire County,Massachusetts,1.0
New Mexico,Bernalillo County,93.36999999999999,36.833333333333336,96.38333333333334,41.61666666666667,94.625,42.25833333333333,92.66296296296296,24.566666666666666,92.68,55.132,99.42307692307692,45.784615384615385,77.62413793103448,17.43448275862069,47.96,53.51666666666667,51.699999999999996,65.64399999999999,51.82857142857143,53.89655172413793,45.95,7.277777777777778,7.645454545454545,8.473076923076922,5.16,3.644444444444444,3.640740740740741,6.166666666666667,465750.0,28303.0,19864.0,2179.0,19431.0,1122.0,33801.0,6320.0,770.0,171.0,68073.0,12976.0,Bernalillo County,New Mexico,35.0
Georgia,Berrien County,84.83333333333333,15.616666666666667,85.35000000000001,15.933333333333332,84.75,12.25,63.6,13.6,86.89999999999999,20.5,100.0,0.0,63.38333333333333,6.766666666666667,53.88333333333333,38.083333333333336,61.35,47.1,0.0,58.53333333333333,53.666666666666664,2.783333333333333,17.0,0.0,0.0,100.0,0.0,2.5500000000000003,25550.0,6292.0,9976.0,2534.0,552.0,35.0,60.0,5.0,28.0,0.0,618.0,256.0,Berrien County,Georgia,1.0
Michigan,Berrien County,93.22500000000001,34.166666666666664,93.35000000000001,34.233333333333334,87.28999999999999,34.805,90.55384615384615,32.823076923076925,90.0625,34.05,100.0,100.0,82.4421052631579,23.905263157894737,56.35833333333333,57.220000000000006,55.03076923076924,66.6875,83.35,59.404999999999994,56.22083333333333,5.095833333333333,7.077777777777778,3.6909090909090905,1.8666666666666667,0.0,9.468421052631578,5.066666666666666,129986.0,8490.0,21122.0,1575.0,2502.0,143.0,1004.0,166.0,43.0,1.0,2724.0,547.0,Berrien County,Michigan,3.0
North Carolina,Bertie County,86.67999999999999,19.830000000000002,86.75,19.92,73.92,12.68,77.46000000000001,2.16,93.5,48.98333333333333,100.0,9.1,51.699999999999996,19.033333333333335,44.33,45.33,67.3,41.666666666666664,50.0,13.733333333333334,43.39,1.8199999999999998,9.22,0.0,1.025,0.0,0.0,1.8399999999999999,8812.0,1130.0,15942.0,2259.0,311.0,26.0,162.0,34.0,8.0,0.0,97.0,14.0,Bertie County,North Carolina,1.0
Alaska,Bethel Census Area,98.2125,55.1125,98.2125,55.18125,64.22,32.7,77.55,2.4384615384615382,84.82000000000001,46.44,100.0,0.0,100.0,0.0,68.16470588235293,52.8,44.77307692307692,76.44,100.0,96.3,68.1470588235294,6.26875,0.0,24.338461538461537,0.0,0.0,0.0,6.26875,1554.0,76.0,165.0,25.0,164.0,98.0,12995.0,2251.0,40.0,0.0,77.0,0.0,Bethel Census Area,Alaska,2.0
Texas,Bexar County,87.14810126582279,31.143037974683548,94.07721518987343,37.96455696202531,92.67272727272727,28.662337662337663,84.3943661971831,27.336619718309862,84.79714285714286,50.15714285714286,93.71428571428571,25.445714285714285,78.30897435897437,20.75897435897436,57.53291139240507,58.27662337662338,62.6875,59.01971830985915,59.49444444444445,61.59487179487179,53.20759493670886,5.30379746835443,5.818421052631579,6.588405797101449,3.2594202898550724,0.5925925925925926,4.751282051282051,4.7683544303797465,1073886.0,172222.0,138934.0,20421.0,56647.0,7737.0,14041.0,4313.0,2334.0,416.0,141849.0,42902.0,Bexar County,Texas,140.0
Alabama,Bibb County,81.76666666666667,10.941666666666668,81.85000000000001,11.075000000000001,75.7,20.736363636363638,100.0,21.66,96.88,23.740000000000002,0.0,0.0,22.766666666666666,3.4166666666666665,52.166666666666664,39.11818181818182,95.0,28.580000000000002,100.0,31.849999999999998,52.375,9.108333333333334,8.944444444444445,0.0,10.133333333333333,0.0,26.46666666666667,8.933333333333334,44432.0,4181.0,10806.0,1063.0,420.0,70.0,69.0,4.0,16.0,105.0,961.0,627.0,Bibb County,Alabama,1.0
Georgia,Bibb County,88.61818181818181,26.772727272727273,88.88181818181819,26.845454545454547,85.60000000000001,17.245454545454546,76.66,0.0,88.7125,50.4875,100.0,0.0,68.2875,16.7,49.78333333333333,52.85,24.45,58.6888888888889,33.333333333333336,51.46666666666667,48.99166666666667,4.833333333333333,8.725,9.266666666666667,4.0888888888888895,0.0,4.475,5.0,62994.0,8208.0,76742.0,12443.0,3208.0,333.0,137.0,60.0,28.0,0.0,2051.0,1221.0,Bibb County,Georgia,1.0
Louisiana,Bienville Parish,88.4076923076923,13.176923076923078,88.66153846153846,13.246153846153845,84.67692307692307,10.438461538461537,77.225,25.0,83.33333333333333,25.55,100.0,0.0,97.06666666666666,23.7,48.400000000000006,42.42307692307692,28.125,46.75714285714286,50.0,64.62857142857142,48.361538461538466,4.115384615384615,5.0,33.333333333333336,10.575,0.0,0.0,4.130769230769231,24613.0,1814.0,15144.0,1157.0,53.0,24.0,97.0,0.0,18.0,0.0,493.0,60.0,Bienville Parish,Louisiana,1.0
Montana,Big Horn County,96.9923076923077,20.092307692307692,96.96923076923076,20.346153846153847,95.4,37.1,87.99,14.65,100.0,87.53333333333335,100.0,0.0,75.5,11.8,67.79230769230769,63.2,38.980000000000004,53.26666666666667,90.9,63.9,67.65384615384616,2.730769230769231,1.3,25.639999999999997,13.65,0.0,8.6,2.630769230769231,33192.0,2344.0,491.0,117.0,266.0,0.0,8572.0,2528.0,11.0,0.0,827.0,228.0,Big Horn County,Montana,1.0
Wyoming,Big Horn County,94.19333333333334,20.893333333333334,94.94000000000001,21.09333333333333,78.56666666666666,33.333333333333336,90.8625,26.4375,63.42222222222222,34.25555555555556,100.0,0.0,79.17999999999999,12.309999999999999,53.940000000000005,64.075,57.875,70.19999999999999,100.0,54.73636363636364,53.84,2.92,6.066666666666666,0.0,1.1,0.0,4.611111111111111,2.9266666666666667,24402.0,3286.0,50.0,18.0,98.0,56.0,107.0,35.0,31.0,0.0,1148.0,258.0,Big Horn County,Wyoming,3.0
Minnesota,Big Stone County,94.72999999999999,21.880000000000003,95.03999999999999,21.87,100.0,0.0,94.86666666666667,0.0,80.0,60.0,28.3,15.2,65.45714285714286,35.714285714285715,62.98,0.0,88.89999999999999,60.0,61.1,46.32857142857143,63.14,1.7399999999999998,,0.0,0.0,0.0,6.866666666666667,1.7399999999999998,7593.0,310.0,48.0,0.0,40.0,0.0,34.0,0.0,39.0,39.0,74.0,45.0,Big Stone County,Minnesota,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikar,Marshall Islands,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikini,Marshall Islands,1.0
North Dakota,Billings County,93.98333333333333,24.55,93.95,24.650000000000002,55.1,0.0,100.0,13.15,,,,,100.0,22.233333333333334,56.35,44.9,51.85,,,33.333333333333336,56.28333333333333,5.433333333333333,0.0,0.0,,,50.0,5.449999999999999,3316.0,329.0,39.0,10.0,0.0,0.0,24.0,8.0,0.0,0.0,14.0,0.0,Billings County,North Dakota,1.0
Idaho,Bingham County,93.41666666666667,18.391666666666666,94.09166666666665,18.391666666666666,59.46666666666667,32.5,86.97999999999999,10.82,98.38333333333333,56.06666666666666,100.0,10.2,63.48888888888889,3.1777777777777776,53.11666666666667,66.17999999999999,69.06,69.81666666666666,20.35,75.44444444444444,52.75,2.590909090909091,0.0,2.1222222222222222,10.15,0.0,4.7444444444444445,2.4,76156.0,6408.0,202.0,19.0,672.0,87.0,3416.0,894.0,153.0,7.0,6093.0,1920.0,Bingham County,Idaho,2.0
Iowa,Black Hawk County,95.30526315789473,24.657894736842106,95.4578947368421,24.647368421052633,90.32222222222222,22.822222222222223,88.63846153846154,35.92307692307692,90.2625,38.0,83.875,3.075,76.77272727272727,24.781818181818185,63.821052631578944,52.910000000000004,71.5,65.1375,75.5,54.43333333333334,63.71052631578947,4.61578947368421,11.55,1.8583333333333334,1.3142857142857143,6.05,4.42,4.589473684210526,117427.0,4760.0,12123.0,558.0,3234.0,236.0,426.0,78.0,549.0,76.0,1845.0,221.0,Black Hawk County,Iowa,5.0
Indiana,Blackford County,91.07777777777778,16.833333333333332,91.14444444444445,16.933333333333334,84.42857142857143,8.1,76.85000000000001,18.983333333333334,82.76666666666667,55.78333333333334,,,66.64999999999999,36.46666666666667,56.92222222222222,32.971428571428575,65.23333333333333,75.53333333333333,,49.53333333333333,57.15555555555555,4.866666666666667,21.157142857142855,0.0,2.2333333333333334,,3.34,4.577777777777778,71421.0,4787.0,6659.0,496.0,647.0,39.0,147.0,0.0,0.0,0.0,839.0,118.0,Blackford County,Indiana,1.0
North Carolina,Bladen County,90.87894736842105,17.889473684210525,91.7578947368421,18.13684210526316,85.1263157894737,12.15263157894737,77.48,5.2,75.51428571428572,32.528571428571425,100.0,0.0,53.91538461538461,10.100000000000001,49.17894736842105,43.68421052631579,37.84,61.07142857142857,47.2,65.43846153846154,49.11052631578948,5.415789473684211,8.410526315789474,3.790909090909091,1.16,0.0,1.7230769230769232,5.0473684210526315,56431.0,6787.0,34985.0,3917.0,1236.0,309.0,3425.0,653.0,46.0,10.0,5131.0,2362.0,Bladen County,North Carolina,1.0
Idaho,Blaine County,90.45714285714287,33.3,91.8,35.32857142857143,,,25.0,2.25,100.0,50.0,100.0,0.0,46.5,12.88,69.47142857142856,100.0,60.425,100.0,100.0,75.52000000000001,68.67142857142856,5.671428571428572,0.0,0.0,0.0,0.0,0.0,5.8428571428571425,17887.0,2211.0,117.0,0.0,103.0,0.0,375.0,5.0,2.0,0.0,1392.0,364.0,,,
Montana,Blaine County,88.67,24.79,88.67,24.85,100.0,45.525,87.74285714285715,10.671428571428573,100.0,26.666666666666668,,,100.0,5.2,59.970000000000006,67.55,61.48571428571428,60.0,100.0,92.2,60.0,3.3299999999999996,0.0,19.057142857142857,0.0,0.0,0.0,3.34,13266.0,869.0,118.0,3.0,48.0,11.0,4004.0,1125.0,3.0,0.0,78.0,0.0,Blaine County,Montana,1.0
Nebraska,Blaine County,90.025,23.475,90.025,23.4,,,100.0,44.4,,,,,100.0,42.9,62.375,,100.0,,,100.0,62.3,1.35,,0.0,,,0.0,1.35,1070.0,82.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,12.0,0.0,Blaine County,Nebraska,1.0
Oklahoma,Blaine County,88.64,19.06,89.9,19.64,69.36666666666666,6.766666666666667,84.1375,8.5375,0.0,0.0,,,62.1,3.9,54.779999999999994,29.133333333333336,45.3375,0.0,,64.76666666666667,55.57000000000001,4.38,0.0,9.257142857142856,,,0.3833333333333333,4.26,6982.0,840.0,114.0,37.0,4.0,0.0,450.0,108.0,0.0,0.0,223.0,100.0,Blaine County,Oklahoma,4.0
Pennsylvania,Blair County,92.49090909090908,20.145454545454545,92.53181818181818,20.154545454545453,82.11538461538461,16.79230769230769,80.0,0.0,77.27000000000001,26.26,100.0,0.0,76.1076923076923,24.692307692307693,58.84090909090909,49.715384615384615,47.14,49.85,0.0,49.723076923076924,58.81818181818182,3.209090909090909,13.627272727272727,25.0,3.5714285714285716,,2.1100000000000003,3.2181818181818183,124349.0,7028.0,2330.0,48.0,618.0,77.0,93.0,1.0,21.0,0.0,262.0,107.0,Blair County,Pennsylvania,8.0
Texas,Blanco County,93.55,38.57,98.19,40.480000000000004,97.95,17.25,100.0,23.05,97.75,53.78333333333333,100.0,34.05,59.975,24.775,52.35,37.4,78.25,64.53333333333333,43.75,74.0625,53.32000000000001,2.25,0.0,0.0,0.0,33.333333333333336,0.0,2.1100000000000003,58453.0,5968.0,779.0,97.0,972.0,136.0,218.0,0.0,161.0,119.0,1811.0,542.0,Blanco County,Texas,1.0
Virginia,Bland County,91.54285714285713,15.185714285714285,91.57142857142857,15.185714285714285,87.2,8.116666666666665,100.0,66.66666666666667,100.0,75.0,100.0,0.0,73.1,57.7,49.357142857142854,18.05,100.0,75.0,50.0,65.0,49.24285714285714,3.0285714285714285,8.1,0.0,0.0,0.0,0.0,3.0285714285714285,23015.0,1277.0,542.0,12.0,69.0,0.0,13.0,2.0,24.0,0.0,112.0,0.0,Bland County,Virginia,1.0
Georgia,Bleckley County,87.60000000000001,18.849999999999998,87.61666666666667,18.883333333333333,76.3,6.966666666666666,100.0,0.0,82.95,25.1,100.0,0.0,71.975,35.85,45.26666666666667,35.416666666666664,40.0,55.5,0.0,53.9,45.4,3.266666666666667,2.1166666666666667,0.0,0.0,,0.0,2.983333333333333,16412.0,1442.0,7742.0,890.0,232.0,0.0,2.0,7.0,260.0,0.0,145.0,38.0,Bleckley County,Georgia,1.0
Tennessee,Bledsoe County,83.1888888888889,16.922222222222224,83.48888888888888,17.055555555555557,89.60000000000001,16.614285714285714,87.0,1.3833333333333335,76.975,25.475,100.0,100.0,79.57142857142857,26.914285714285715,46.46666666666667,62.01428571428572,44.25,38.125,100.0,65.84285714285714,46.32222222222222,8.411111111111111,1.5999999999999999,0.0,15.6,0.0,4.057142857142858,8.333333333333334,83212.0,9042.0,938.0,412.0,208.0,186.0,83.0,31.0,12.0,0.0,932.0,404.0,Bledsoe County,Tennessee,1.0
Alabama,Blount County,80.28235294117647,14.68235294117647,86.7,15.017647058823528,80.08,8.906666666666666,86.23846153846154,15.176923076923078,95.04285714285713,52.0,80.0,20.0,65.6923076923077,5.207692307692308,50.7764705882353,42.026666666666664,38.353846153846156,68.64444444444445,40.0,64.04615384615384,55.2764705882353,8.635294117647058,4.858333333333333,0.0,1.1375,0.0,3.676923076923077,3.7823529411764705,125556.0,12689.0,8934.0,1074.0,876.0,58.0,502.0,161.0,123.0,20.0,3509.0,926.0,Blount County,Alabama,1.0
Tennessee,Blount County,91.37142857142858,26.264285714285712,91.71428571428571,26.400000000000002,91.125,27.0,87.5,13.5,83.08333333333333,47.574999999999996,100.0,0.0,85.39,45.87,57.021428571428565,56.11666666666667,74.925,63.291666666666664,50.0,45.475,57.07857142857143,3.685714285714286,10.263636363636364,0.0,0.0,0.0,0.8777777777777778,3.3285714285714287,177230.0,16427.0,5396.0,804.0,1600.0,308.0,197.0,12.0,36.0,0.0,1952.0,418.0,Blount County,Tennessee,1.0
Minnesota,Blue Earth County,95.33500000000001,27.044999999999998,95.51,27.214999999999996,80.86923076923077,19.46923076923077,83.3625,19.4,94.00625,45.4875,,,85.05625,17.106250000000003,68.17999999999999,65.94615384615385,63.475,80.31764705882354,,84.15,68.075,2.935,20.46923076923077,0.0,1.2875,,4.25,2.895,98004.0,3764.0,3539.0,249.0,2007.0,159.0,184.0,3.0,33.0,0.0,1422.0,161.0,Blue Earth County,Minnesota,26.0
Idaho,Boise County,95.35,24.29,95.38000000000001,23.990000000000002,94.35,46.65,55.660000000000004,32.6,94.66,32.760000000000005,100.0,33.333333333333336,92.74285714285715,25.271428571428572,53.739999999999995,50.78,26.060000000000002,47.86,26.733333333333334,76.35714285714286,53.21,5.94,0.0,1.525,1.1666666666666667,0.0,1.3,6.410000000000001,45087.0,3803.0,409.0,22.0,2269.0,97.0,214.0,163.0,52.0,163.0,725.0,80.0,Boise County,Idaho,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bokak,Marshall Islands,1.0
Mississippi,Bolivar County,73.82,25.540000000000003,73.83333333333333,25.48,81.9235294117647,18.24705882352941,92.8,20.733333333333334,86.66,63.9,,,47.9875,20.2375,45.59375,41.97777777777778,42.800000000000004,71.52000000000001,,29.95,45.543749999999996,4.573333333333333,10.338888888888889,0.0,2.68,,12.5,4.586666666666667,13348.0,1230.0,34811.0,6741.0,268.0,18.0,51.0,32.0,0.0,0.0,377.0,219.0,Bolivar County,Mississippi,1.0
Missouri,Bollinger County,86.19999999999999,9.644444444444444,86.15555555555555,9.644444444444444,80.0,0.0,50.0,0.0,100.0,0.0,,,100.0,0.0,55.077777777777776,52.85,75.0,50.0,,54.3,55.06666666666667,3.566666666666667,38.45,0.0,0.0,,0.0,3.577777777777778,11001.0,1459.0,36.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,74.0,0.0,Bollinger County,Missouri,1.0
South Dakota,Bon Homme County,90.67142857142858,22.37142857142857,90.91428571428571,22.342857142857145,93.25,3.35,58.21666666666667,4.033333333333333,100.0,0.0,,,48.45,8.35,56.871428571428574,50.0,3.6666666666666665,50.0,,8.35,56.800000000000004,2.1714285714285717,0.0,0.0,0.0,,0.0,2.185714285714286,5998.0,342.0,8.0,0.0,3.0,0.0,64.0,3.0,0.0,0.0,8.0,15.0,Bon Homme County,South Dakota,1.0
Illinois,Bond County,90.74545454545455,16.463636363636365,90.87272727272727,16.509090909090908,88.775,4.725,87.5,12.5,27.566666666666666,18.666666666666668,,,100.0,45.833333333333336,54.01818181818182,61.475,48.8625,27.724999999999998,,46.375,53.99090909090909,5.463636363636363,0.0,33.333333333333336,0.9,,0.0,5.4818181818181815,36939.0,1636.0,807.0,6.0,458.0,62.0,118.0,0.0,0.0,0.0,55.0,2.0,Bond County,Illinois,1.0
Idaho,Bonner County,91.46666666666667,26.616666666666664,91.42777777777778,26.58888888888889,70.2,10.6,80.82857142857142,7.614285714285714,84.01428571428572,29.571428571428573,75.0,0.0,86.8,14.663636363636362,49.400000000000006,73.10000000000001,41.65714285714286,54.58571428571429,50.0,60.8,49.12777777777777,3.1888888888888887,0.0,0.0,0.0,0.0,6.11,3.1666666666666665,47975.0,4993.0,76.0,57.0,295.0,50.0,287.0,60.0,60.0,3.0,606.0,127.0,Bonner County,Idaho,1.0
Idaho,Bonneville County,95.63333333333333,26.349999999999998,96.125,26.833333333333332,78.53333333333333,20.616666666666667,89.98571428571428,32.8,97.39999999999999,38.871428571428574,100.0,50.0,64.91111111111111,10.977777777777778,54.34166666666667,47.271428571428565,65.31428571428572,65.07142857142857,0.0,73.17777777777778,54.15,4.5249999999999995,0.0,6.942857142857143,8.7,100.0,2.788888888888889,4.433333333333334,128193.0,10954.0,503.0,20.0,1185.0,74.0,778.0,258.0,21.0,19.0,6426.0,1877.0,Bonneville County,Idaho,4.0
Arkansas,Boone County,87.69999999999999,11.399999999999999,87.6,11.444444444444445,97.95,0.0,77.71666666666667,3.3333333333333335,99.7,43.76666666666667,,,53.14,5.96,53.25555555555556,48.375,21.649999999999995,38.166666666666664,,64.28,52.91111111111111,3.1222222222222222,25.0,20.433333333333334,0.0,,0.0,3.1888888888888887,41618.0,3190.0,111.0,18.0,159.0,25.0,159.0,18.0,0.0,0.0,196.0,33.0,,,
Illinois,Boone County,93.19411764705882,27.858823529411765,94.80588235294118,28.676470588235293,93.875,27.025,65.31,17.75,90.47,65.06,100.0,33.35,70.32857142857144,19.07857142857143,60.44117647058823,71.10625,46.336363636363636,76.24,100.0,71.34285714285714,60.06470588235294,7.617647058823529,4.35,12.5,3.0900000000000003,0.0,7.892857142857143,6.747058823529412,167454.0,8958.0,10784.0,624.0,4747.0,459.0,451.0,32.0,24.0,10.0,9430.0,1715.0,,,
Indiana,Boone County,93.93333333333334,36.12777777777777,94.23888888888888,36.400000000000006,94.07692307692308,34.23846153846154,100.0,16.822222222222223,94.12142857142858,47.699999999999996,79.36666666666666,46.03333333333333,84.16923076923078,28.1,65.53888888888889,65.4076923076923,67.75555555555555,66.69285714285715,46.03333333333333,81.10769230769232,65.45555555555556,3.2333333333333334,2.1727272727272724,16.45,4.4714285714285715,33.333333333333336,1.623076923076923,3.2722222222222226,209881.0,11189.0,18584.0,1560.0,8667.0,532.0,104.0,97.0,134.0,17.0,4965.0,946.0,,,
Iowa,Boone County,95.85,21.46,96.17999999999999,21.64,87.2,7.142857142857143,92.95,0.0,93.7,60.43333333333334,100.0,0.0,92.21428571428571,35.628571428571426,64.475,54.41818181818182,66.675,69.75,75.0,74.18571428571428,64.495,3.6450000000000005,13.180000000000001,6.233333333333333,0.5666666666666667,0.0,0.8833333333333333,3.4299999999999997,65370.0,2457.0,1364.0,210.0,2917.0,689.0,245.0,6.0,17.0,0.0,1245.0,137.0,Boone County,Iowa,2.0
Kentucky,Boone County,93.4,32.91,93.72999999999999,33.17,93.47142857142856,52.142857142857146,62.875,13.4,89.5,55.225,93.33333333333333,0.0,77.64444444444445,17.944444444444443,68.16,79.65714285714286,32.9,71.45,76.26666666666667,76.77777777777777,68.07000000000001,2.95,1.9857142857142858,0.0,5.325,12.833333333333334,0.7444444444444445,2.98,174580.0,8187.0,6558.0,353.0,3809.0,323.0,368.0,0.0,273.0,2.0,2111.0,670.0,,,
Missouri,Boone County,94.06923076923077,41.47692307692308,94.06923076923077,41.54615384615385,97.63333333333334,21.877777777777776,73.91666666666667,15.433333333333332,82.26666666666667,45.599999999999994,100.0,0.0,95.01111111111112,47.78888888888889,59.51538461538462,42.64545454545455,77.39999999999999,47.75555555555556,43.160000000000004,69.20833333333333,59.57692307692308,2.330769230769231,5.575,0.0,2.642857142857143,0.0,2.9899999999999998,2.3461538461538463,138281.0,10111.0,15369.0,1547.0,8129.0,588.0,276.0,103.0,125.0,0.0,1798.0,356.0,Boone County,Missouri,16.0
Nebraska,Boone County,94.23750000000001,18.4625,94.675,18.55,94.75,68.4,66.675,25.0,91.66666666666667,12.5,100.0,100.0,65.375,0.0,60.6625,78.55,33.325,58.333333333333336,100.0,70.175,60.849999999999994,1.0625,0.0,0.0,0.0,0.0,9.525,1.0625,8305.0,441.0,26.0,17.0,20.0,4.0,24.0,4.0,1.0,0.0,230.0,103.0,Boone County,Nebraska,1.0
West Virginia,Boone County,80.16785714285713,8.625,80.16785714285713,8.625,100.0,0.0,,,66.66666666666667,66.66666666666667,,,34.4,0.0,37.425000000000004,25.0,,21.25,,34.4,37.425000000000004,11.771428571428572,0.0,,15.0,,0.0,11.771428571428572,26462.0,1864.0,49.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,45.0,0.0,Boone County,West Virginia,1.0
Texas,Borden County,82.94285714285715,25.58571428571429,94.61428571428571,32.22857142857143,97.825,46.425,60.7,0.0,100.0,47.660000000000004,,,73.53999999999999,10.82,59.32857142857142,76.95,54.300000000000004,64.92,,71.17999999999999,56.9,3.085714285714286,15.5,0.0,0.0,,0.0,3.4285714285714284,5203.0,951.0,419.0,74.0,63.0,20.0,32.0,29.0,0.0,0.0,379.0,80.0,Borden County,Texas,1.0
Texas,Bosque County,90.61,20.630000000000003,92.08,21.72,90.4875,5.3125,100.0,17.857142857142858,87.83333333333333,31.066666666666666,,,75.575,10.7875,50.510000000000005,36.025,56.25,25.766666666666666,,45.43333333333333,49.65,4.39,30.52857142857143,0.0,0.0,,21.942857142857143,4.54,24076.0,3198.0,480.0,39.0,172.0,50.0,81.0,14.0,0.0,0.0,985.0,364.0,Bosque County,Texas,1.0
Louisiana,Bossier Parish,90.80000000000001,26.072222222222223,91.1,26.016666666666666,82.27777777777777,14.927777777777777,83.08235294117648,13.188235294117648,79.325,39.358333333333334,100.0,20.283333333333335,80.05,22.391666666666666,47.150000000000006,47.51111111111111,58.416666666666664,47.28333333333333,66.66666666666667,61.62307692307692,46.99444444444444,6.1722222222222225,5.829411764705882,10.48125,3.790909090909091,0.0,9.376923076923076,6.088888888888889,142487.0,11932.0,67781.0,5438.0,3640.0,1011.0,928.0,132.0,176.0,0.0,1909.0,1201.0,Bossier Parish,Louisiana,17.0
