ZIP Code,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors
1460,96.2,56.3,96.4,56.6,96.5,31.6,100.0,100.0,93.5,73.4,-,-,97.2,37.0
1462,95.2,40.8,95.3,41.0,82.6,63.2,-,-,86.1,47.5,-,-,100.0,43.5
1463,96.4,43.9,96.4,43.7,100.0,54.9,-,-,97.8,46.0,-,-,100.0,57.3
1464,95.0,33.6,95.2,33.8,82.1,27.4,100.0,0.0,74.0,74.0,-,-,52.2,9.2
1468,95.8,34.5,95.8,34.3,-,-,-,-,100.0,77.8,-,-,-,-
1469,96.6,38.0,96.7,37.9,72.7,57.6,-,-,100.0,70.8,-,-,83.0,34.0
1473,93.6,40.2,93.6,40.2,-,-,-,-,100.0,0.0,-,-,-,-
1474,95.9,33.6,95.9,33.9,-,-,-,-,-,-,-,-,56.4,0.0
1475,93.6,22.4,94.6,22.7,88.3,50.8,-,-,84.3,24.7,-,-,100.0,7.4
1501,94.4,42.0,94.6,41.9,100.0,42.2,-,-,52.7,25.4,-,-,70.7,13.3
1503,98.1,53.7,98.1,53.5,37.5,0.0,-,-,100.0,56.2,-,-,100.0,100.0
1504,96.6,34.5,96.6,34.5,100.0,31.7,-,-,99.4,21.4,-,-,100.0,5.7
1505,96.3,51.5,96.8,51.9,100.0,0.0,-,-,100.0,78.3,-,-,100.0,100.0
1506,95.9,27.3,95.9,26.9,100.0,100.0,-,-,100.0,0.0,-,-,100.0,0.0
1507,95.0,39.5,95.0,39.5,100.0,0.0,-,-,100.0,33.3,-,-,100.0,0.0
1510,93.2,37.7,94.2,39.9,92.9,40.7,100.0,69.6,97.5,72.5,-,-,87.5,13.9
1515,96.6,25.4,96.5,26.0,70.0,30.0,-,-,100.0,100.0,-,-,100.0,0.0
1516,98.1,39.8,98.1,39.8,100.0,100.0,-,-,100.0,100.0,-,-,-,-
1518,96.7,44.1,96.7,43.9,100.0,97.1,-,-,100.0,48.8,-,-,56.8,35.1
1519,98.0,62.3,97.9,62.9,-,-,-,-,94.5,86.4,-,-,100.0,47.7
1520,97.0,61.6,97.1,61.8,99.1,48.9,100.0,0.0,84.4,54.6,30.3,30.3,98.1,63.5
1521,93.8,31.0,93.7,31.9,-,-,77.8,55.6,100.0,0.0,-,-,-,-
1522,98.5,54.9,98.4,54.4,100.0,100.0,100.0,63.6,100.0,100.0,-,-,-,-
1523,95.1,53.3,96.6,54.8,68.2,15.3,100.0,100.0,92.2,52.9,-,-,88.4,53.7
1524,93.8,28.1,93.7,28.3,97.2,23.9,-,-,100.0,56.0,-,-,100.0,0.0
1525,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,-
1527,94.1,32.6,94.3,32.7,97.7,22.3,100.0,0.0,77.9,46.9,100.0,100.0,100.0,42.1
1529,92.0,28.8,92.0,28.9,95.0,65.0,-,-,100.0,100.0,-,-,100.0,100.0
1531,88.6,37.6,88.6,37.6,100.0,0.0,-,-,-,-,-,-,-,-
1532,96.9,62.8,96.9,62.7,99.4,57.9,-,-,100.0,94.6,-,-,99.0,42.4
1534,90.1,40.5,90.3,41.4,100.0,75.6,-,-,44.9,16.9,100.0,0.0,60.7,57.1
1535,94.2,29.7,94.2,29.7,100.0,37.9,-,-,100.0,100.0,-,-,100.0,100.0
1536,96.4,46.8,96.3,46.7,67.5,9.6,100.0,70.3,83.8,59.5,-,-,87.5,15.6
1537,88.1,30.4,88.1,30.4,100.0,84.7,-,-,-,-,-,-,0.0,0.0
1540,94.9,26.2,94.9,26.2,100.0,18.9,-,-,81.4,44.3,-,-,100.0,0.0
1541,98.9,65.4,98.9,65.0,0.0,0.0,-,-,-,-,-,-,100.0,7.1
1542,93.9,28.9,93.8,28.6,100.0,15.7,-,-,-,-,-,-,100.0,0.0
1543,98.1,41.9,98.1,41.8,100.0,100.0,-,-,88.5,15.1,-,-,100.0,0.0
1545,98.1,62.3,98.3,61.9,90.8,58.4,100.0,33.3,93.2,82.5,-,-,89.3,65.2
1550,83.2,17.8,84.0,18.3,95.8,21.4,64.1,0.0,100.0,70.1,-,-,59.3,4.7
1560,96.0,42.5,96.3,42.2,100.0,80.2,-,-,98.5,71.4,-,-,81.7,79.6
1561,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1562,93.5,24.5,93.5,24.4,43.3,4.8,-,-,53.6,53.6,-,-,17.9,0.0
1564,97.2,50.0,97.2,50.2,100.0,55.4,100.0,100.0,100.0,0.0,-,-,49.1,0.0
1566,96.9,44.4,96.9,44.4,100.0,56.5,100.0,44.4,34.9,27.9,-,-,100.0,0.0
1568,97.9,52.8,97.8,53.2,99.1,99.1,100.0,44.4,100.0,91.6,-,-,69.6,69.6
1569,96.1,36.6,96.1,36.5,100.0,73.6,100.0,6.4,100.0,31.6,-,-,28.9,14.8
1570,93.3,26.4,93.3,26.8,93.2,40.8,100.0,41.3,91.8,11.2,-,-,78.3,29.7
1571,93.0,26.7,92.9,26.5,100.0,25.7,-,-,91.4,79.8,-,-,69.1,2.5
1581,96.9,66.2,97.0,66.8,91.0,52.4,0.0,0.0,94.4,84.9,-,-,93.6,29.8
1583,93.7,41.5,94.4,42.0,90.1,28.7,-,-,69.4,41.2,-,-,38.8,0.0
1585,91.6,26.6,91.6,26.6,-,-,100.0,0.0,-,-,-,-,100.0,48.1
1588,94.5,28.4,94.4,28.9,72.7,0.0,-,-,81.0,0.0,-,-,50.5,0.0
1590,97.1,44.6,97.1,44.5,100.0,19.4,-,-,100.0,75.2,-,-,100.0,0.0
1602,94.8,49.5,95.2,49.8,95.6,33.9,50.0,21.4,81.7,39.7,100.0,100.0,73.8,11.7
1603,91.1,24.0,92.9,24.0,87.3,18.0,16.0,0.0,72.1,33.9,100.0,0.0,68.9,11.0
1604,89.9,31.6,92.0,33.6,87.5,32.7,90.1,5.0,70.4,39.5,100.0,0.0,68.5,18.5
1605,89.7,30.1,91.1,33.8,89.9,28.2,37.7,24.6,73.7,45.5,100.0,17.2,60.7,11.4
1606,93.0,40.2,95.3,42.1,92.1,48.7,-,-,68.5,44.3,-,-,84.4,22.1
1607,86.7,33.9,91.8,37.7,87.2,20.0,-,-,81.2,60.7,-,-,58.1,39.8
1608,83.4,32.9,94.8,40.8,63.4,21.4,12.4,0.0,80.6,80.6,-,-,68.0,12.1
1609,89.9,49.5,92.7,53.6,94.0,15.9,100.0,100.0,98.9,71.1,-,-,75.7,35.7
1610,76.4,17.7,85.7,23.0,82.7,29.5,100.0,0.0,72.4,51.3,100.0,43.6,63.4,4.9
1611,93.5,31.7,94.2,32.8,30.2,0.0,-,-,100.0,100.0,-,-,100.0,0.0
1612,95.7,50.2,96.0,50.2,100.0,44.4,-,-,50.0,26.5,-,-,100.0,87.0
1701,97.0,61.1,97.4,62.2,99.6,49.9,100.0,13.3,96.2,76.1,-,-,84.6,35.7
1702,92.3,49.6,94.0,50.8,89.6,33.0,100.0,53.6,90.9,70.2,100.0,100.0,71.4,20.5
1718,100.0,71.2,100.0,70.5,-,-,-,-,100.0,100.0,-,-,-,-
1719,97.7,73.2,97.7,73.6,100.0,100.0,-,-,94.6,90.3,-,-,100.0,100.0
1720,96.9,72.5,97.5,73.1,91.0,72.4,-,-,98.0,93.5,-,-,93.6,78.6
1721,97.6,60.0,98.7,61.5,100.0,30.0,100.0,80.0,97.3,89.7,-,-,86.3,34.7
1730,95.2,65.0,95.4,65.0,69.2,24.5,0.0,0.0,97.6,86.7,-,-,80.9,73.2
1731,100.0,42.4,100.0,49.8,100.0,69.2,-,-,100.0,2.5,-,-,100.0,37.5
1740,99.2,76.1,99.2,76.1,-,-,100.0,100.0,98.9,94.7,-,-,100.0,44.4
1741,100.0,80.2,100.0,80.1,100.0,0.0,-,-,100.0,91.1,-,-,100.0,43.3
1742,98.0,81.4,98.1,81.8,85.6,33.6,100.0,100.0,96.8,78.3,-,-,64.3,0.0
1745,100.0,65.2,100.0,62.3,-,-,-,-,85.1,85.1,-,-,-,-
1746,97.4,67.2,97.4,67.1,100.0,11.6,-,-,94.5,86.7,-,-,76.2,11.6
1747,95.6,45.9,95.5,45.6,56.4,0.0,-,-,100.0,100.0,-,-,-,-
1748,98.7,71.5,98.7,71.6,100.0,74.1,-,-,99.4,96.7,-,-,90.6,68.9
1749,93.4,46.3,94.0,46.8,83.1,49.2,25.6,0.0,64.5,48.6,100.0,0.0,62.5,25.0
1752,94.7,45.4,95.6,46.6,96.4,54.9,70.5,18.2,98.5,63.8,-,-,58.1,6.9
1754,95.9,61.3,95.8,60.9,100.0,85.7,-,-,100.0,90.2,-,-,100.0,5.0
1756,98.1,53.1,98.1,53.4,100.0,0.0,-,-,100.0,100.0,-,-,100.0,100.0
1757,89.9,37.3,91.8,38.2,81.5,18.2,24.5,13.5,84.8,64.7,-,-,70.6,10.1
1760,98.8,68.5,99.0,68.6,93.0,30.5,100.0,25.0,95.7,85.0,100.0,100.0,88.3,57.6
1770,98.6,80.9,98.6,80.6,100.0,100.0,-,-,100.0,100.0,-,-,100.0,0.0
1772,98.4,70.3,98.4,70.9,89.7,55.2,-,-,90.5,78.5,-,-,93.9,60.5
1773,98.5,87.4,99.8,88.5,100.0,72.7,-,-,90.9,84.5,-,-,-,-
1775,98.6,72.4,98.6,72.5,100.0,92.2,-,-,100.0,89.5,-,-,100.0,65.0
1776,98.8,81.9,98.8,82.3,94.4,78.3,-,-,98.0,94.9,100.0,0.0,100.0,97.0
1778,98.4,76.8,98.4,76.6,88.7,58.5,-,-,96.2,90.1,100.0,100.0,100.0,86.4
1801,94.8,46.3,95.4,46.9,92.8,42.1,100.0,100.0,89.1,66.9,-,-,83.2,28.7
1803,97.2,53.9,97.4,54.0,93.9,58.6,100.0,100.0,94.9,83.9,100.0,0.0,89.8,62.8
1810,98.4,74.6,98.6,75.5,69.2,45.9,100.0,59.5,96.5,86.8,-,-,88.3,55.9
1821,96.2,38.9,96.5,39.1,94.0,48.7,-,-,90.7,73.7,87.8,0.0,86.7,57.1
1824,97.0,55.8,97.0,56.1,74.3,63.7,100.0,45.0,90.2,74.6,-,-,85.7,30.8
1826,93.0,35.3,93.4,35.4,97.9,23.2,-,-,70.8,30.9,-,-,93.0,11.4
1827,98.2,57.6,98.2,57.7,100.0,46.7,-,-,100.0,89.2,-,-,100.0,100.0
1830,91.1,31.2,91.8,32.6,73.7,11.9,54.2,0.0,91.1,46.4,-,-,73.1,12.7
1832,93.4,31.2,94.0,31.4,76.9,22.7,100.0,0.0,38.1,23.4,-,-,80.9,14.8
1833,97.4,53.8,97.7,54.4,100.0,90.0,100.0,100.0,100.0,100.0,-,-,100.0,100.0
1834,95.1,44.9,95.0,44.2,-,-,-,-,100.0,100.0,-,-,100.0,0.0
1835,96.4,41.5,96.4,40.8,88.6,18.7,-,-,100.0,29.8,-,-,88.4,30.2
1840,84.0,31.8,94.2,49.8,70.7,30.7,100.0,42.9,-,-,-,-,57.5,3.3
1841,75.5,13.5,81.5,18.9,79.1,26.5,33.3,0.0,89.6,48.1,-,-,63.4,9.0
1843,86.5,23.6,90.4,29.3,73.5,24.2,100.0,34.1,78.0,46.7,-,-,72.4,11.6
1844,94.1,34.2,95.2,35.2,91.4,27.5,82.9,0.0,84.9,54.0,-,-,71.6,14.5
1845,97.4,60.9,97.3,62.0,83.5,43.4,100.0,60.5,94.9,65.9,-,-,95.1,28.9
1850,89.1,17.5,90.5,19.4,94.2,15.7,-,-,65.8,20.5,100.0,0.0,46.4,7.4
1851,90.9,39.8,92.0,41.8,90.8,36.8,65.1,37.2,64.3,22.0,-,-,75.5,9.0
1852,88.6,35.5,89.7,37.1,92.8,38.2,100.0,0.0,75.8,19.4,100.0,48.5,81.1,13.9
1854,87.5,28.6,90.5,29.7,94.5,25.4,100.0,50.0,77.7,41.3,100.0,0.0,65.7,9.0
1860,94.3,34.6,94.2,34.7,-,-,-,-,100.0,100.0,-,-,100.0,0.0
1862,94.5,34.0,94.5,34.4,84.9,31.5,-,-,98.6,97.3,-,-,76.5,10.3
1863,97.5,42.7,97.4,42.7,85.9,31.7,100.0,0.0,91.5,80.8,-,-,100.0,25.0
1864,97.0,57.5,97.0,57.7,96.6,45.4,-,-,96.6,73.2,-,-,76.0,56.0
1867,97.1,64.8,97.2,64.7,98.1,28.6,100.0,0.0,87.2,61.9,-,-,99.0,73.7
1876,94.2,41.2,94.3,41.6,99.5,61.5,-,-,94.3,76.6,-,-,95.8,47.6
1879,96.7,47.4,96.8,48.2,82.9,35.0,-,-,78.6,54.6,-,-,99.6,44.9
1880,95.8,56.6,95.8,56.7,96.6,46.2,71.4,71.4,93.1,74.4,-,-,90.4,39.8
1886,98.8,67.8,98.8,67.7,96.6,18.6,-,-,97.5,87.6,-,-,79.0,79.0
1887,96.3,46.8,96.2,46.6,79.8,29.5,100.0,0.0,95.8,77.2,-,-,100.0,100.0
1890,97.7,75.9,97.7,75.7,93.1,73.9,87.5,44.6,97.2,87.6,100.0,0.0,91.8,82.7
1901,93.8,40.0,92.7,35.7,82.3,28.9,100.0,100.0,100.0,100.0,-,-,26.4,0.0
1902,83.5,24.5,88.0,29.0,80.3,23.5,35.5,0.0,73.1,22.5,-,-,53.3,5.2
1904,92.4,31.8,93.7,33.4,90.9,55.4,100.0,0.0,77.6,21.6,100.0,100.0,49.4,12.5
1905,86.0,21.2,93.3,24.3,84.4,23.0,93.3,0.0,57.9,23.0,-,-,55.4,6.2
1906,90.7,30.1,90.9,29.2,90.2,29.5,100.0,0.0,83.4,56.1,100.0,100.0,83.5,15.3
1907,97.6,66.1,97.9,66.7,99.5,31.5,100.0,28.1,73.4,36.4,-,-,80.5,0.0
1908,97.4,62.4,97.4,62.5,100.0,64.7,-,-,100.0,100.0,-,-,100.0,52.9
1913,96.6,41.7,96.6,41.6,81.7,25.9,100.0,66.7,83.8,60.7,-,-,81.1,9.8
1915,97.6,52.6,97.7,53.2,85.6,39.2,100.0,34.4,83.5,63.6,-,-,85.0,13.9
1921,97.5,69.8,97.5,69.7,0.0,0.0,-,-,100.0,36.4,-,-,-,-
1922,96.2,48.4,96.2,48.4,-,-,-,-,100.0,40.6,-,-,100.0,100.0
1923,95.0,47.8,95.1,46.9,92.7,49.1,100.0,0.0,81.8,57.9,-,-,96.7,64.3
1929,96.2,63.8,96.2,63.8,-,-,-,-,-,-,-,-,46.2,15.4
1930,94.8,39.9,95.3,40.0,92.2,37.0,100.0,0.0,100.0,54.4,-,-,67.0,6.7
1937,59.5,9.2,82.7,12.7,-,-,-,-,0.0,0.0,-,-,100.0,100.0
1938,97.7,54.8,98.1,55.0,100.0,49.4,-,-,100.0,42.4,-,-,66.7,58.3
1940,97.0,60.8,97.0,60.8,100.0,50.7,-,-,98.3,57.1,-,-,100.0,75.0
1944,99.6,81.5,99.6,81.4,-,-,-,-,100.0,97.4,-,-,100.0,100.0
1945,99.3,76.7,99.3,77.2,100.0,20.5,100.0,26.1,95.5,62.8,-,-,100.0,88.2
1949,93.0,41.8,93.1,41.9,56.7,2.2,100.0,21.1,100.0,82.0,-,-,76.7,0.0
1950,97.6,64.6,97.6,64.6,92.6,43.2,-,-,77.8,52.5,-,-,100.0,77.8
1951,100.0,61.7,100.0,61.9,-,-,-,-,100.0,90.5,-,-,100.0,100.0
1952,93.9,44.2,93.8,43.8,100.0,96.1,100.0,0.0,100.0,70.5,-,-,57.4,0.0
1960,93.1,36.0,94.4,36.8,92.0,22.4,80.4,0.0,80.3,56.7,-,-,67.0,17.9
1965,95.4,87.4,95.4,87.4,-,-,-,-,-,-,-,-,-,-
1966,95.9,59.2,95.9,59.2,100.0,44.8,100.0,100.0,100.0,100.0,-,-,100.0,51.9
1969,97.6,49.0,97.6,49.0,-,-,-,-,100.0,51.2,-,-,-,-
1970,95.2,52.3,96.0,54.1,86.3,27.1,85.3,56.8,80.0,56.8,-,-,71.0,19.4
1982,98.2,65.5,98.2,65.3,0.0,0.0,-,-,100.0,100.0,-,-,-,-
1983,98.5,70.9,98.9,71.2,75.9,24.1,-,-,95.5,73.4,-,-,0.0,0.0
1984,99.2,71.8,99.2,71.6,-,-,-,-,100.0,34.8,-,-,-,-
1985,97.6,63.4,97.6,63.1,-,-,100.0,100.0,100.0,26.4,-,-,-,-
2019,96.3,37.8,96.2,38.1,100.0,77.5,-,-,100.0,75.9,-,-,100.0,31.4
2021,97.3,63.6,97.3,63.3,90.0,41.1,100.0,74.6,94.8,76.5,-,-,98.2,18.2
2025,97.4,71.3,97.4,71.2,100.0,84.3,100.0,37.5,100.0,100.0,100.0,0.0,100.0,100.0
2026,95.8,56.8,96.2,56.7,86.5,39.8,61.5,0.0,96.9,80.6,85.7,85.7,86.5,68.7
2030,99.0,87.8,98.9,88.4,41.7,41.7,-,-,97.6,95.5,-,-,100.0,0.0
2032,99.5,59.8,99.5,59.6,100.0,100.0,-,-,100.0,84.3,-,-,-,-
2035,97.8,59.8,97.8,60.0,100.0,18.8,100.0,100.0,87.8,67.2,-,-,100.0,89.1
2038,98.7,55.1,98.7,55.5,64.0,27.0,-,-,78.4,69.0,-,-,100.0,100.0
2043,98.9,74.5,98.9,74.4,100.0,21.0,100.0,100.0,75.6,55.8,-,-,77.2,77.2
2045,97.9,51.7,97.9,51.7,100.0,0.0,-,-,100.0,100.0,-,-,73.8,0.0
2047,100.0,43.4,100.0,43.4,-,-,-,-,-,-,-,-,-,-
2048,96.4,52.0,96.5,52.2,99.7,20.7,100.0,0.0,97.3,67.8,-,-,66.5,34.0
2050,97.5,52.0,97.5,51.3,100.0,27.7,100.0,59.3,99.1,63.1,-,-,68.2,0.0
2052,98.8,77.0,98.7,76.9,100.0,94.8,-,-,94.1,87.0,-,-,100.0,100.0
2053,96.9,58.9,96.9,59.4,87.8,35.1,100.0,54.5,90.3,61.0,-,-,45.2,0.0
2054,98.1,52.0,98.1,52.0,100.0,38.3,-,-,100.0,15.3,-,-,22.6,22.6
2056,95.5,59.3,95.9,59.3,85.3,12.5,100.0,0.0,94.3,91.4,-,-,62.1,4.9
2061,98.5,65.4,98.5,65.2,94.4,0.0,-,-,95.8,83.6,100.0,100.0,90.5,56.2
2062,95.0,51.6,95.5,52.1,91.1,48.4,0.0,0.0,95.1,83.6,-,-,65.7,40.9
2066,99.3,70.2,99.3,70.2,100.0,75.0,-,-,100.0,74.0,-,-,56.1,8.8
2067,98.2,74.1,98.1,74.1,98.5,76.7,100.0,0.0,97.7,84.8,-,-,95.1,26.3
2071,100.0,75.4,100.0,75.4,-,-,-,-,-,-,-,-,100.0,34.0
2072,91.9,38.2,91.8,38.5,94.3,41.9,-,-,88.6,61.7,0.0,0.0,78.1,17.7
2081,95.7,57.5,95.6,57.5,93.1,21.7,68.3,0.0,94.6,71.7,-,-,82.3,39.2
2090,97.3,69.2,97.5,69.3,100.0,55.2,-,-,91.5,81.4,-,-,95.6,95.6
2093,96.8,54.6,96.8,54.4,84.3,47.0,100.0,0.0,87.3,62.3,-,-,50.0,15.4
2108,99.6,77.4,99.9,78.0,80.3,20.5,-,-,100.0,78.8,-,-,100.0,91.7
2109,98.2,83.1,98.2,83.1,100.0,73.8,-,-,84.5,71.4,-,-,100.0,100.0
2110,97.4,83.6,97.4,83.5,100.0,100.0,-,-,100.0,100.0,-,-,100.0,25.0
2111,96.5,83.5,97.1,83.6,100.0,60.0,100.0,100.0,73.3,45.8,-,-,100.0,72.1
2113,98.2,81.1,98.2,81.3,87.7,83.2,100.0,100.0,100.0,100.0,-,-,63.9,51.5
2114,98.2,86.0,98.3,85.7,74.8,41.0,100.0,100.0,95.9,91.4,-,-,89.5,58.5
2115,97.7,79.3,99.0,80.8,83.9,33.7,-,-,83.0,59.2,100.0,0.0,90.0,26.1
2116,98.8,88.6,98.8,89.0,89.0,34.8,0.0,0.0,73.1,58.2,100.0,100.0,88.7,33.1
2118,95.3,76.3,98.1,81.0,82.3,22.8,91.3,53.6,66.8,39.2,-,-,55.8,18.4
2119,89.7,64.7,93.6,73.3,80.6,22.9,100.0,30.8,94.1,84.8,-,-,61.4,18.5
2120,87.0,60.1,95.9,72.2,75.2,16.2,100.0,0.0,80.4,60.4,-,-,75.0,31.7
2121,79.5,31.2,92.8,41.7,88.7,22.1,100.0,100.0,89.5,42.0,-,-,53.3,5.8
2122,95.7,54.6,97.4,55.9,82.3,27.0,92.7,92.7,48.6,18.8,-,-,60.1,7.2
2124,92.0,56.9,94.6,61.1,85.9,21.0,100.0,71.0,63.8,29.3,-,-,71.6,11.4
2125,93.8,62.2,95.8,65.3,85.1,19.6,100.0,4.8,81.3,49.0,-,-,78.9,19.3
2126,91.0,45.1,97.3,62.1,86.4,22.4,-,-,100.0,44.9,-,-,81.5,17.2
2127,97.6,75.9,97.6,75.8,90.4,27.6,100.0,100.0,85.4,66.6,-,-,80.4,14.3
2128,87.4,44.7,91.9,51.7,95.8,58.2,59.8,45.0,84.2,54.6,100.0,51.6,55.9,24.9
2129,97.1,75.8,98.7,77.2,76.5,30.4,100.0,0.0,76.2,55.4,-,-,92.3,71.5
2130,95.8,77.6,98.0,80.7,85.0,42.8,100.0,28.0,96.1,86.6,100.0,0.0,82.7,46.2
2131,93.7,60.6,95.8,64.8,83.8,33.8,100.0,91.9,92.6,77.6,-,-,64.6,13.0
2132,96.1,66.5,96.7,68.5,90.1,38.6,100.0,0.0,99.0,76.3,-,-,77.1,32.9
2133,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2134,98.1,78.2,98.3,78.6,99.8,62.6,68.2,40.9,90.9,81.4,-,-,85.0,34.6
2135,97.4,78.6,97.8,79.2,97.0,44.9,77.6,59.7,86.3,60.2,56.3,56.3,71.2,41.2
2136,94.8,39.6,95.9,44.5,85.6,28.2,100.0,8.0,86.7,40.6,100.0,0.0,81.8,27.1
2138,98.9,88.8,99.3,89.2,96.2,64.1,100.0,20.5,98.2,95.2,-,-,89.1,59.7
2139,97.3,83.4,97.6,84.2,81.9,36.2,100.0,0.0,97.8,91.1,100.0,16.7,86.4,58.3
2140,98.6,85.7,98.9,86.5,89.1,40.0,0.0,0.0,92.2,87.7,100.0,100.0,82.7,48.5
2141,89.7,69.3,94.4,73.4,86.2,27.0,100.0,0.0,99.7,96.3,100.0,100.0,86.6,58.2
2142,100.0,86.9,100.0,86.2,100.0,68.1,100.0,100.0,100.0,97.8,-,-,82.8,65.5
2143,95.4,76.0,95.5,76.5,98.1,61.8,87.2,71.8,94.0,85.9,100.0,0.0,67.3,30.9
2144,95.9,76.1,96.5,76.6,87.9,43.9,51.4,0.0,95.0,78.2,-,-,100.0,100.0
2145,92.2,60.0,94.4,61.5,88.5,37.5,70.2,0.0,85.2,62.2,0.0,0.0,54.8,11.8
2148,91.8,43.7,92.4,44.1,82.8,35.6,100.0,84.6,83.1,52.5,-,-,76.0,19.7
2149,87.9,25.9,89.5,26.7,84.6,17.4,91.3,0.0,69.2,37.2,100.0,31.9,67.7,14.0
2150,80.6,34.9,89.7,42.8,83.7,29.1,80.6,14.2,72.6,32.1,-,-,65.3,12.5
2151,88.7,26.5,90.1,28.6,85.0,46.2,41.4,32.8,78.6,42.8,-,-,69.0,10.9
2152,97.7,45.2,98.2,47.4,100.0,43.1,98.7,0.0,87.2,78.0,-,-,93.7,25.5
2155,95.0,54.6,95.1,54.7,85.4,41.4,0.0,0.0,91.5,73.0,100.0,100.0,79.3,49.4
2163,100.0,99.0,100.0,98.9,100.0,74.6,-,-,100.0,93.6,-,-,100.0,100.0
2169,95.7,46.8,95.6,46.2,94.9,35.8,100.0,92.5,77.6,45.6,100.0,100.0,88.7,44.3
2170,95.9,51.1,95.8,50.2,96.1,62.0,-,-,66.2,31.0,-,-,81.0,19.0
2171,96.6,57.1,96.5,57.0,96.5,37.9,59.0,12.8,72.9,45.0,-,-,62.7,8.5
2176,96.3,63.1,96.6,63.4,84.8,30.6,100.0,100.0,89.6,66.1,-,-,85.1,34.8
2180,95.1,52.9,95.8,53.4,94.8,25.0,-,-,95.5,52.9,-,-,73.3,16.7
2184,95.7,44.7,95.9,44.9,94.6,47.3,0.0,0.0,83.8,49.8,-,-,97.9,49.5
2186,97.8,74.1,97.7,73.8,92.5,45.4,84.3,31.4,83.9,70.3,0.0,0.0,92.9,48.5
2188,95.4,38.1,95.2,37.6,79.1,26.8,100.0,0.0,82.8,57.7,-,-,100.0,65.2
2189,94.2,38.0,94.3,37.7,81.7,39.1,-,-,84.6,57.6,-,-,99.3,26.3
2190,97.7,43.4,97.7,43.3,100.0,0.0,100.0,0.0,85.0,61.7,-,-,70.2,18.1
2191,96.1,40.6,96.0,40.7,92.7,44.8,-,-,80.2,60.6,-,-,45.5,0.0
2199,100.0,95.7,100.0,95.7,100.0,100.0,-,-,100.0,82.3,-,-,0.0,0.0
2203,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2205,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2210,100.0,93.3,100.0,93.2,100.0,64.1,-,-,100.0,98.2,-,-,100.0,100.0
2215,98.3,85.0,98.8,86.1,92.4,50.2,100.0,50.0,96.2,93.1,-,-,86.8,62.3
2301,89.0,24.9,90.8,26.4,81.1,22.4,89.8,45.8,75.6,28.1,-,-,68.2,14.7
2302,89.6,15.7,90.1,15.2,85.7,20.5,100.0,40.4,66.8,15.3,4.8,0.0,63.6,19.7
2322,96.2,31.2,97.0,30.9,84.9,35.7,100.0,0.0,1.5,1.5,-,-,63.2,47.4
2324,95.8,40.6,96.0,40.5,88.5,42.8,90.0,0.0,98.7,82.6,-,-,92.8,38.2
2325,100.0,100.0,100.0,100.0,100.0,0.0,-,-,-,-,-,-,-,-
2330,93.6,25.2,93.6,25.2,100.0,100.0,-,-,100.0,33.3,-,-,89.2,0.0
2332,96.2,72.1,96.2,72.1,100.0,97.0,100.0,100.0,100.0,100.0,-,-,95.7,30.0
2333,94.8,30.5,95.0,30.6,100.0,30.9,-,-,100.0,79.1,-,-,92.9,48.2
2338,96.2,34.6,96.2,34.7,-,-,100.0,100.0,100.0,0.0,-,-,100.0,69.0
2339,96.9,57.4,96.9,57.3,93.2,18.2,-,-,100.0,78.6,-,-,100.0,0.0
2341,95.6,38.0,95.6,37.9,100.0,62.5,0.0,0.0,68.9,59.8,-,-,47.5,27.0
2343,94.3,32.9,94.2,32.1,97.0,18.4,-,-,33.9,33.9,-,-,100.0,100.0
2346,94.5,28.0,94.8,27.7,87.3,35.8,-,-,86.0,32.6,100.0,0.0,88.0,38.0
2347,93.5,36.7,93.4,36.7,100.0,85.1,-,-,98.5,86.8,-,-,100.0,68.2
2350,100.0,16.9,100.0,16.9,-,-,-,-,-,-,-,-,-,-
2351,96.1,40.5,96.2,40.4,84.0,46.9,-,-,96.4,74.6,-,-,100.0,17.5
2356,97.5,56.1,97.7,56.4,100.0,66.0,100.0,0.0,97.1,87.2,-,-,97.3,72.8
2357,-,-,-,-,100.0,100.0,-,-,-,-,-,-,-,-
2359,97.2,44.0,97.4,44.0,100.0,50.0,-,-,90.3,76.6,-,-,83.5,76.7
2360,96.2,45.9,96.3,46.1,73.3,5.3,77.3,0.0,73.5,37.4,100.0,0.0,82.5,17.5
2364,97.9,48.7,98.0,49.2,92.0,24.0,100.0,0.0,65.3,65.3,-,-,26.9,26.9
2366,51.9,7.4,57.1,8.2,100.0,0.0,35.3,0.0,-,-,-,-,100.0,0.0
2367,92.4,34.3,92.4,34.0,100.0,50.0,-,-,-,-,-,-,0.0,0.0
2368,93.2,32.2,92.8,33.1,87.4,34.9,-,-,68.3,26.8,-,-,89.5,28.9
