ZIP Code,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic
95735,81.6,-,-,-,-,-,81.6,0.0,-,-,-,-,-,0.0
95736,84.1,-,-,0.0,-,-,84.1,0.0,-,-,-,-,-,0.0
95742,67.7,72.0,19.0,65.1,63.9,88.1,66.9,5.3,2.0,0.0,6.1,0.0,2.1,5.2
95746,55.3,46.8,39.3,59.7,0.0,46.5,54.2,4.2,0.0,0.0,1.8,-,8.9,4.2
95747,58.8,54.2,57.9,63.0,63.0,62.8,58.1,3.4,12.3,0.0,2.3,15.0,2.6,3.5
95757,59.5,62.7,67.6,62.6,56.3,63.2,57.8,2.9,6.5,3.3,4.3,15.5,4.3,3.5
95758,59.8,53.3,64.7,60.1,37.9,71.6,59.0,6.9,12.8,9.2,3.7,21.2,4.8,7.6
95762,56.6,44.5,53.3,60.1,-,66.3,56.1,3.5,17.1,0.0,1.9,-,0.4,3.5
95765,59.5,58.3,90.4,68.4,53.5,73.4,59.2,5.6,0.0,0.0,4.1,15.6,0.6,5.7
95776,61.0,61.7,76.8,65.6,83.3,64.3,60.1,3.0,13.3,22.1,3.7,0.0,4.4,3.8
95811,78.4,60.9,58.0,74.1,60.4,72.9,80.4,2.2,19.7,0.0,3.0,0.0,6.0,2.4
95814,53.8,29.2,44.9,46.1,32.5,51.6,55.2,7.2,5.0,0.0,2.3,0.0,9.7,7.3
95815,50.6,52.5,63.7,58.0,100.0,59.9,52.5,10.5,11.3,14.6,11.2,0.0,6.5,10.8
95816,72.8,63.0,98.0,64.7,75.3,67.9,73.4,2.5,9.0,2.0,11.2,22.7,3.4,2.7
95817,61.4,41.6,58.4,50.7,0.0,62.8,62.3,4.0,19.8,16.3,17.9,-,2.7,4.6
95818,66.9,64.5,49.7,64.8,38.1,66.5,66.6,4.4,12.6,11.0,2.8,26.4,8.9,4.4
95819,61.3,50.7,43.5,57.0,50.0,48.5,60.7,5.9,14.1,0.0,0.9,33.3,16.0,6.0
95820,59.1,54.3,48.8,52.5,73.4,67.3,59.2,6.9,7.6,0.0,8.4,0.0,4.5,6.0
95821,52.4,60.0,52.5,47.1,100.0,70.3,50.7,6.9,19.4,0.0,19.9,0.0,5.4,7.4
95822,56.6,53.3,75.7,54.2,72.2,63.4,54.4,6.5,10.5,5.2,6.7,0.0,5.2,6.1
95823,50.2,48.8,52.6,57.6,62.9,63.1,47.1,8.3,12.9,21.2,5.6,3.8,5.0,9.2
95824,51.8,54.0,63.6,52.2,26.9,57.7,45.9,7.7,9.2,6.0,5.4,28.3,9.0,7.7
95825,55.2,63.3,72.3,67.7,78.7,60.3,53.7,9.1,9.3,0.0,6.9,7.5,6.7,10.1
95826,61.3,68.5,65.7,63.4,51.0,61.8,59.7,5.9,6.4,0.0,2.1,0.0,10.7,5.4
95827,60.7,58.9,82.4,54.4,60.4,64.1,59.9,6.5,7.2,6.5,7.2,0.0,6.1,6.4
95828,50.2,47.5,70.6,57.5,68.9,65.4,47.1,6.8,19.3,4.2,5.7,4.8,9.6,8.6
95829,53.2,71.4,94.0,57.8,51.7,74.8,52.7,2.8,3.0,0.0,5.9,0.0,0.0,3.3
95830,61.5,24.1,-,23.8,-,-,57.1,0.0,0.0,-,0.0,-,-,0.0
95831,58.1,69.9,61.0,48.4,59.6,78.7,57.0,6.7,5.4,0.0,5.0,7.5,1.4,6.9
95832,55.3,54.4,52.7,53.9,64.3,62.2,54.1,19.0,9.0,14.3,10.9,0.0,17.5,15.6
95833,67.0,58.6,98.3,66.3,61.2,67.6,65.8,3.4,7.0,0.0,4.6,4.2,6.5,4.3
95834,68.1,64.6,60.3,59.0,63.2,68.3,65.4,5.3,7.2,23.1,3.4,0.0,11.6,6.3
95835,67.5,56.2,82.7,61.6,79.1,74.2,67.4,2.3,3.8,0.0,3.7,0.0,10.4,2.6
95837,54.1,0.0,-,-,-,-,54.1,7.8,-,-,-,-,-,7.8
95838,48.4,47.0,61.2,61.8,75.0,64.4,47.2,9.7,13.3,6.8,5.4,4.6,6.8,7.4
95841,61.4,63.2,61.2,63.4,0.0,75.2,59.4,5.1,13.2,0.0,1.0,100.0,3.5,5.2
95842,58.9,54.2,50.8,58.4,22.1,59.1,57.6,6.9,7.9,6.4,8.1,6.3,10.8,7.9
95843,58.7,56.6,49.2,64.0,67.2,75.2,59.0,7.2,8.9,0.0,4.6,0.0,7.9,7.5
95864,56.0,66.7,100.0,50.3,15.9,73.8,56.1,4.0,13.3,0.0,13.4,0.0,1.2,4.0
95901,49.3,55.7,24.7,47.2,42.9,59.7,47.8,6.1,6.2,8.7,4.4,0.0,4.1,5.9
95903,22.3,0.0,100.0,11.1,0.0,20.7,23.3,6.2,-,0.0,0.0,-,50.0,6.2
95910,16.9,-,-,-,-,-,16.9,72.8,-,-,-,-,-,72.8
95912,57.8,68.8,100.0,100.0,-,65.0,55.8,0.0,0.0,0.0,0.0,-,6.5,0.0
95913,39.4,-,-,-,-,30.6,34.8,28.6,-,-,-,-,0.0,32.7
95914,22.0,0.0,60.0,-,-,33.3,21.6,10.1,-,0.0,-,-,0.0,11.3
95915,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95916,18.9,-,15.4,100.0,0.0,50.0,18.6,24.7,-,50.0,0.0,-,0.0,25.4
95917,52.9,-,-,36.0,-,50.8,53.4,12.3,-,-,0.0,-,0.0,12.4
95918,31.6,0.0,-,100.0,0.0,100.0,33.1,4.6,-,-,0.0,-,0.0,4.6
95919,28.8,0.0,-,-,-,-,28.8,0.0,100.0,-,-,-,-,0.0
95920,46.9,-,23.1,0.0,-,52.2,46.9,0.0,-,0.0,-,-,20.0,0.0
95922,37.0,-,0.0,-,100.0,100.0,37.4,9.5,-,-,-,0.0,0.0,9.6
95923,15.4,-,-,100.0,-,-,15.4,50.0,-,-,0.0,-,-,50.0
95925,23.5,0.0,100.0,-,-,-,50.0,33.3,-,0.0,-,-,-,33.3
95926,58.2,58.5,80.6,65.0,16.7,65.8,57.3,5.7,3.7,0.0,3.5,0.0,12.0,5.1
95928,58.3,45.9,66.9,61.5,31.2,65.4,58.5,7.7,15.2,0.9,5.0,30.8,7.0,7.3
95929,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95930,68.8,-,-,-,-,-,68.8,0.0,-,-,-,-,-,0.0
95932,48.6,32.0,29.8,30.3,100.0,68.9,41.2,4.3,0.0,3.1,0.0,0.0,15.0,4.8
95934,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
95935,47.8,-,-,-,-,0.0,49.9,0.0,-,-,-,-,100.0,0.0
95936,0.0,0.0,-,-,-,-,0.0,-,-,-,-,-,-,-
95937,45.0,0.0,0.0,100.0,-,-,38.9,0.0,-,-,0.0,-,-,0.0
95938,52.8,22.7,0.0,6.8,-,80.8,52.2,9.9,0.0,-,0.0,-,0.0,10.2
95939,52.5,0.0,44.2,-,-,35.7,52.3,7.2,-,20.7,-,-,0.0,6.1
95941,0.0,-,0.0,100.0,-,50.0,0.0,100.0,-,-,0.0,-,42.9,100.0
95942,72.8,-,-,-,-,100.0,76.0,5.4,-,-,-,-,0.0,0.0
95943,54.0,-,-,-,-,100.0,55.6,8.2,-,-,-,-,0.0,8.4
95944,100.0,-,-,-,-,-,100.0,0.0,-,-,-,-,-,0.0
95945,49.7,30.7,47.8,69.2,0.0,60.2,48.4,3.6,10.0,6.8,0.0,-,0.0,3.6
95946,40.0,100.0,96.6,37.8,-,15.8,38.2,2.9,0.0,0.0,0.0,-,0.0,3.2
95947,58.5,0.0,47.8,39.5,-,-,58.5,13.7,-,0.0,0.0,-,-,13.7
95948,54.2,3.0,53.8,47.2,0.0,61.3,52.3,8.9,94.7,24.2,0.0,-,9.8,6.3
95949,50.7,85.7,65.6,63.8,100.0,54.1,49.8,4.6,0.0,0.0,2.6,0.0,16.9,4.9
95950,43.9,-,-,-,-,-,38.3,17.1,-,-,-,-,-,21.8
95951,60.7,0.0,-,100.0,-,58.5,68.7,10.2,-,-,0.0,-,7.7,0.0
95953,53.7,91.2,63.7,64.0,60.2,55.0,52.9,1.2,0.0,18.8,2.2,5.3,14.5,1.7
95954,42.9,100.0,31.4,35.9,100.0,15.5,42.6,7.6,0.0,0.0,0.0,0.0,0.0,7.4
95955,60.7,-,100.0,100.0,-,85.7,64.4,4.2,-,0.0,0.0,-,0.0,0.0
95956,40.4,-,0.0,100.0,-,-,40.4,4.8,-,-,0.0,-,-,4.8
95957,53.5,100.0,93.3,-,100.0,63.9,50.1,5.6,0.0,0.0,-,0.0,15.9,3.6
95958,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95959,51.8,55.7,0.0,33.8,100.0,45.9,52.4,4.1,0.0,-,0.0,0.0,0.0,4.2
95960,47.0,-,-,0.0,-,-,47.0,18.6,-,-,-,-,-,18.6
95961,55.7,67.9,43.5,51.2,53.4,55.3,53.2,8.0,0.0,10.6,6.3,25.6,15.3,9.7
95962,53.4,-,-,100.0,100.0,-,52.5,0.0,-,-,0.0,0.0,-,0.0
95963,55.8,50.0,63.5,53.2,100.0,55.8,52.7,7.2,0.0,0.0,6.1,0.0,10.2,5.1
95965,40.6,58.1,56.8,46.8,50.0,34.3,39.3,7.6,6.4,0.0,8.2,0.0,3.3,7.7
95966,45.3,15.0,40.1,57.5,10.9,51.8,45.1,7.5,49.2,5.8,9.7,0.0,17.6,6.4
95968,56.5,-,100.0,0.0,-,90.8,57.4,8.4,-,0.0,-,-,2.8,6.6
95969,31.9,4.5,20.6,71.6,0.0,75.7,32.0,4.5,0.0,0.0,0.0,-,0.0,4.6
95970,59.8,0.0,0.0,-,-,100.0,60.4,0.0,-,-,-,-,0.0,0.0
95971,52.9,59.9,100.0,0.0,-,12.8,53.5,7.9,5.7,0.0,-,-,0.0,6.9
95972,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
95973,62.4,91.4,74.9,69.6,84.8,68.3,61.4,5.7,0.0,3.0,4.8,15.2,6.7,5.7
95974,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
95975,47.0,-,0.0,100.0,-,-,48.5,1.4,-,-,0.0,-,-,1.4
95977,48.8,0.0,52.8,96.2,0.0,17.6,48.3,9.3,-,0.0,0.0,-,0.0,9.7
95978,32.0,-,-,-,-,-,42.1,42.9,-,-,-,-,-,31.4
95979,30.1,60.5,0.0,83.3,-,66.7,20.8,4.7,0.0,-,0.0,-,0.0,7.5
95981,67.3,-,-,-,-,-,67.3,0.0,-,-,-,-,-,0.0
95982,51.1,0.0,100.0,100.0,-,100.0,49.1,8.7,-,0.0,0.0,-,0.0,10.1
95983,35.9,-,0.0,-,-,100.0,37.2,20.7,-,-,-,-,0.0,20.7
95984,26.0,-,-,-,-,-,26.0,0.0,-,-,-,-,-,0.0
95986,60.6,-,-,-,-,-,60.6,8.7,-,-,-,-,-,8.7
95987,63.7,0.0,97.1,88.5,100.0,56.8,66.6,7.6,-,0.0,0.0,0.0,27.4,6.7
95988,56.2,20.0,51.2,41.4,-,56.0,55.7,6.7,0.0,0.0,0.0,-,13.0,3.0
95991,53.0,46.4,62.4,56.6,100.0,63.6,49.1,9.4,10.2,8.7,9.4,0.0,12.1,9.6
95993,53.8,67.6,53.3,52.1,63.2,51.2,52.5,7.6,0.0,10.5,1.4,0.0,8.7,7.9
96001,53.1,51.0,61.3,55.8,55.6,47.9,53.0,8.2,3.7,14.1,0.0,0.0,6.6,8.1
96002,54.4,63.9,67.5,63.6,52.1,62.3,53.6,3.9,0.0,4.6,7.7,11.6,0.0,4.1
96003,52.9,76.9,37.8,45.4,88.0,65.9,52.7,4.7,0.0,8.4,10.9,0.0,7.0,4.4
96006,41.3,-,-,0.0,-,100.0,39.6,0.0,-,-,-,-,0.0,0.0
96007,49.6,65.3,34.7,31.9,-,63.8,48.7,6.6,0.0,0.0,5.9,-,11.5,6.9
96008,57.5,0.0,0.0,-,-,71.9,58.2,4.8,-,-,-,-,0.0,5.0
96009,34.9,-,-,-,-,-,34.9,0.0,-,-,-,-,-,0.0
96010,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-
96011,23.6,0.0,0.0,100.0,-,0.0,20.3,43.1,-,-,0.0,-,100.0,49.0
96013,41.5,33.7,0.0,0.0,-,50.0,41.3,8.2,52.9,100.0,-,-,12.8,8.3
96014,43.9,-,-,-,-,-,43.9,0.0,-,-,-,-,-,0.0
96015,26.1,0.0,0.0,55.5,-,0.0,7.5,0.0,-,-,0.0,-,-,0.0
96016,34.8,-,-,-,-,-,34.8,18.5,-,-,-,-,-,18.5
96017,20.8,-,100.0,100.0,-,-,20.8,0.0,-,0.0,0.0,-,-,0.0
96019,50.2,0.0,63.7,49.2,100.0,48.6,49.0,5.6,100.0,21.7,20.5,0.0,0.0,5.9
96020,52.3,-,-,-,-,60.0,51.3,1.9,-,-,-,-,5.3,2.1
96021,46.5,100.0,69.0,75.1,100.0,58.5,42.6,7.6,0.0,0.0,0.0,0.0,13.9,9.0
96022,51.7,100.0,81.0,47.5,-,54.7,51.8,7.4,0.0,0.0,0.0,-,8.3,7.0
96023,46.3,-,60.0,0.0,-,96.3,44.0,10.7,-,0.0,-,-,3.7,13.3
96024,42.5,-,76.7,42.2,-,0.0,39.0,4.4,-,0.0,0.0,-,-,3.1
96025,51.1,40.0,34.8,59.5,-,30.2,51.6,5.4,33.3,0.0,21.4,-,0.0,5.7
96027,44.0,0.0,47.6,100.0,-,-,44.3,15.8,100.0,0.0,0.0,-,-,15.8
96028,41.7,0.0,54.3,-,-,100.0,42.6,10.8,-,0.0,-,-,0.0,6.8
96029,39.5,-,-,-,-,0.0,39.5,0.0,-,-,-,-,-,0.0
96031,13.0,-,0.0,-,-,-,13.0,0.0,-,-,-,-,-,0.0
96032,50.2,11.1,38.4,0.0,0.0,57.1,49.4,8.7,66.7,18.1,-,-,0.0,8.3
96033,47.6,-,-,0.0,100.0,50.0,47.6,1.8,-,-,-,0.0,0.0,1.8
96034,40.3,53.3,100.0,-,-,80.0,40.1,7.6,0.0,0.0,-,-,0.0,7.6
96035,53.0,100.0,39.5,-,-,62.3,57.9,3.0,0.0,0.0,-,-,0.0,3.8
96037,46.6,-,-,-,-,-,46.6,0.0,-,-,-,-,-,0.0
96038,50.0,0.0,-,-,-,-,48.5,12.4,-,-,-,-,-,13.2
96039,38.2,-,27.0,22.2,-,0.0,38.2,20.5,-,29.2,77.8,-,-,20.5
96040,6.2,100.0,-,0.0,-,-,5.9,0.0,0.0,-,-,-,-,0.0
96041,20.4,0.0,-,46.8,0.0,12.3,20.6,0.0,-,-,0.0,-,0.0,0.0
96044,43.2,0.0,38.5,85.2,-,0.0,44.2,18.2,-,0.0,4.2,-,-,18.5
96046,20.1,-,-,-,-,-,20.1,62.5,-,-,-,-,-,62.5
96047,46.5,-,72.7,100.0,100.0,-,44.4,17.7,-,0.0,0.0,0.0,-,18.9
96048,46.3,-,100.0,0.0,-,41.4,47.0,9.8,-,0.0,-,-,0.0,10.1
96050,22.5,-,0.0,78.6,-,-,21.9,9.3,-,-,0.0,-,-,9.9
96051,28.2,100.0,0.0,49.1,-,100.0,28.7,23.6,0.0,-,0.0,-,0.0,24.1
96052,48.8,0.0,0.0,10.5,-,38.1,49.9,1.3,-,-,0.0,-,0.0,1.3
96054,36.8,-,40.0,-,-,-,36.8,10.9,-,50.0,-,-,-,10.9
96055,42.5,-,100.0,69.8,-,100.0,40.1,12.9,-,0.0,0.0,-,0.0,4.5
96056,48.0,-,0.0,56.3,-,57.1,47.9,0.0,-,-,0.0,-,0.0,0.0
96057,37.8,35.7,0.0,100.0,100.0,0.0,38.7,8.3,0.0,-,0.0,0.0,100.0,8.3
96058,43.7,0.0,-,28.1,-,22.2,16.0,5.4,-,-,40.0,-,71.4,25.0
96059,4.9,-,-,87.5,-,-,4.9,0.0,-,-,0.0,-,-,0.0
96061,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96062,56.3,-,66.7,-,-,54.1,57.7,3.9,-,0.0,-,-,0.0,3.9
96063,62.3,-,-,-,-,-,62.3,0.0,-,-,-,-,-,0.0
96064,42.7,55.6,53.9,18.6,-,86.6,42.8,6.3,0.0,8.0,0.0,-,0.0,6.1
96065,37.9,-,58.3,-,-,-,39.0,24.4,-,22.2,-,-,-,24.4
96067,48.9,75.0,0.0,0.0,7.5,17.0,49.1,2.2,0.0,-,100.0,0.0,0.0,1.7
96068,0.0,0.0,-,28.6,-,-,0.0,-,-,-,53.8,-,-,-
96069,51.3,-,0.0,69.2,-,84.6,50.9,2.5,-,-,0.0,-,0.0,2.5
96071,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
96073,51.8,100.0,53.3,44.1,-,100.0,52.1,3.4,0.0,0.0,42.3,-,0.0,3.4
96074,53.9,0.0,-,0.0,-,20.0,52.7,0.0,-,-,-,-,0.0,0.0
96075,33.8,0.0,-,-,-,0.0,33.8,25.4,-,-,-,-,-,25.4
96076,23.1,-,0.0,100.0,-,-,23.1,0.0,-,100.0,0.0,-,-,0.0
96078,62.2,-,-,-,-,-,62.2,0.0,-,-,-,-,-,0.0
96080,47.4,62.6,35.7,58.5,-,74.6,46.2,6.9,7.3,5.6,6.2,-,7.2,7.0
96084,37.1,-,10.5,21.7,-,-,36.9,5.2,-,0.0,0.0,-,-,5.5
96085,21.1,-,100.0,0.0,-,-,21.1,0.0,-,0.0,-,-,-,0.0
96086,24.7,-,0.0,0.0,-,-,25.7,31.9,-,-,100.0,-,-,31.9
96087,48.8,-,100.0,-,-,-,48.8,13.4,-,0.0,-,-,-,13.4
96088,39.4,100.0,49.4,57.1,0.0,18.1,38.4,5.7,0.0,11.6,31.7,-,32.0,6.0
96090,46.8,-,22.2,-,-,87.5,45.7,0.0,-,0.0,-,-,6.7,0.0
96091,30.9,-,0.0,-,-,13.6,29.7,8.6,-,100.0,-,-,0.0,9.0
96092,52.5,-,-,-,-,0.0,54.3,6.6,-,-,-,-,-,6.6
96093,40.3,0.0,100.0,42.6,100.0,50.0,40.9,9.4,-,0.0,0.0,0.0,17.7,9.7
96094,46.0,53.8,37.8,50.9,0.0,45.3,45.0,5.8,4.5,44.6,0.0,-,5.8,6.0
96096,47.1,-,0.0,0.0,-,0.0,44.4,4.1,-,-,-,-,-,4.9
96097,50.7,95.5,37.3,9.1,-,62.3,48.3,4.7,0.0,4.6,0.0,-,8.4,5.2
96101,43.3,38.7,56.2,16.7,-,46.0,43.4,6.4,33.3,3.8,0.0,-,0.0,6.6
96103,32.4,-,-,0.0,-,15.4,31.6,6.6,-,-,-,-,0.0,6.9
96104,50.7,100.0,100.0,100.0,-,83.3,52.1,8.8,0.0,0.0,0.0,-,0.0,8.9
96105,41.9,-,0.0,-,100.0,-,41.9,0.0,-,-,-,0.0,-,0.0
96106,36.1,-,-,-,-,-,34.0,17.0,-,-,-,-,-,18.4
96107,18.6,-,100.0,0.0,-,44.6,19.4,0.0,-,0.0,-,-,43.1,0.0
96108,24.2,-,-,-,-,-,24.2,0.0,-,-,-,-,-,0.0
96109,45.3,-,-,31.3,-,-,45.7,10.1,-,-,0.0,-,-,10.2
96110,40.5,-,-,-,-,-,40.5,0.0,-,-,-,-,-,0.0
96111,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
96112,38.6,-,67.6,-,-,0.0,28.3,3.6,-,14.3,-,-,-,5.6
96113,16.3,0.0,1.4,3.7,0.0,0.0,22.8,2.7,100.0,75.0,0.0,-,-,3.0
96114,46.6,-,23.3,100.0,-,36.0,46.6,6.1,-,0.0,0.0,-,0.0,6.1
96115,44.8,-,-,-,-,-,44.8,0.0,-,-,-,-,-,0.0
96116,100.0,-,-,-,-,-,100.0,0.0,-,-,-,-,-,0.0
96117,69.1,-,-,-,-,-,69.1,0.0,-,-,-,-,-,0.0
96118,50.0,-,0.0,-,-,-,50.9,1.1,-,-,-,-,-,1.1
96119,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-
96120,55.1,-,37.7,33.3,-,50.0,55.6,3.0,-,6.8,0.0,-,0.0,2.8
96121,71.0,-,-,-,-,-,71.0,0.0,-,-,-,-,-,0.0
96122,46.6,-,18.3,-,-,100.0,45.5,9.2,-,61.5,-,-,0.0,9.1
96123,51.3,-,0.0,-,-,0.0,50.0,0.0,-,-,-,-,-,0.0
96124,88.6,-,0.0,-,-,-,88.6,0.0,-,-,-,-,-,0.0
96125,38.2,-,-,-,-,-,38.2,0.0,-,-,-,-,-,0.0
96126,1.3,-,-,-,-,100.0,0.0,0.0,-,-,-,-,0.0,-
96128,44.6,0.0,0.0,-,-,0.0,45.6,0.0,-,-,-,-,-,0.0
96129,36.5,-,-,-,-,-,36.5,0.0,-,-,-,-,-,0.0
96130,39.4,12.6,28.8,25.1,82.9,40.8,43.9,7.3,0.0,20.5,5.9,2.6,11.4,6.8
96132,31.3,-,-,-,-,-,31.3,0.0,-,-,-,-,-,0.0
96133,32.5,-,-,-,-,-,32.5,0.0,-,-,-,-,-,0.0
96134,41.0,0.0,84.2,-,-,76.2,35.8,5.6,-,0.0,-,-,9.9,5.3
96135,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
96136,0.0,-,-,-,-,-,0.0,-,-,-,-,-,-,-
96137,33.5,-,56.3,-,-,0.0,33.7,10.5,-,0.0,-,-,-,8.1
96140,61.3,100.0,-,100.0,-,-,61.3,6.5,0.0,-,0.0,-,-,6.8
96141,57.1,-,-,71.4,-,-,57.1,5.0,-,-,0.0,-,-,5.0
96142,70.5,0.0,-,0.0,-,-,72.6,2.6,-,-,-,-,-,2.6
96143,79.7,-,-,100.0,-,74.8,79.0,0.0,-,-,0.0,-,0.0,0.0
96145,67.8,100.0,0.0,74.7,-,0.0,67.0,1.2,0.0,-,0.0,-,-,1.2
96146,67.5,0.0,-,-,-,69.4,67.1,5.5,-,-,-,-,0.0,5.5
96148,53.5,-,-,-,-,81.0,51.4,0.0,-,-,-,-,0.0,0.0
96150,65.3,41.8,54.9,77.5,40.5,76.5,63.4,4.5,0.0,0.0,3.2,0.0,2.6,5.3
96155,-,-,-,-,-,-,-,-,-,-,-,-,-,-
96161,62.7,100.0,-,45.0,58.7,79.0,63.2,4.2,0.0,-,16.4,0.0,17.8,4.3
96701,49.1,33.7,61.7,56.1,58.6,36.6,49.0,2.4,24.6,0.0,5.6,2.4,20.0,1.9
96703,43.9,-,-,39.0,52.3,0.0,43.6,0.0,-,-,0.0,7.2,-,0.0
96704,47.7,47.0,0.0,61.3,73.0,95.0,47.3,8.2,0.0,-,10.3,10.0,0.0,8.5
96705,60.9,55.6,-,69.4,70.8,-,62.4,0.0,0.0,-,1.1,13.5,-,0.0
96706,50.8,47.6,83.8,67.0,64.9,50.1,48.5,4.3,7.3,0.0,2.5,3.1,5.5,4.4
96707,53.1,55.9,51.0,62.2,63.6,59.1,52.8,6.8,10.0,0.0,4.3,5.7,1.8,6.4
96708,55.8,100.0,55.0,63.8,72.1,38.9,56.5,7.5,0.0,0.0,8.8,8.0,0.0,7.5
96710,83.3,-,-,22.0,-,39.1,83.3,0.0,-,-,0.0,-,60.9,0.0
96712,59.3,40.3,66.7,47.7,53.3,39.9,60.5,3.1,0.0,0.0,2.8,17.8,38.0,2.2
96713,47.1,-,-,100.0,48.0,-,47.1,9.7,-,-,0.0,26.9,-,9.7
96714,38.3,-,-,32.3,100.0,-,38.3,10.4,-,-,0.0,0.0,-,10.4
96716,50.3,-,-,72.4,53.8,-,53.7,10.6,-,-,8.5,0.0,-,10.6
96717,62.3,40.9,0.0,48.1,53.2,30.0,60.7,1.7,0.0,-,10.6,13.6,0.0,1.8
96719,48.9,-,-,50.8,42.0,-,49.2,26.8,-,-,22.0,0.0,-,15.7
96720,46.6,19.0,79.2,53.0,51.6,45.5,47.1,8.6,73.4,13.6,2.1,8.4,1.7,8.5
96722,49.8,56.3,-,50.5,-,100.0,47.9,2.9,0.0,-,0.0,-,0.0,3.1
96725,58.5,-,-,68.3,51.4,72.6,57.9,6.6,-,-,0.0,0.0,15.2,6.8
96726,-,-,-,-,46.9,-,-,-,-,-,-,0.0,-,-
96727,50.2,0.0,-,61.2,66.7,100.0,50.8,15.9,-,-,1.5,1.8,0.0,14.2
96728,54.2,0.0,-,63.5,87.5,-,54.0,4.1,-,-,6.0,0.0,-,4.2
96729,77.5,-,0.0,82.4,39.6,37.5,77.5,0.0,-,-,0.0,3.1,0.0,0.0
96730,53.9,44.4,-,80.7,51.7,100.0,45.0,4.0,0.0,-,12.3,10.3,0.0,2.3
96731,59.2,100.0,0.0,41.0,68.3,0.0,58.9,6.7,0.0,-,0.0,9.3,-,6.8
96732,48.4,39.3,30.8,64.5,52.7,66.6,47.4,8.3,0.0,42.9,2.2,10.2,0.0,6.9
96734,50.4,33.0,16.6,52.8,57.5,38.1,50.9,3.9,12.2,0.0,3.3,2.4,19.4,4.1
96737,37.3,0.0,0.0,35.9,72.2,0.0,38.9,4.3,100.0,-,0.0,0.0,-,4.3
96738,51.2,83.3,63.6,57.7,72.9,98.4,50.8,6.9,0.0,0.0,20.9,8.9,0.0,7.3
96740,54.7,56.5,0.0,68.7,63.7,80.4,54.4,3.8,0.0,-,0.9,6.0,1.7,3.8
96741,62.6,100.0,100.0,49.7,45.8,56.7,62.1,7.7,0.0,0.0,0.6,0.0,0.0,8.4
96742,57.9,100.0,100.0,50.0,100.0,-,69.2,0.0,0.0,0.0,0.0,0.0,-,0.0
96743,56.7,40.0,63.6,60.1,52.8,37.9,55.9,4.2,0.0,0.0,0.0,13.3,0.0,4.4
96744,54.9,42.9,43.1,56.2,56.9,48.7,53.7,2.6,24.2,0.0,2.4,11.0,0.0,2.9
96746,61.1,69.6,42.9,58.7,61.6,84.6,61.5,2.8,30.4,0.0,1.4,0.0,2.1,2.7
96747,100.0,-,100.0,63.8,100.0,-,100.0,0.0,-,0.0,2.3,0.0,-,0.0
96748,17.7,-,0.0,54.8,48.7,0.0,13.7,39.2,-,-,0.0,2.5,-,36.9
96749,41.2,20.7,16.9,69.1,56.3,97.5,38.8,8.0,0.0,0.0,1.5,0.3,0.0,9.4
96750,54.0,64.7,100.0,52.1,36.8,86.5,52.3,1.9,0.0,0.0,0.0,0.0,0.0,2.0
96751,100.0,-,-,0.0,-,-,100.0,0.0,-,-,-,-,-,0.0
96752,50.1,-,100.0,42.6,63.3,100.0,51.6,10.9,-,0.0,0.0,2.2,0.0,11.6
96753,54.6,59.3,100.0,66.1,77.2,82.4,53.2,8.6,0.0,0.0,3.4,4.4,0.0,9.0
96754,59.0,47.6,-,65.4,58.1,64.3,59.0,5.2,0.0,-,1.4,10.0,0.0,5.3
96755,53.3,29.5,0.0,40.2,47.7,100.0,51.5,5.3,0.0,-,3.7,17.3,0.0,3.2
96756,52.5,66.7,77.4,52.4,65.7,36.7,52.2,6.6,0.0,0.0,8.6,14.6,8.3,7.0
96757,38.6,-,-,47.9,95.6,-,38.6,0.0,-,-,0.0,0.0,-,0.0
96759,-,-,-,61.4,-,-,-,-,-,-,0.0,-,-,-
96760,41.4,-,100.0,61.6,43.9,66.7,41.9,9.9,-,0.0,2.8,0.0,0.0,10.8
96761,64.1,78.7,31.9,69.4,63.6,90.6,63.1,9.5,0.0,0.0,0.7,12.0,2.0,10.1
96762,68.6,45.0,73.1,71.9,67.7,43.8,67.7,2.3,0.0,0.0,1.3,3.8,0.0,2.4
96763,42.7,0.0,-,68.0,70.3,85.6,43.9,2.2,-,-,0.0,0.0,14.4,2.2
96764,34.0,0.0,-,74.2,26.7,-,23.8,28.1,-,-,0.0,0.0,-,41.0
