ZIP Code,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic
601,33.8,54.6,0.0,87.0,-,28.1,19.7,20.1,11.0,100.0,0.0,-,39.5,0.0
602,32.3,39.1,0.0,62.5,-,37.9,45.1,10.0,10.7,-,0.0,-,3.3,2.1
603,31.6,29.3,0.0,67.9,-,34.6,54.3,17.6,14.6,-,0.0,-,15.5,0.0
606,25.8,0.0,-,-,-,31.7,0.0,9.1,-,-,-,-,0.0,-
610,39.6,35.2,0.0,-,-,32.9,53.2,7.9,0.0,-,-,-,20.0,15.4
611,39.5,0.0,-,-,-,49.9,45.0,31.1,-,-,-,-,0.0,0.0
612,36.3,22.4,0.0,43.7,-,30.6,22.2,16.1,33.3,-,20.3,-,20.9,0.0
616,37.7,27.6,-,23.1,-,34.8,100.0,15.5,13.3,-,0.0,-,13.2,0.0
617,37.6,34.7,0.0,56.8,-,44.0,86.4,16.1,23.5,-,0.0,-,16.4,0.0
622,32.1,40.7,-,-,-,32.7,64.5,13.9,41.7,-,-,-,10.5,0.0
623,41.4,40.3,16.9,49.0,-,36.6,24.5,13.6,17.6,41.2,15.8,-,15.7,0.0
624,35.9,40.1,-,0.0,-,28.7,79.4,10.8,16.1,-,-,-,15.6,0.0
627,37.9,41.6,72.1,-,-,41.7,36.4,5.6,12.2,0.0,-,-,0.0,0.0
631,29.4,0.0,-,-,-,18.6,-,18.2,-,-,-,-,0.0,-
636,32.8,-,-,-,-,52.1,-,0.0,-,-,-,-,0.0,-
637,34.0,39.6,0.0,0.0,-,29.7,8.4,6.6,0.0,100.0,-,-,20.8,0.0
638,27.9,21.2,13.2,0.0,-,35.1,0.0,25.9,8.4,0.0,100.0,-,4.9,100.0
641,30.9,43.8,-,0.0,-,23.2,59.3,25.6,34.2,-,-,-,34.2,8.0
646,40.8,44.3,0.0,-,-,59.4,50.3,16.5,13.3,-,-,-,6.2,11.0
647,22.2,21.4,-,100.0,-,27.3,0.0,28.4,43.1,-,0.0,-,33.1,-
650,30.1,30.9,-,0.0,-,31.2,46.2,30.5,0.0,-,-,-,29.2,0.0
652,43.2,21.6,0.0,0.0,-,41.6,60.0,7.2,0.0,-,-,-,19.5,0.0
653,26.4,18.5,-,-,-,39.4,66.7,35.0,27.6,-,-,-,18.4,0.0
656,32.8,22.4,0.0,0.0,-,27.4,73.0,17.5,18.8,-,100.0,-,21.7,0.0
659,40.6,44.8,67.9,0.0,-,41.1,0.0,6.2,0.0,0.0,-,-,3.7,-
660,33.4,31.8,-,-,-,38.1,84.2,14.7,0.0,-,-,-,18.1,8.6
662,33.3,39.4,0.0,54.3,-,30.2,36.0,7.3,5.9,-,0.0,-,7.8,6.1
664,32.0,36.8,-,-,-,26.3,45.1,21.4,22.2,-,-,-,17.3,16.4
667,35.2,43.7,-,-,-,29.2,14.6,18.1,0.0,-,-,-,25.2,80.4
669,35.5,35.9,100.0,-,-,31.5,20.4,10.7,25.9,0.0,-,-,14.7,0.0
670,32.0,16.7,-,-,-,29.2,-,9.1,43.6,-,-,-,6.0,-
674,32.7,31.5,0.0,42.6,-,33.8,43.7,21.2,7.1,100.0,0.0,-,13.2,26.0
676,35.5,43.5,0.0,-,-,34.2,0.0,21.2,3.0,100.0,-,-,31.6,100.0
677,44.0,31.7,-,-,-,32.0,41.3,4.2,18.6,-,-,-,21.5,10.2
678,35.9,42.9,0.0,-,-,43.8,0.0,4.4,0.0,-,-,-,9.9,-
680,29.1,39.8,100.0,30.3,-,29.6,70.4,12.1,6.5,0.0,0.0,-,27.0,0.0
682,23.6,38.1,0.0,0.0,-,31.5,37.3,26.1,6.5,-,-,-,26.9,22.8
683,29.8,27.5,-,0.0,0.0,30.1,0.0,7.0,17.5,-,-,-,5.4,100.0
685,31.9,50.2,0.0,0.0,-,31.4,44.3,15.6,8.6,-,-,-,18.3,12.2
687,37.4,42.4,-,-,-,43.7,36.8,17.8,12.3,-,-,-,4.3,0.0
688,30.0,54.8,-,48.1,-,27.7,36.7,25.3,0.0,-,0.0,-,20.1,0.0
690,36.5,22.1,-,-,-,48.5,0.0,5.2,0.0,-,-,-,0.0,-
692,43.4,36.7,-,-,-,37.3,44.9,13.1,6.9,-,-,-,31.6,0.0
693,35.2,36.3,-,0.0,-,36.9,72.6,19.1,10.6,-,-,-,20.2,0.0
694,-,-,-,-,-,56.0,-,-,-,-,-,-,0.0,-
698,33.9,35.3,0.0,-,-,32.8,22.3,12.2,9.3,-,-,-,17.4,46.2
703,38.1,34.7,48.3,-,-,42.6,0.0,7.8,5.2,15.4,-,-,7.6,-
704,40.2,35.4,-,-,-,19.0,-,4.2,5.2,-,-,-,14.4,-
705,39.4,48.7,51.1,-,-,38.2,15.0,7.6,3.9,22.1,-,-,3.5,0.0
707,26.9,23.0,-,-,-,27.8,0.0,24.3,36.1,-,-,-,15.0,100.0
714,32.0,25.1,-,-,-,33.5,42.6,7.9,16.0,-,-,-,13.1,0.0
715,23.4,4.3,-,-,-,44.9,-,0.0,0.0,-,-,-,0.0,-
716,31.2,18.8,0.0,100.0,-,39.2,63.3,8.4,18.4,-,0.0,-,4.0,0.0
717,28.2,26.0,55.1,0.0,-,34.3,51.4,17.2,0.0,19.1,-,-,13.9,0.0
718,38.5,23.1,-,0.0,-,33.7,17.7,10.2,0.0,-,-,-,8.8,0.0
719,29.4,37.5,-,0.0,-,37.6,100.0,23.4,26.4,-,-,-,4.2,0.0
720,31.2,44.1,0.0,-,-,31.9,0.9,17.6,14.8,-,-,-,26.1,0.0
723,25.1,25.2,-,-,-,36.0,-,12.6,19.8,-,-,-,9.6,-
725,40.1,40.1,47.3,73.9,-,45.8,51.3,12.2,15.2,0.0,0.0,-,8.9,5.5
727,48.4,45.5,21.6,78.9,-,44.6,70.7,5.6,4.7,0.0,0.0,-,8.0,0.0
728,36.3,36.2,21.1,47.7,-,36.8,40.9,6.8,10.0,0.0,0.0,-,10.2,0.0
729,43.3,47.0,100.0,53.6,-,43.9,71.0,12.8,16.7,0.0,30.7,-,19.8,0.0
730,32.0,39.0,0.0,-,-,32.4,58.5,10.5,9.5,-,-,-,15.4,0.0
731,27.8,33.4,-,-,-,24.5,0.0,5.0,0.0,-,-,-,0.0,-
735,32.1,37.6,100.0,44.4,-,40.3,0.0,12.6,13.4,0.0,0.0,-,12.3,100.0
736,39.4,43.1,47.0,43.2,-,38.4,-,7.6,5.4,12.8,0.0,-,5.7,-
738,35.3,43.6,0.0,0.0,-,41.1,56.3,28.6,22.8,-,-,-,19.8,0.0
739,34.0,42.9,58.1,0.0,-,38.7,45.0,10.7,2.8,0.0,-,-,4.1,0.0
740,33.1,50.0,-,-,-,55.0,-,30.7,29.5,-,-,-,15.2,-
741,41.6,19.7,-,-,-,36.6,100.0,0.0,40.3,-,-,-,10.1,0.0
745,41.9,48.1,32.7,16.6,-,44.0,18.5,16.9,12.7,0.0,41.7,-,20.5,62.6
751,34.0,33.1,40.9,-,-,23.5,0.0,2.1,9.0,0.0,-,-,18.9,-
754,33.9,31.6,-,100.0,-,39.0,0.0,12.9,12.3,-,0.0,-,5.8,-
757,46.0,43.5,72.7,100.0,-,54.9,100.0,7.0,12.2,0.0,0.0,-,16.8,0.0
765,19.6,48.0,-,0.0,-,29.3,17.8,11.0,0.0,-,-,-,15.6,0.0
766,36.0,43.5,-,-,-,39.8,63.5,15.6,12.5,-,-,-,9.6,0.0
767,19.9,37.5,-,0.0,-,32.8,0.0,10.4,12.5,-,-,-,9.4,-
769,33.4,35.9,0.0,-,-,35.0,41.1,9.9,3.2,-,-,-,11.6,0.0
771,25.7,34.9,100.0,96.9,-,39.9,100.0,19.3,12.6,0.0,0.0,-,8.1,0.0
772,48.8,32.7,-,0.0,-,29.9,0.0,6.3,34.4,-,-,-,29.2,-
773,35.4,37.8,-,56.3,-,36.4,19.7,20.9,24.2,-,0.0,-,23.1,0.0
775,50.7,25.8,-,100.0,-,60.5,86.0,11.2,0.0,-,0.0,-,0.0,0.0
777,40.8,37.9,64.0,-,-,46.9,0.0,9.5,19.8,0.0,-,-,14.2,-
778,48.6,42.6,93.0,31.4,-,52.2,59.5,14.7,24.8,0.0,30.8,-,11.3,12.6
780,38.6,45.0,-,-,-,61.2,-,8.4,5.7,-,-,-,6.1,-
782,39.2,38.9,-,-,-,45.4,0.0,13.5,0.0,-,-,-,9.7,-
783,35.7,37.8,-,-,-,34.8,43.9,17.9,0.0,-,-,-,27.0,0.0
784,33.4,20.1,0.0,-,0.0,42.9,0.0,5.5,6.5,-,-,100.0,9.7,100.0
786,0.0,68.7,-,-,-,-,-,-,0.0,-,-,-,-,-
791,34.3,27.2,0.0,89.7,-,37.0,32.4,11.5,14.4,-,0.0,-,5.4,41.9
794,36.9,42.8,93.8,-,-,32.4,-,16.4,9.3,0.0,-,-,15.1,-
795,34.6,36.3,71.4,0.0,-,39.4,35.8,17.5,20.9,0.0,-,-,20.9,0.0
901,32.2,21.0,0.0,0.0,0.0,49.2,38.4,16.9,26.8,-,-,-,9.0,0.0
906,75.4,-,-,-,-,-,32.0,0.0,-,-,-,-,-,0.0
907,44.5,44.9,100.0,72.8,-,58.9,48.5,10.9,9.8,0.0,0.0,-,7.2,0.0
909,51.4,33.3,60.0,0.0,-,50.6,85.9,12.5,29.2,0.0,-,-,10.9,14.1
911,46.8,45.0,81.8,57.5,-,71.8,57.3,10.5,23.7,0.0,0.0,-,4.5,11.0
912,48.3,47.4,0.0,86.4,100.0,52.3,70.5,9.1,14.1,-,0.0,0.0,14.7,0.0
913,32.4,28.8,0.0,100.0,-,28.0,51.3,36.2,40.3,-,0.0,-,40.6,9.1
915,32.2,41.3,28.9,0.0,0.0,40.0,17.6,27.2,20.2,0.0,100.0,-,25.1,0.0
917,34.2,42.1,52.9,13.8,0.0,36.7,73.7,19.3,13.9,47.1,0.0,-,29.9,0.0
918,43.4,50.4,0.0,100.0,100.0,43.7,37.3,12.2,22.7,-,0.0,0.0,21.7,0.0
920,46.9,54.5,80.4,-,-,50.9,44.0,9.1,12.3,0.0,-,-,11.3,0.0
921,42.6,44.5,60.3,100.0,-,43.3,57.0,15.6,16.2,0.0,0.0,-,24.9,0.0
923,41.1,39.9,30.0,0.0,-,39.0,52.4,20.7,23.8,48.3,-,-,23.8,0.0
924,38.8,41.1,0.0,100.0,-,40.8,43.7,20.1,23.5,100.0,0.0,-,21.4,0.0
925,44.6,60.2,74.3,0.0,-,47.9,5.9,11.9,18.3,0.0,-,-,9.2,0.0
926,47.3,44.7,22.4,45.5,-,51.5,50.0,8.7,11.2,0.0,0.0,-,17.4,2.9
927,50.2,36.4,88.7,64.3,-,56.4,39.1,6.3,36.3,0.0,0.0,-,4.0,0.0
934,45.0,0.0,-,-,-,-,60.0,0.0,100.0,-,-,-,-,0.0
949,45.1,42.6,54.6,100.0,-,53.1,47.4,11.4,15.1,0.0,0.0,-,8.6,0.0
950,-,-,-,-,-,-,-,-,-,-,-,-,-,-
951,10.7,45.5,-,-,-,72.1,-,45.5,0.0,-,-,-,0.0,-
952,31.6,39.5,100.0,-,-,42.7,100.0,20.5,6.9,0.0,-,-,16.5,0.0
953,45.9,32.0,-,100.0,-,55.3,43.7,5.0,11.8,-,0.0,-,9.2,22.8
956,39.4,52.2,26.9,100.0,-,47.7,53.7,9.1,15.3,0.0,0.0,-,4.9,0.0
957,38.3,45.8,16.4,54.7,-,44.7,29.0,7.9,9.5,55.0,0.0,-,10.0,41.5
959,42.5,40.5,0.0,40.6,-,53.5,51.6,9.1,12.5,-,0.0,-,9.1,8.6
960,0.0,0.0,-,-,-,0.0,0.0,-,100.0,-,-,-,-,-
961,38.9,40.9,-,0.0,-,49.7,89.6,16.5,27.3,-,-,-,9.9,0.0
962,35.8,32.7,37.9,-,-,35.6,53.4,15.9,10.8,0.0,-,-,17.7,21.3
965,35.0,24.5,0.0,47.4,-,31.1,100.0,12.0,14.1,-,0.0,-,13.2,0.0
966,48.7,48.2,-,57.9,-,40.4,87.7,5.7,12.7,-,0.0,-,30.1,0.0
968,42.4,34.0,-,100.0,-,68.9,79.2,0.0,0.0,-,0.0,-,4.9,0.0
969,48.0,56.7,0.0,71.0,-,55.9,57.3,7.0,5.1,-,0.0,-,11.0,0.0
971,46.2,52.5,70.4,-,-,50.5,52.8,12.0,0.0,0.0,-,-,8.7,0.0
976,46.4,47.4,44.6,57.7,-,40.2,28.8,6.5,9.8,0.0,0.0,-,17.2,11.6
979,47.7,50.6,100.0,69.6,-,50.7,73.0,10.9,10.1,0.0,0.0,-,11.9,0.0
982,38.6,40.8,-,14.0,-,35.8,65.2,17.4,21.5,-,69.0,-,22.3,0.0
983,45.9,47.8,-,100.0,-,45.9,61.3,11.0,13.8,-,0.0,-,20.0,0.0
985,40.4,35.7,-,41.5,-,43.8,11.6,12.2,18.2,-,0.0,-,17.2,0.0
987,46.9,51.6,0.0,37.8,100.0,51.8,44.5,10.3,7.2,-,0.0,0.0,13.9,0.0
1001,58.5,66.9,-,56.6,-,46.0,57.6,5.2,2.9,-,19.4,-,0.0,5.4
1002,57.9,56.5,36.8,57.6,84.8,85.5,57.9,7.1,6.6,50.0,4.1,0.0,0.0,7.3
1003,26.3,46.2,-,27.2,-,85.2,26.0,21.7,17.0,-,12.9,-,14.8,22.5
1005,64.0,8.9,-,-,-,-,64.4,3.3,0.0,-,-,-,-,3.3
1007,67.8,59.6,-,55.3,-,83.5,68.0,1.9,0.0,-,6.0,-,0.0,1.9
1008,62.7,-,0.0,-,-,-,62.3,0.0,-,-,-,-,-,0.0
1009,58.9,-,-,-,-,-,58.9,6.3,-,-,-,-,-,6.3
1010,57.7,18.0,-,100.0,-,100.0,57.7,3.6,0.0,-,0.0,-,0.0,3.6
1011,60.4,-,-,-,-,0.0,60.8,2.2,-,-,-,-,-,2.2
1012,64.4,-,-,-,-,-,64.4,0.0,-,-,-,-,-,0.0
1013,59.5,80.8,100.0,50.0,-,65.0,59.2,4.6,0.0,0.0,0.0,-,12.4,3.2
1020,57.7,48.4,100.0,75.7,-,52.3,58.1,4.5,19.1,0.0,4.8,-,0.0,3.8
1022,41.8,24.1,-,12.3,-,46.2,41.8,2.3,27.5,-,0.0,-,43.8,2.3
1026,54.7,0.0,0.0,-,-,100.0,54.4,0.6,-,-,-,-,0.0,0.6
1027,57.5,24.4,-,67.2,-,75.7,57.5,5.7,57.7,-,0.0,-,0.0,5.7
1028,59.3,78.9,-,65.8,-,97.7,59.4,3.1,0.0,-,8.3,-,0.0,3.2
1029,59.5,-,100.0,-,-,-,59.7,2.4,-,0.0,-,-,-,2.5
1030,64.5,33.8,-,58.0,-,54.4,64.6,4.3,31.5,-,0.0,-,0.0,4.3
1031,62.3,-,-,-,-,0.0,62.4,0.9,-,-,-,-,-,0.9
1032,68.8,-,-,-,-,0.0,68.8,0.0,-,-,-,-,-,0.0
1033,71.4,58.2,-,100.0,-,-,70.9,3.3,0.0,-,0.0,-,-,3.4
1034,60.4,100.0,100.0,50.0,-,-,60.5,5.4,0.0,0.0,0.0,-,-,5.4
1035,60.8,0.0,-,68.2,-,100.0,60.4,3.9,-,-,0.0,-,0.0,4.0
1036,56.9,-,100.0,63.6,-,18.3,56.4,7.4,-,0.0,0.0,-,0.0,7.5
1037,38.9,100.0,100.0,100.0,-,-,38.2,0.0,0.0,0.0,0.0,-,-,0.0
1038,67.2,-,6.7,76.0,-,82.6,67.4,3.4,-,0.0,24.0,-,0.0,3.4
1039,71.6,100.0,100.0,-,-,100.0,71.8,6.0,0.0,0.0,-,-,0.0,6.0
1040,51.0,57.6,46.9,82.0,-,49.5,52.2,5.5,5.6,0.0,4.7,-,7.6,4.5
1050,67.0,62.5,71.4,-,-,100.0,67.0,2.7,0.0,0.0,-,-,0.0,2.7
1053,36.1,28.5,-,0.0,-,71.1,35.3,9.1,39.7,-,-,-,0.0,9.4
1054,59.9,10.0,-,100.0,-,100.0,59.9,6.8,83.3,-,0.0,-,0.0,6.8
1056,57.7,39.9,-,34.0,-,59.5,58.2,4.1,0.0,-,0.0,-,16.1,4.2
1057,59.6,96.8,-,53.0,-,12.3,59.9,7.6,0.0,-,0.0,-,61.1,7.3
1060,64.7,73.0,27.8,62.4,0.0,46.2,64.9,5.6,0.0,0.0,5.3,-,16.4,5.7
1062,58.6,21.7,0.0,81.8,-,40.7,59.3,3.5,0.0,-,0.0,-,0.0,3.6
1063,37.9,35.1,-,48.7,-,100.0,37.3,10.8,13.3,-,11.2,-,0.0,11.6
1066,10.2,-,-,-,-,-,10.2,0.0,-,-,-,-,-,0.0
1068,58.5,55.6,-,-,-,100.0,58.5,2.5,33.3,-,-,-,0.0,2.5
1069,56.1,92.9,-,65.0,-,78.3,54.0,4.0,0.0,-,0.0,-,0.0,4.3
1070,57.8,0.0,0.0,100.0,-,100.0,57.8,1.8,-,-,0.0,-,0.0,1.8
1071,58.6,70.0,-,0.0,-,0.0,58.2,1.7,0.0,-,-,-,-,1.8
1072,57.8,100.0,-,50.0,-,100.0,57.9,5.8,0.0,-,0.0,-,0.0,5.4
1073,65.0,100.0,-,59.0,-,100.0,65.0,2.0,0.0,-,0.0,-,0.0,2.0
1074,34.7,-,-,-,-,-,34.7,27.3,-,-,-,-,-,27.3
1075,59.3,70.7,-,50.5,-,81.9,58.8,3.6,6.9,-,2.1,-,0.0,3.7
1077,63.3,-,0.0,88.2,-,100.0,62.8,2.9,-,-,0.0,-,0.0,3.1
1079,56.3,0.0,-,-,-,0.0,56.3,8.6,-,-,-,-,-,8.6
1080,71.2,74.7,-,65.0,-,56.9,70.9,3.8,0.0,-,0.0,-,0.0,3.9
1081,72.5,33.3,0.0,100.0,0.0,50.0,73.2,2.6,0.0,-,0.0,-,0.0,2.3
1082,57.7,40.9,-,100.0,-,66.1,57.6,8.4,0.0,-,0.0,-,0.0,8.5
1083,63.5,100.0,-,79.8,-,-,63.5,11.3,0.0,-,0.0,-,-,11.3
1084,56.3,-,-,-,-,-,56.3,0.0,-,-,-,-,-,0.0
1085,57.0,53.5,31.3,55.4,100.0,51.0,57.4,3.7,4.2,0.0,9.7,0.0,13.1,3.1
1088,77.5,-,-,100.0,-,-,77.3,8.8,-,-,0.0,-,-,8.9
1089,61.9,85.1,60.3,69.9,-,63.7,61.2,4.8,2.1,0.0,5.0,-,15.4,4.5
1092,60.0,100.0,-,-,-,-,60.0,18.4,0.0,-,-,-,-,18.4
1093,65.5,-,-,-,-,-,65.5,3.1,-,-,-,-,-,3.1
1094,39.5,-,-,-,-,-,39.5,0.0,-,-,-,-,-,0.0
1095,63.3,75.0,-,37.9,100.0,32.3,62.7,1.0,0.0,-,0.0,0.0,50.0,1.0
1096,71.5,71.4,85.7,100.0,-,-,71.1,2.1,0.0,0.0,0.0,-,-,2.1
1097,42.9,-,-,-,-,-,42.9,0.0,-,-,-,-,-,0.0
1098,63.5,-,-,-,-,-,63.5,2.8,-,-,-,-,-,2.8
1103,45.9,58.4,100.0,100.0,-,48.1,60.0,0.0,19.9,0.0,0.0,-,0.0,0.0
1104,60.5,57.9,78.8,51.5,-,54.2,61.1,6.5,11.1,0.0,37.5,-,8.0,3.7
1105,37.5,60.1,-,100.0,-,29.2,41.3,8.2,15.1,-,0.0,-,14.6,1.8
1106,54.9,79.8,-,47.7,-,79.6,54.6,6.3,0.0,-,14.1,-,0.0,6.4
1107,58.9,27.3,0.0,62.6,-,37.3,69.4,8.7,37.6,100.0,0.0,-,18.0,7.4
1108,55.2,51.6,7.8,50.0,-,73.2,52.8,7.8,20.1,0.0,1.2,-,1.0,5.8
1109,39.6,50.9,56.9,50.5,-,56.7,34.1,8.3,10.4,20.5,0.0,-,14.1,5.1
1118,63.0,67.6,0.0,41.6,-,62.7,63.3,5.7,3.3,-,0.0,-,5.2,5.2
1119,43.5,67.6,100.0,45.9,-,64.3,42.9,4.2,0.5,0.0,0.0,-,8.7,4.5
1128,64.0,42.7,-,62.4,-,51.8,63.4,1.7,19.1,-,0.0,-,30.7,1.2
1129,56.9,61.0,100.0,80.4,-,61.5,54.3,5.3,6.5,0.0,9.7,-,0.0,6.7
1144,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1151,53.4,49.9,-,58.6,-,58.5,50.5,5.6,7.1,-,0.0,-,7.8,6.6
1201,59.1,60.4,80.6,85.1,100.0,67.7,58.6,7.1,10.1,19.4,0.0,0.0,5.6,6.9
1220,54.8,25.0,0.0,19.4,-,98.1,54.6,6.2,0.0,-,0.0,-,0.0,6.3
1222,64.1,-,-,-,-,-,64.1,10.8,-,-,-,-,-,10.8
1223,60.0,37.5,50.0,83.3,-,46.7,59.5,2.3,0.0,0.0,0.0,-,53.3,2.3
1224,82.3,-,-,-,-,-,82.3,0.0,-,-,-,-,-,0.0
1225,53.9,100.0,100.0,50.6,-,-,53.8,6.8,0.0,0.0,0.0,-,-,6.8
1226,56.6,73.7,-,69.9,-,0.0,56.7,4.3,0.0,-,0.0,-,-,4.3
1229,40.0,-,-,-,-,-,40.0,0.0,-,-,-,-,-,0.0
1230,62.7,40.7,100.0,52.0,100.0,65.9,62.6,2.4,0.0,0.0,0.0,0.0,0.0,2.4
1235,59.3,100.0,0.0,-,100.0,100.0,59.2,4.0,0.0,-,-,0.0,0.0,4.0
1236,70.9,53.8,-,100.0,-,-,71.9,3.8,0.0,-,0.0,-,-,3.8
1237,62.0,0.0,-,-,-,100.0,62.0,2.6,-,-,-,-,0.0,2.6
1238,60.8,0.0,0.0,57.1,-,30.8,61.2,3.0,-,-,27.9,-,0.0,3.0
1240,44.9,56.5,0.0,100.0,-,83.2,45.1,7.2,0.0,-,0.0,-,0.0,7.2
1242,45.8,-,-,-,-,-,45.8,39.4,-,-,-,-,-,39.4
1243,74.6,-,0.0,-,-,-,74.6,1.1,-,-,-,-,-,1.1
1244,39.9,-,-,-,-,-,39.9,0.0,-,-,-,-,-,0.0
1245,44.7,0.0,-,0.0,-,0.0,45.4,8.5,-,-,-,-,-,8.5
1247,55.3,64.5,50.0,45.4,-,91.4,55.1,4.8,0.0,0.0,25.0,-,0.0,4.9
1253,63.4,-,-,-,-,-,63.2,10.1,-,-,-,-,-,10.2
1254,52.3,100.0,-,57.1,-,-,52.3,2.1,0.0,-,0.0,-,-,2.1
1255,59.5,0.0,-,0.0,-,-,59.5,1.8,-,-,-,-,-,1.8
1256,49.5,60.9,100.0,-,-,-,49.5,6.2,22.2,0.0,-,-,-,6.2
1257,63.0,0.0,-,100.0,-,100.0,63.7,1.9,-,-,0.0,-,0.0,2.0
1258,58.0,-,-,-,-,-,58.7,4.9,-,-,-,-,-,4.9
1259,68.3,100.0,-,-,-,100.0,71.8,5.6,0.0,-,-,-,0.0,5.7
1260,100.0,-,-,-,-,-,100.0,0.0,-,-,-,-,-,0.0
1262,48.8,13.4,100.0,92.3,-,-,48.8,9.4,0.0,0.0,0.0,-,-,9.4
1264,59.4,-,-,-,-,-,59.4,1.8,-,-,-,-,-,1.8
1266,56.3,100.0,92.9,100.0,-,-,56.2,5.5,0.0,0.0,0.0,-,-,5.5
1267,54.8,60.3,100.0,59.2,-,25.5,54.5,1.7,0.0,0.0,0.0,-,0.0,1.7
1270,63.3,-,-,57.1,-,-,63.3,2.0,-,-,0.0,-,-,2.0
1301,53.7,54.2,0.0,63.1,-,65.5,53.6,5.9,0.0,-,0.0,-,0.0,6.0
1330,56.1,100.0,-,100.0,-,92.3,56.1,10.8,0.0,-,0.0,-,0.0,10.8
1331,57.6,23.9,100.0,50.0,-,76.7,57.1,8.1,0.0,0.0,0.0,-,8.4,8.4
1337,63.3,0.0,100.0,100.0,-,50.0,63.2,3.6,-,0.0,0.0,-,50.0,3.6
1338,35.0,-,-,-,-,0.0,35.0,0.0,-,-,-,-,-,0.0
1339,53.8,-,-,25.9,-,-,53.8,6.0,-,-,0.0,-,-,6.0
1340,61.5,54.5,-,100.0,-,-,61.0,3.6,45.5,-,0.0,-,-,3.7
1341,65.4,-,100.0,100.0,-,57.1,64.8,4.4,-,0.0,0.0,-,0.0,4.5
1342,63.8,100.0,-,0.0,-,-,63.8,4.1,0.0,-,-,-,-,4.1
1343,71.0,-,-,-,-,100.0,71.0,0.0,-,-,-,-,0.0,0.0
1344,62.4,90.0,57.1,-,-,-,62.4,5.9,0.0,0.0,-,-,-,5.6
1346,73.1,-,-,0.0,-,-,73.1,3.2,-,-,-,-,-,3.2
1347,94.2,-,-,64.7,-,66.7,94.2,0.0,-,-,0.0,-,0.0,0.0
1349,70.2,-,80.0,100.0,-,-,70.2,3.0,-,20.0,0.0,-,-,3.0
1350,46.2,-,-,-,-,-,46.2,8.5,-,-,-,-,-,8.5
1351,64.5,100.0,100.0,-,-,-,64.5,3.7,0.0,0.0,-,-,-,3.7
1354,64.8,93.0,-,28.4,-,-,64.8,4.7,0.0,-,0.0,-,-,4.7
1355,69.7,-,0.0,0.0,-,94.7,69.7,2.3,-,-,-,-,0.0,2.3
1360,62.3,83.3,-,0.0,-,96.8,62.2,4.2,0.0,-,-,-,0.0,4.2
1364,52.0,41.9,63.6,25.0,-,0.0,52.3,7.7,35.7,0.0,0.0,-,-,7.1
1366,56.6,0.0,-,83.3,100.0,0.0,56.3,3.3,-,-,0.0,0.0,-,3.3
1367,53.5,75.0,-,0.0,-,60.0,53.5,2.0,0.0,-,-,-,0.0,2.0
1368,62.5,-,-,100.0,-,50.0,62.5,4.6,-,-,0.0,-,0.0,4.6
1370,55.9,0.0,-,52.1,-,-,55.5,4.4,100.0,-,26.5,-,-,4.4
1373,65.4,0.0,-,0.0,-,-,66.4,4.3,100.0,-,-,-,-,3.1
1375,76.6,20.8,-,52.1,-,100.0,76.9,3.7,79.2,-,18.1,-,0.0,3.7
1376,62.0,66.7,-,0.0,-,46.0,62.0,5.2,14.3,-,-,-,0.0,5.2
1378,60.3,-,-,66.7,-,-,60.1,6.5,-,-,0.0,-,-,6.5
1379,51.2,87.5,-,72.2,-,100.0,51.2,8.0,12.5,-,27.8,-,0.0,8.0
1380,64.0,-,-,-,-,-,64.0,0.0,-,-,-,-,-,0.0
1420,59.8,71.7,51.0,51.8,-,57.2,58.6,5.8,8.9,0.0,14.0,-,12.7,5.9
1430,60.5,33.3,-,64.8,-,100.0,59.6,3.6,0.0,-,0.0,-,0.0,3.8
1431,66.3,-,-,26.7,-,-,66.0,5.2,-,-,0.0,-,-,5.3
1432,69.6,87.0,0.0,81.7,-,57.0,70.6,6.2,0.0,-,0.0,-,0.0,4.2
1434,20.7,34.4,0.0,71.7,-,0.0,25.4,0.0,0.0,-,0.0,-,100.0,0.0
1436,51.8,61.1,-,-,-,69.2,51.5,12.7,0.0,-,-,-,0.0,12.9
1438,57.5,0.0,-,-,-,-,57.5,0.0,-,-,-,-,-,0.0
1440,53.6,44.0,46.7,46.5,-,80.1,53.9,6.7,8.7,41.7,0.0,-,0.0,6.8
1450,66.8,74.0,-,77.9,-,39.7,66.5,5.0,0.0,-,4.6,-,39.5,5.1
1451,66.6,-,-,75.7,-,-,67.2,4.9,-,-,0.0,-,-,5.0
1452,65.4,83.3,0.0,48.1,-,0.0,65.7,3.4,0.0,-,0.0,-,-,3.5
1453,60.7,75.5,51.1,69.6,-,78.0,60.7,5.7,5.4,0.0,3.2,-,4.6,6.1
1460,61.4,71.0,100.0,74.7,-,88.4,61.9,6.2,0.0,0.0,0.0,-,0.0,6.2
1462,63.3,26.6,-,85.8,-,46.0,63.5,7.1,17.5,-,0.0,-,38.2,7.1
1463,65.8,80.4,-,40.9,-,100.0,65.7,3.6,1.3,-,15.2,-,0.0,3.6
