STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,County,State,MUAP_counts
Michigan,Alpena County,91.2625,15.725,91.3,15.75,78.76666666666667,23.28333333333333,86.06666666666666,14.299999999999999,99.10000000000001,78.0,100.0,0.0,100.0,8.333333333333334,46.3375,32.36666666666667,57.699999999999996,77.075,0.0,52.28333333333333,46.3375,6.4625,28.575,1.0666666666666667,0.0,,0.0,6.475,31359.0,1872.0,172.0,2.0,127.0,10.0,103.0,0.0,25.0,0.0,142.0,6.0,Alpena County,Michigan,1.0
California,Alpine County,93.4,38.85,93.8,40.2,,,87.3,10.1,100.0,45.8,100.0,100.0,69.6,0.0,42.55,,34.2,35.1,50.0,69.6,43.05,8.7,,9.3,0.0,0.0,0.0,7.85,2949.0,70.0,0.0,0.0,99.0,0.0,355.0,32.0,12.0,0.0,69.0,0.0,Alpine County,California,2.0
California,Amador County,94.73333333333333,33.93333333333334,95.34166666666665,34.074999999999996,66.52857142857142,6.285714285714286,85.725,6.824999999999999,85.3625,40.5,66.65,0.0,46.65555555555555,3.855555555555555,51.86666666666667,26.142857142857142,45.2,64.4875,33.35,51.13333333333333,51.425000000000004,4.4750000000000005,16.0,7.142857142857143,0.0,0.0,25.044444444444444,5.0,30053.0,1503.0,141.0,0.0,384.0,22.0,186.0,36.0,15.0,0.0,1161.0,70.0,Amador County,California,6.0
Virginia,Amelia County,87.31428571428572,15.571428571428571,87.34285714285714,15.585714285714285,73.98571428571428,10.828571428571427,100.0,0.0,75.0,50.0,,,50.0,0.0,54.385714285714286,48.74285714285714,0.0,25.0,,66.66666666666667,54.75714285714286,3.814285714285714,3.4285714285714284,,0.0,,0.0,3.6999999999999997,17837.0,1631.0,5802.0,1007.0,55.0,1.0,0.0,9.0,0.0,0.0,31.0,1.0,Amelia County,Virginia,1.0
Virginia,Amherst County,90.95555555555556,25.533333333333335,90.98888888888888,25.62222222222222,81.60000000000001,15.142857142857142,75.3,0.0,100.0,64.72,100.0,0.0,77.38,12.180000000000001,56.27777777777778,45.8125,69.95,79.6,100.0,67.58,56.52222222222222,4.51111111111111,3.075,0.0,0.0,0.0,20.0,4.555555555555555,27361.0,2651.0,6272.0,671.0,212.0,15.0,251.0,0.0,18.0,0.0,277.0,217.0,Amherst County,Virginia,2.0
Mississippi,Amite County,87.77777777777777,18.244444444444444,87.67777777777778,18.1,77.08888888888889,11.344444444444443,100.0,8.825,100.0,50.0,,,84.35000000000001,0.0,45.51111111111111,39.24444444444444,42.625,50.0,,79.45,45.58888888888889,3.8333333333333335,9.68888888888889,0.0,0.0,,0.0,3.855555555555556,17576.0,2013.0,15615.0,1876.0,80.0,0.0,72.0,7.0,0.0,0.0,282.0,1.0,Amite County,Mississippi,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anasco Municipio,Puerto Rico,1.0
Alaska,Anchorage Borough,97.0,42.89411764705883,97.36470588235295,43.49411764705882,94.88000000000001,33.7,89.5764705882353,14.61176470588235,91.31875,27.0,94.65384615384616,13.515384615384615,79.99375,18.118750000000002,63.535294117647055,58.306666666666665,55.54705882352941,68.35,61.1,61.8375,63.54705882352941,3.429411764705882,4.057142857142857,10.375,4.96875,5.464285714285715,6.806666666666667,3.2941176470588234,156626.0,12872.0,13044.0,1233.0,24965.0,2997.0,15408.0,5168.0,7273.0,1131.0,6518.0,1145.0,Anchorage Borough,Alaska,28.0
Kansas,Anderson County,85.21818181818182,16.790909090909093,86.30909090909091,17.19090909090909,100.0,10.0,94.0,6.0,50.0,0.0,,,,,58.86363636363637,68.66666666666667,30.0,100.0,,0.0,58.67272727272727,3.027272727272727,0.0,0.0,0.0,,,3.1090909090909093,9467.0,1344.0,24.0,28.0,5.0,0.0,76.0,4.0,0.0,0.0,0.0,19.0,Anderson County,Kansas,2.0
Kentucky,Anderson County,90.34285714285714,18.485714285714288,90.32857142857142,18.442857142857143,84.2,28.2,100.0,0.0,99.65,36.4,100.0,0.0,65.0,2.45,59.82857142857143,24.675,55.1,67.7,100.0,68.6,59.785714285714285,4.171428571428572,45.300000000000004,28.9,0.0,0.0,1.4,4.185714285714286,69050.0,4242.0,4943.0,436.0,1017.0,15.0,49.0,0.0,11.0,0.0,737.0,442.0,,,
South Carolina,Anderson County,85.02380952380952,25.642857142857142,85.4095238095238,25.890476190476193,82.14,13.040000000000001,60.49444444444445,24.538888888888888,89.86666666666666,51.1,100.0,33.333333333333336,65.85,11.55,54.17619047619048,59.05499999999999,41.47222222222222,60.85625,75.0,55.765,54.0,4.476190476190476,9.26,15.007692307692308,7.666666666666667,0.0,5.429411764705883,4.542857142857143,248156.0,26968.0,48763.0,7451.0,4062.0,426.0,604.0,460.0,84.0,0.0,4773.0,2954.0,Anderson County,South Carolina,7.0
Tennessee,Anderson County,89.77272727272727,26.454545454545453,89.82727272727271,26.545454545454547,92.04285714285713,15.714285714285714,76.74,14.319999999999999,79.10000000000001,37.142857142857146,100.0,50.0,68.39,27.369999999999997,56.06363636363637,52.2,64.89999999999999,71.34285714285714,50.0,50.36,56.06363636363637,4.3545454545454545,5.828571428571428,0.0,0.2857142857142857,0.0,5.737500000000001,4.281818181818182,134026.0,11107.0,4134.0,287.0,1895.0,35.0,266.0,66.0,89.0,0.0,1327.0,352.0,Anderson County,Tennessee,10.0
Texas,Anderson County,87.10833333333333,15.041666666666666,90.96666666666665,16.291666666666668,81.94166666666666,16.983333333333334,88.11428571428571,26.97142857142857,89.5875,40.475,66.66666666666667,0.0,48.9,9.069999999999999,42.625,41.041666666666664,37.48571428571428,40.375,33.333333333333336,51.35,41.625,4.26,4.93,0.0,0.0,0.0,5.728571428571429,4.46,49814.0,8896.0,8681.0,2617.0,484.0,366.0,254.0,30.0,40.0,0.0,1301.0,539.0,Anderson County,Texas,1.0
Missouri,Andrew County,93.2,20.370588235294118,93.21176470588235,20.405882352941177,79.28333333333333,5.666666666666667,100.0,15.0,93.61428571428571,36.457142857142856,64.06666666666666,3.533333333333333,75.98333333333333,16.666666666666668,58.12352941176471,53.85,60.825,55.971428571428575,29.599999999999998,15.028571428571427,58.08235294117647,5.270588235294118,3.8600000000000003,0.0,0.52,0.0,45.699999999999996,5.276470588235294,52791.0,4241.0,1880.0,607.0,765.0,63.0,153.0,95.0,240.0,81.0,539.0,142.0,Andrew County,Missouri,3.0
Texas,Andrews County,78.7,19.1,91.0,30.4,97.0,87.6,,,100.0,57.6,100.0,100.0,66.7,0.0,66.9,89.1,,0.0,0.0,76.9,67.9,2.8,9.8,,,,0.0,2.4,10662.0,2823.0,356.0,33.0,85.0,0.0,0.0,0.0,37.0,0.0,1248.0,731.0,,,
Maine,Androscoggin County,93.2,21.599999999999998,93.2578947368421,21.557894736842105,93.65,16.925,81.46000000000001,5.720000000000001,98.19999999999999,48.91111111111111,100.0,50.0,88.88888888888889,43.12222222222223,63.61052631578947,67.28333333333333,43.73333333333333,33.23076923076923,50.0,78.21111111111111,63.578947368421055,4.3052631578947365,12.11,0.0,6.2,50.0,3.6666666666666665,4.321052631578947,110016.0,9062.0,2784.0,333.0,1087.0,140.0,109.0,16.0,16.0,0.0,468.0,46.0,Androscoggin County,Maine,12.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angaur State,Republic of Palau,1.0
Texas,Angelina County,80.5,21.2875,89.35,28.3,73.67142857142858,9.357142857142858,68.74,3.3,92.88571428571429,50.05714285714286,100.0,100.0,47.480000000000004,6.92,50.7,48.300000000000004,72.62,87.72857142857143,100.0,62.86,44.225,6.175,8.457142857142857,2.5,0.0,0.0,5.7,7.042857142857143,59123.0,12818.0,12589.0,2946.0,866.0,132.0,446.0,321.0,8.0,0.0,2016.0,903.0,Angelina County,Texas,2.0
Maryland,Anne Arundel County,95.19999999999999,44.71219512195122,95.36341463414634,44.853658536585364,92.36923076923077,33.92307692307692,88.17727272727274,22.70909090909091,90.02258064516128,56.78064516129032,80.0,15.14,78.896875,29.75625,58.75609756097561,52.12307692307692,65.05,61.81612903225806,45.800000000000004,67.584375,58.47560975609756,4.529268292682927,14.535135135135134,3.6049999999999995,5.054838709677419,0.0,3.4483870967741934,4.580487804878049,404024.0,12798.0,103876.0,6440.0,22190.0,2064.0,1438.0,478.0,181.0,0.0,16324.0,5371.0,Anne Arundel County,Maryland,29.0
Minnesota,Anoka County,95.4090909090909,31.772727272727273,95.73636363636363,31.99090909090909,89.7,31.686363636363637,92.28999999999999,20.145000000000003,88.48181818181818,36.84090909090909,66.66666666666667,14.216666666666667,76.99047619047619,19.74285714285714,68.18636363636364,73.14090909090909,57.885000000000005,71.58181818181818,42.857142857142854,75.24285714285715,68.07272727272726,3.477272727272727,5.0227272727272725,3.2411764705882353,4.4818181818181815,0.0,4.238095238095238,3.459090909090909,475924.0,16705.0,33867.0,2258.0,25851.0,986.0,2136.0,181.0,119.0,16.0,8471.0,2398.0,,,
North Carolina,Anson County,86.7625,13.412500000000001,88.1125,13.6875,77.04285714285713,5.857142857142857,75.4,0.0,84.53333333333333,17.733333333333334,100.0,23.35,73.2,25.0,55.8125,44.57142857142857,33.6,46.20000000000001,0.0,77.125,55.5375,3.45,6.985714285714286,0.0,0.0,,0.0,3.5375,15996.0,2007.0,10816.0,1467.0,214.0,31.0,53.0,0.0,2.0,0.0,175.0,16.0,Anson County,North Carolina,1.0
Nebraska,Antelope County,92.34166666666665,18.900000000000002,92.35000000000001,18.941666666666666,80.64999999999999,13.116666666666667,63.35,0.0,80.0,10.9,100.0,0.0,32.5,0.0,67.46666666666667,56.51666666666667,63.35,56.36,100.0,82.13333333333334,67.325,2.891666666666667,22.8,0.0,0.0,0.0,0.0,2.9250000000000003,10684.0,675.0,74.0,29.0,40.0,3.0,4.0,7.0,1.0,0.0,32.0,34.0,Antelope County,Nebraska,1.0
Michigan,Antrim County,94.34375,30.03125,94.4625,30.118750000000002,82.23636363636363,13.018181818181818,90.9076923076923,21.415384615384614,84.80909090909091,22.89090909090909,50.0,0.0,78.58,26.23,53.4125,50.66363636363636,57.47692307692308,59.75833333333333,0.0,71.37,53.33125,4.875,7.0,12.438461538461537,8.333333333333334,,0.18,4.8999999999999995,52230.0,3909.0,155.0,47.0,249.0,11.0,584.0,48.0,7.0,2.0,321.0,51.0,Antrim County,Michigan,6.0
Arizona,Apache County,89.41923076923078,33.753846153846155,93.38461538461539,37.573076923076925,94.13076923076923,42.52307692307692,81.36923076923077,7.165384615384615,86.84545454545454,55.42727272727273,100.0,2.8600000000000003,75.72222222222223,11.433333333333334,42.98461538461538,64.93846153846154,33.65384615384615,66.60000000000001,61.92,46.01578947368421,44.02307692307692,6.304347826086956,9.090909090909092,15.264000000000001,2.5727272727272728,0.0,7.611111111111111,5.586956521739131,33634.0,3633.0,499.0,67.0,455.0,16.0,34831.0,16716.0,69.0,0.0,1135.0,696.0,Apache County,Arizona,1.0
Iowa,Appanoose County,88.95454545454545,15.236363636363636,88.98181818181818,15.20909090909091,100.0,100.0,100.0,0.0,66.66666666666667,41.1,,,100.0,0.0,53.654545454545456,0.0,100.0,65.56666666666666,,100.0,53.64545454545455,5.054545454545455,,0.0,0.0,,0.0,5.072727272727272,12517.0,1483.0,21.0,0.0,15.0,22.0,83.0,0.0,0.0,0.0,13.0,0.0,Appanoose County,Iowa,1.0
Georgia,Appling County,81.74285714285715,12.257142857142856,82.58571428571429,12.299999999999999,80.89999999999999,3.6714285714285717,0.0,0.0,66.66666666666667,29.833333333333332,,,39.54,0.0,55.31428571428571,41.41428571428571,0.0,53.23333333333333,,63.05999999999999,55.271428571428565,3.2714285714285714,6.033333333333332,,33.333333333333336,,2.2199999999999998,3.085714285714286,26252.0,5131.0,5273.0,1119.0,77.0,0.0,2.0,0.0,0.0,6.0,948.0,540.0,Appling County,Georgia,1.0
Virginia,Appomattox County,85.475,18.725,85.85,18.8,82.7625,8.3875,91.65,0.0,93.93333333333334,87.7,,,100.0,55.0,59.0125,55.975,100.0,70.5,,71.0,59.0,5.2375,7.05,0.0,0.0,,18.4,5.2250000000000005,20908.0,2258.0,8110.0,927.0,104.0,6.0,10.0,0.0,0.0,0.0,288.0,0.0,Appomattox County,Virginia,2.0
Texas,Aransas County,88.35,24.1,96.1,28.5,45.166666666666664,11.033333333333333,78.125,36.5,46.63333333333333,1.0,,,47.333333333333336,5.5,40.525000000000006,37.63333333333333,62.775,13.266666666666666,,60.0,39.625,3.55,0.0,0.0,0.0,,0.7000000000000001,4.025,25529.0,4848.0,427.0,113.0,488.0,26.0,275.0,52.0,0.0,0.0,1232.0,295.0,Aransas County,Texas,1.0
Colorado,Arapahoe County,94.75263157894737,48.83421052631579,96.67368421052632,50.902631578947364,89.80000000000001,34.08611111111111,88.9421052631579,25.026315789473685,86.06756756756756,51.67027027027027,91.52380952380952,36.938095238095244,80.91315789473684,25.660526315789475,67.8078947368421,64.98108108108109,68.6921052631579,67.05135135135136,72.78260869565217,66.48947368421052,67.26578947368421,3.9,6.202777777777778,4.394736842105263,3.2513513513513512,0.845,4.097368421052631,3.8631578947368426,729405.0,45593.0,88275.0,9735.0,56354.0,4494.0,5576.0,978.0,2107.0,108.0,48638.0,13761.0,Arapahoe County,Colorado,17.0
Texas,Archer County,90.45,24.46,91.86,25.330000000000002,76.91666666666667,11.216666666666669,63.57000000000001,6.42,85.2,74.6,83.35,0.0,69.14444444444445,18.455555555555556,60.9,41.71666666666666,67.55,83.4,66.65,57.43333333333333,60.629999999999995,3.81,4.425,0.0,0.36,0.0,3.7428571428571433,3.53,44926.0,5718.0,2983.0,962.0,1573.0,101.0,311.0,93.0,83.0,14.0,1586.0,406.0,Archer County,Texas,10.0
Colorado,Archuleta County,96.84,34.92,97.12,35.62,100.0,24.066666666666666,96.325,12.725000000000001,88.96666666666665,60.166666666666664,100.0,0.0,83.225,25.8,53.86,71.46666666666667,72.0,58.63333333333333,100.0,64.75,53.239999999999995,3.5599999999999996,16.666666666666668,4.35,4.433333333333334,0.0,3.05,3.8200000000000003,20289.0,2294.0,81.0,0.0,132.0,28.0,1173.0,574.0,19.0,0.0,1542.0,318.0,Archuleta County,Colorado,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arecibo Municipio,Puerto Rico,1.0
Michigan,Arenac County,86.90833333333335,12.533333333333333,87.04166666666667,12.583333333333334,82.05,7.8625,92.74545454545455,4.418181818181818,61.620000000000005,35.54,,,100.0,16.46,45.94166666666666,25.0,43.04545454545455,99.4,,30.669999999999998,45.71666666666667,8.425,24.0,16.666666666666668,0.0,,0.0,8.491666666666667,31102.0,2090.0,98.0,14.0,67.0,6.0,188.0,57.0,0.0,0.0,95.0,12.0,Arenac County,Michigan,1.0
Arkansas,Arkansas County,89.32307692307693,16.338461538461537,90.16153846153846,16.646153846153847,85.9,9.96,100.0,0.0,100.0,100.0,,,77.25,15.75,51.53846153846154,32.44,18.5,25.0,,60.4,51.32307692307692,5.476923076923077,4.9750000000000005,50.0,0.0,,30.0,5.453846153846153,12252.0,866.0,5158.0,328.0,8.0,0.0,35.0,0.0,0.0,0.0,121.0,0.0,Arkansas County,Arkansas,1.0
Virginia,Arlington County,98.16153846153846,80.15384615384616,99.22307692307693,82.6,87.39230769230768,48.400000000000006,81.6888888888889,46.31111111111111,95.33333333333333,77.06666666666666,94.16666666666667,44.166666666666664,81.8153846153846,38.38461538461539,68.36153846153846,62.0,52.92999999999999,68.54166666666667,45.457142857142856,69.76153846153846,67.88461538461539,2.6076923076923078,7.038461538461538,1.925,3.15,0.0,9.016666666666667,2.7153846153846155,198293.0,5570.0,22464.0,1798.0,31038.0,1801.0,781.0,189.0,149.0,49.0,9349.0,4449.0,Arlington County,Virginia,4.0
Pennsylvania,Armstrong County,91.9421052631579,15.923684210526316,91.92631578947368,15.828947368421053,87.1,4.173333333333334,83.33333333333333,12.049999999999999,77.53999999999999,36.13,,,77.32727272727273,15.754545454545456,55.14473684210526,45.05625,61.91428571428571,63.835,,65.75384615384615,55.08947368421053,4.757894736842106,11.578571428571427,5.88,9.411764705882353,,0.0,4.7631578947368425,112776.0,4827.0,819.0,108.0,532.0,78.0,40.0,12.0,0.0,0.0,211.0,23.0,Armstrong County,Pennsylvania,24.0
Texas,Armstrong County,92.2,27.53333333333333,93.8,28.566666666666666,85.625,6.225,93.06666666666666,24.066666666666663,80.44,33.480000000000004,100.0,100.0,82.13333333333334,43.5,59.76666666666667,26.025,72.86666666666666,21.14,100.0,66.05,59.76666666666667,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,24121.0,2273.0,637.0,41.0,954.0,32.0,495.0,0.0,29.0,0.0,1198.0,92.0,Armstrong County,Texas,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arno,Marshall Islands,1.0
Maine,Aroostook County,89.63571428571429,16.804761904761904,89.67142857142856,16.76666666666667,88.10625,22.14375,82.39999999999999,10.403448275862068,74.24166666666666,48.96666666666667,100.0,0.0,83.33333333333333,41.38333333333333,47.72142857142857,56.71764705882353,54.3,34.40833333333333,66.66666666666667,46.03333333333333,47.66190476190476,5.678571428571429,15.53076923076923,2.9857142857142858,5.555555555555555,0.0,12.925,5.7,58569.0,5736.0,534.0,24.0,182.0,16.0,1091.0,122.0,24.0,10.0,206.0,2.0,Aroostook County,Maine,41.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arroyo Municipio,Puerto Rico,1.0
Nebraska,Arthur County,94.07142857142857,27.642857142857142,94.05714285714285,27.67142857142857,100.0,0.0,50.0,0.0,100.0,0.0,100.0,0.0,100.0,13.9,56.31428571428571,0.0,0.0,9.4,100.0,100.0,56.271428571428565,0.9285714285714286,,100.0,0.0,0.0,0.0,0.8857142857142858,3217.0,305.0,10.0,0.0,18.0,0.0,20.0,1.0,4.0,0.0,30.0,0.0,Arthur County,Nebraska,1.0
Louisiana,Ascension Parish,90.35,20.575,90.625,20.9125,88.55,18.9375,100.0,12.266666666666666,89.28,54.32000000000001,0.0,0.0,47.93333333333334,15.950000000000001,59.875,70.7375,65.65,48.96,0.0,63.56666666666666,59.55,1.925,7.4375,0.0,0.0,,14.266666666666666,1.875,85992.0,3954.0,26563.0,1878.0,1572.0,109.0,260.0,112.0,29.0,0.0,2290.0,1468.0,Ascension Parish,Louisiana,1.0
North Carolina,Ashe County,86.95833333333333,18.208333333333332,87.97500000000001,18.566666666666666,98.0,13.700000000000001,100.0,40.0,77.06,2.94,100.0,0.0,71.42857142857143,0.0,60.39166666666667,11.4,28.639999999999997,34.36,100.0,71.42857142857143,60.09166666666667,2.566666666666667,34.05,0.0,0.0,0.0,0.0,2.6666666666666665,25503.0,3598.0,240.0,0.0,127.0,10.0,76.0,0.0,5.0,0.0,61.0,27.0,Ashe County,North Carolina,1.0
Ohio,Ashland County,87.21578947368421,18.836842105263155,87.37894736842105,18.878947368421052,86.3,6.029999999999999,95.0,6.32,84.21000000000001,34.78,100.0,0.0,84.48333333333333,25.733333333333334,59.06842105263158,67.5,43.019999999999996,57.92,0.0,61.67142857142857,59.18421052631579,3.6368421052631574,7.74,0.0,0.9125,,14.285714285714286,3.621052631578947,126828.0,11209.0,3261.0,258.0,1362.0,102.0,192.0,0.0,15.0,0.0,618.0,118.0,,,
Wisconsin,Ashland County,95.03636363636365,20.0,95.06363636363636,19.88181818181818,100.0,0.0,91.53999999999999,11.72,64.54285714285714,33.857142857142854,100.0,0.0,87.5,8.325,56.01818181818182,24.366666666666664,33.4,51.17142857142857,66.7,59.625,56.01818181818182,7.472727272727272,20.0,20.457142857142856,0.0,0.0,0.0,7.4,16376.0,839.0,123.0,0.0,67.0,53.0,1481.0,258.0,3.0,0.0,65.0,0.0,,,
Arkansas,Ashley County,89.0125,10.4625,89.7,10.45,81.25,7.075,100.0,0.0,100.0,58.35,,,49.54,6.32,48.325,38.1125,50.0,66.65,,58.17999999999999,48.3,6.2375,9.0375,0.0,0.0,,0.0,6.4125,14408.0,1175.0,5959.0,543.0,28.0,2.0,3.0,0.0,50.0,0.0,187.0,34.0,Ashley County,Arkansas,1.0
Ohio,Ashtabula County,84.26190476190476,14.042857142857141,84.41428571428571,14.100000000000001,77.11333333333333,11.620000000000001,92.05714285714285,0.0,81.56363636363636,48.209090909090904,100.0,33.333333333333336,59.371428571428574,17.02857142857143,56.328571428571436,30.433333333333334,37.300000000000004,59.541666666666664,33.333333333333336,45.9125,56.233333333333334,5.214285714285714,34.199999999999996,12.966666666666667,2.2666666666666666,0.0,8.0,5.1761904761904765,114935.0,15719.0,2686.0,428.0,476.0,84.0,70.0,18.0,11.0,2.0,636.0,217.0,Ashtabula County,Ohio,11.0
Washington,Asotin County,93.675,29.95,93.875,30.075,45.75,0.0,100.0,0.0,100.0,27.65,100.0,0.0,89.65,14.9,53.075,52.0,54.7,91.45,0.0,41.2,53.175,4.625,0.0,0.0,0.0,,0.0,4.5,21138.0,1183.0,125.0,77.0,303.0,17.0,178.0,108.0,37.0,0.0,189.0,58.0,Asotin County,Washington,1.0
Louisiana,Assumption Parish,86.1,12.11111111111111,86.76666666666667,12.38888888888889,72.15,9.1875,65.4,8.25,74.76666666666667,56.199999999999996,0.0,0.0,70.9,12.15,57.28888888888889,45.862500000000004,60.75,32.833333333333336,0.0,56.475,57.34444444444445,3.2555555555555555,9.728571428571428,7.699999999999999,0.0,,6.05,3.3444444444444446,58086.0,3652.0,23100.0,2158.0,649.0,78.0,711.0,54.0,0.0,0.0,1649.0,315.0,Assumption Parish,Louisiana,1.0
Texas,Atascosa County,71.96875,14.73125,92.925,31.56875,92.88888888888889,22.87777777777778,83.39999999999999,14.614285714285714,77.35,34.43,,,78.77857142857144,9.942857142857141,53.0125,58.08,35.31428571428571,58.36,,65.05714285714285,49.09375,5.08125,1.9099999999999997,34.42,0.0,,6.421428571428571,4.3625,68470.0,14628.0,802.0,228.0,529.0,60.0,350.0,124.0,0.0,0.0,5146.0,1288.0,Atascosa County,Texas,1.0
Kansas,Atchison County,95.62727272727274,18.11818181818182,95.66363636363636,18.172727272727272,98.84285714285714,20.0,73.05,3.9375,95.95,35.3,,,68.3,5.425,61.03636363636363,61.81428571428571,34.5,85.65,,53.35,60.99090909090909,3.4272727272727277,6.949999999999999,18.349999999999998,0.0,,12.5,3.372727272727273,23714.0,2132.0,461.0,21.0,107.0,8.0,601.0,137.0,0.0,0.0,214.0,106.0,Atchison County,Kansas,1.0
