hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,ZIP Code
8894,2740,4972,1232,3807,767,698,260,27,0,2229,2097,30340
14296,1612,5182,646,2692,408,846,545,0,0,1267,696,30341
22351,1617,3957,42,1070,49,18,12,0,0,1896,463,30342
4647,954,22470,3819,534,38,32,29,0,0,1148,363,30344
12266,2030,4722,616,1535,232,95,68,0,0,707,283,30345
1667,218,895,184,1237,113,0,0,0,0,0,50,30346
2811,527,60276,9933,490,115,46,11,0,0,1353,496,30349
17812,1288,8818,2963,1595,86,104,26,41,0,818,528,30350
2021,314,8219,1372,265,8,363,0,0,0,513,499,30354
6986,1183,1441,200,1101,147,290,49,0,0,1260,1141,30360
1287,32,767,235,705,37,0,0,0,0,58,0,30363
6182,1102,4335,797,9,0,61,0,0,0,100,214,30401
1135,161,220,8,0,0,0,0,0,0,16,0,30410
1512,855,1355,584,0,0,0,0,0,0,0,0,30411
103,13,7,0,0,0,0,0,0,0,0,0,30412
735,87,387,77,0,0,0,0,0,0,0,0,30413
60,0,0,0,0,0,0,0,0,0,0,0,30414
4086,569,375,27,16,26,0,0,0,0,34,0,30415
5466,720,2459,294,28,1,17,0,0,0,489,619,30417
1084,56,159,11,48,0,1,6,0,0,103,16,30420
1561,259,745,10,0,0,0,0,0,0,53,35,30421
21,2,0,0,0,0,0,0,0,0,0,0,30423
1174,79,443,0,2,0,0,0,0,0,0,0,30425
604,30,291,7,0,0,0,0,0,0,0,0,30426
5874,464,1245,210,61,1,0,0,0,0,536,612,30427
1880,192,557,43,0,0,0,0,0,0,0,0,30428
10,0,25,26,75,0,0,13,0,0,0,0,30429
1393,79,2718,543,0,0,0,0,0,0,110,11,30434
6296,1574,1563,384,13,4,58,4,0,0,391,193,30436
4995,1277,1929,397,44,0,21,15,0,0,684,246,30439
911,170,707,47,1,0,10,0,0,0,0,33,30441
3524,636,2193,582,0,0,0,0,0,0,253,162,30442
1455,202,1107,123,21,0,0,0,0,0,6,54,30445
1239,11,403,143,0,0,0,0,0,0,21,0,30446
4,0,2,0,0,0,0,0,0,0,0,0,30448
27,2,0,0,0,0,0,0,0,0,0,0,30449
1196,267,639,67,0,0,43,0,0,0,6,11,30450
10,0,0,0,0,0,0,0,0,0,0,0,30451
1046,154,230,17,9,0,0,0,0,0,0,17,30452
3095,617,1183,240,0,0,0,0,0,0,705,630,30453
414,0,0,0,0,0,0,0,0,0,0,0,30454
438,21,79,0,0,0,0,0,0,0,0,0,30455
1114,93,640,118,0,0,0,0,0,0,0,0,30456
2718,427,1317,190,0,0,0,0,0,0,0,0,30457
23884,2297,14302,2359,854,113,115,161,0,8,356,168,30458
0,0,0,0,0,0,0,0,0,0,0,0,30460
10749,1341,3016,203,50,90,1,0,247,0,45,114,30461
44,11,121,4,34,0,11,0,0,0,0,0,30464
5864,313,3940,974,56,0,10,0,0,0,28,0,30467
1024,66,7,0,0,0,0,0,0,0,0,0,30470
1971,513,1038,178,0,0,0,0,0,0,3,10,30471
1759,329,226,40,0,16,0,0,0,0,119,72,30473
8461,1752,4088,535,163,49,12,0,0,0,451,168,30474
504,58,1920,160,2,0,0,0,0,0,24,75,30477
14233,4108,3776,1021,221,110,3,21,0,14,1804,1395,30501
14484,3421,1170,297,1104,159,132,171,0,0,1922,655,30504
33502,3909,946,76,934,17,51,12,7,0,997,555,30506
15505,3194,3206,515,437,72,5,32,0,0,1996,753,30507
5046,1154,41,4,165,5,132,43,0,17,271,167,30510
2057,99,0,3,21,16,0,0,0,0,348,55,30511
19027,2507,21,17,47,12,65,65,0,0,231,16,30512
9564,1696,0,0,67,19,0,0,0,0,132,11,30513
1439,366,101,2,0,0,58,29,0,0,3,17,30516
13572,997,538,79,254,0,0,0,0,0,479,427,30517
30398,3877,6528,777,3722,463,224,142,0,0,1413,838,30518
24933,1949,10301,490,5556,1420,37,0,0,0,3790,620,30519
3264,714,316,0,40,0,10,0,0,0,215,17,30520
3996,927,258,3,105,69,0,0,0,0,10,0,30521
541,17,0,0,0,0,0,0,0,0,16,0,30522
10519,1350,196,19,254,9,3,0,0,0,96,16,30523
5672,810,66,28,0,0,0,0,0,0,171,100,30525
3583,315,0,0,0,0,0,0,0,0,30,0,30527
19183,2910,242,74,110,0,23,0,0,0,294,129,30528
7981,1386,760,714,243,0,0,0,0,0,112,78,30529
5401,1090,233,181,104,0,0,8,0,0,161,0,30530
6789,944,453,0,136,321,31,38,0,386,813,137,30531
22259,2315,213,34,299,0,94,6,85,16,517,58,30533
25257,3682,332,26,178,34,40,1,0,0,223,112,30534
6930,725,298,16,47,2,0,0,0,0,21,10,30535
7730,825,74,0,7,102,0,0,0,0,21,145,30536
991,62,0,0,5,149,0,12,0,0,0,0,30537
2979,371,131,0,0,0,0,0,0,0,66,0,30538
121,20,0,0,0,0,0,0,0,0,0,0,30539
14461,3396,17,53,7,0,167,60,0,0,555,276,30540
1164,191,0,19,0,0,0,0,0,0,2,0,30541
26389,2738,1678,267,923,4,71,11,0,0,836,434,30542
3249,462,59,0,0,0,5,7,0,0,637,105,30543
793,89,2,0,23,17,0,0,0,0,0,0,30545
6261,1093,53,0,16,6,0,9,0,0,0,0,30546
2459,395,127,0,0,72,0,2,0,0,0,2,30547
17180,1604,1265,240,462,315,48,0,4,0,114,193,30548
22805,2132,2478,305,568,21,0,0,0,23,481,257,30549
1415,125,9,9,17,0,0,0,0,0,0,0,30552
5617,1100,1009,51,19,0,92,15,0,0,10,9,30553
6441,1091,196,26,13,15,0,0,0,0,80,0,30554
1791,250,0,0,2,0,0,0,0,0,62,102,30555
3607,923,401,22,0,0,0,9,0,0,4,39,30557
3876,984,10,7,5,28,37,0,0,0,20,14,30558
4206,988,0,0,11,0,38,0,0,0,0,0,30559
3401,478,6,0,0,22,0,0,0,0,1,0,30560
462,136,0,0,0,0,0,0,0,0,0,6,30562
4376,511,14,0,21,0,0,0,0,0,90,122,30563
4273,649,0,0,0,3,5,0,0,0,9,34,30564
3356,514,206,105,148,0,0,5,0,0,100,93,30565
5445,859,417,0,96,113,13,52,0,0,357,169,30566
3384,226,244,17,173,0,0,0,0,0,215,163,30567
1883,199,50,31,0,0,0,0,0,0,9,0,30568
2737,162,209,0,19,7,0,15,0,0,119,0,30571
852,60,15,4,0,0,0,0,0,0,0,0,30572
110,4,0,0,0,0,0,0,0,0,0,0,30573
946,131,3,0,0,0,0,0,0,0,473,184,30575
2376,364,0,3,0,4,0,0,0,0,129,31,30576
14860,2636,2305,310,198,117,20,13,38,0,357,289,30577
112,0,2,0,0,0,0,0,0,0,0,0,30581
4359,422,50,76,2,0,21,12,5,0,22,46,30582
835,63,94,25,8,0,17,0,0,0,0,0,30597
70,0,0,0,0,0,0,0,0,0,0,0,30598
11020,1330,7083,1318,150,195,42,157,0,0,326,427,30601
717,51,146,15,266,0,0,0,0,0,40,15,30602
24129,1999,8990,1518,1946,138,53,13,0,0,632,89,30605
27183,2865,8948,935,1705,497,245,96,116,140,1432,230,30606
4490,939,2380,366,52,16,0,0,0,0,524,449,30607
2181,121,342,56,351,29,13,0,0,0,110,10,30609
1219,201,32,5,0,0,0,0,0,0,0,0,30619
9095,1994,1948,144,323,89,0,0,10,0,593,45,30620
4968,213,175,6,72,0,5,0,0,0,24,0,30621
8189,1092,712,15,562,24,8,0,0,0,141,171,30622
126,0,0,0,0,0,0,0,0,0,0,0,30623
2444,572,537,79,0,0,51,0,0,0,0,0,30624
1769,150,384,0,42,3,0,0,0,0,0,0,30625
1791,262,301,34,47,162,3,0,0,0,65,67,30627
4697,742,303,266,158,16,0,0,0,0,92,21,30628
3329,444,297,60,208,8,0,0,0,0,156,2,30629
1061,165,781,47,7,0,0,0,0,0,0,0,30630
597,42,697,128,0,0,0,0,4,0,57,60,30631
5806,1536,101,0,0,0,32,0,0,0,23,0,30633
1632,226,27,0,70,40,39,0,0,0,0,0,30634
8222,885,4369,357,108,0,97,0,0,0,101,0,30635
0,0,25,12,0,0,0,0,0,0,0,0,30639
1283,242,27,0,0,0,0,0,0,0,0,0,30641
8504,847,2565,1122,107,2,0,0,0,0,274,282,30642
10122,739,2990,458,113,0,0,0,0,0,38,0,30643
5488,806,1321,63,4,0,24,0,0,0,96,206,30646
2346,157,533,22,0,0,0,0,0,10,0,0,30648
8357,960,3239,266,0,0,0,0,0,0,76,37,30650
15593,2705,7243,611,144,46,0,0,0,0,373,13,30655
12163,1672,2508,455,64,0,12,0,21,0,155,104,30656
604,177,294,26,0,0,0,0,0,0,0,0,30660
5684,789,656,151,311,31,4,0,0,0,64,333,30662
2107,180,544,55,15,11,0,0,0,0,16,43,30663
6,0,0,0,0,0,0,0,0,0,0,0,30664
8,0,167,12,0,0,0,0,0,0,0,0,30665
7653,675,1025,77,109,0,29,0,0,0,100,67,30666
657,45,46,0,0,0,0,0,0,0,0,0,30667
1163,246,752,293,0,0,0,0,0,0,6,0,30668
1031,275,1106,301,29,83,0,0,0,0,0,96,30669
2832,335,1779,533,0,0,16,0,0,0,98,172,30673
16007,1238,1139,2,807,87,121,0,27,0,22,0,30677
513,89,507,132,1,0,0,0,0,0,0,0,30678
27487,5163,5469,788,2103,146,78,47,0,0,1050,530,30680
4705,590,1858,319,21,0,0,0,0,0,121,35,30683
27348,5281,1482,79,576,18,1032,195,0,105,1645,974,30701
26617,3999,41,80,240,0,171,118,0,2,203,25,30705
14361,1824,460,61,105,0,0,0,0,0,0,0,30707
299,43,0,0,0,0,0,0,0,0,0,0,30708
5916,657,52,140,43,21,11,0,0,0,210,77,30710
2945,494,0,0,51,0,6,0,0,0,4,0,30711
15210,3123,589,128,978,58,527,337,6,0,1457,653,30720
32892,6983,1695,179,316,64,640,313,13,6,4434,1733,30721
5,11,0,0,33,0,0,0,0,0,0,0,30724
4115,500,218,0,0,0,0,0,0,0,0,0,30725
0,0,0,0,0,0,0,0,0,0,0,0,30726
13941,2369,469,132,113,53,25,0,0,0,1,0,30728
1383,202,81,6,1,4,0,0,0,0,0,0,30730
2192,191,3,0,0,0,1,0,0,0,0,0,30731
1895,370,0,4,0,47,32,0,0,0,0,0,30733
2205,599,0,0,0,0,49,0,0,0,12,0,30734
5222,752,243,0,66,12,0,0,0,0,247,9,30735
36017,3576,953,55,538,61,40,0,35,0,540,116,30736
2920,429,31,0,0,0,0,0,0,0,0,0,30738
6164,442,20,1,0,0,13,0,0,0,0,0,30739
5816,1024,104,18,41,26,0,0,0,0,199,107,30740
20924,4355,959,79,109,0,71,0,0,0,216,61,30741
5463,809,284,39,396,26,4,0,0,0,35,0,30742
1245,75,0,0,0,0,0,0,0,0,0,0,30746
11201,1410,888,113,0,0,18,0,0,0,149,12,30747
3696,379,79,15,18,17,14,0,0,0,37,0,30750
101,0,0,0,0,0,0,0,0,0,0,0,30751
7246,1169,19,7,85,12,0,2,0,0,49,0,30752
5001,876,163,2,0,0,53,88,0,0,118,231,30753
7933,1595,111,55,6,0,169,0,0,0,573,116,30755
18,4,0,0,0,0,0,0,0,0,0,0,30756
1424,144,59,0,16,0,0,0,0,0,0,0,30757
4574,286,1075,10,60,0,0,0,0,0,25,0,30802
758,116,46,34,0,0,6,0,0,0,0,0,30803
1941,287,304,66,5,0,17,0,0,0,38,0,30805
8,5,228,0,0,0,0,0,0,0,0,0,30807
2325,450,886,199,0,0,0,0,0,0,51,0,30808
36502,1905,5142,771,2142,456,41,0,0,0,1305,12,30809
1481,239,240,12,0,0,0,0,0,0,0,0,30810
24,5,0,5,0,0,0,0,0,0,0,0,30812
23459,3180,10945,925,958,0,324,0,0,0,1261,337,30813
6966,365,1687,527,99,0,0,0,0,0,41,0,30814
10345,1645,23946,2338,569,1,14,0,22,0,1048,51,30815
910,148,745,54,0,0,0,0,0,0,69,0,30816
4481,697,1825,333,0,6,0,0,0,0,76,7,30817
229,71,169,0,0,0,0,0,0,0,0,0,30818
618,65,139,17,0,0,0,0,2,0,0,0,30820
335,22,631,26,0,0,0,0,0,0,0,0,30821
0,0,0,0,0,0,0,0,0,0,0,0,30822
868,286,251,43,7,0,0,0,0,0,2,19,30823
8000,827,7151,555,11,23,0,0,0,0,65,158,30824
1394,62,1824,249,24,0,0,0,0,0,0,0,30828
5691,283,6671,808,14,108,0,0,0,0,38,37,30830
1247,369,1525,411,28,31,0,0,0,0,91,58,30833
1881,394,10871,1745,147,13,0,0,0,0,126,13,30901
9311,1434,9919,2027,330,139,62,2,8,0,283,111,30904
1635,35,466,94,79,89,14,16,24,0,281,32,30905
14526,2805,34435,5280,351,1,48,12,0,0,743,79,30906
30497,3662,5668,522,3011,358,28,2,5,14,780,219,30907
15690,1641,17897,1129,1326,0,21,0,0,70,430,235,30909
0,0,0,0,0,0,0,0,0,0,0,0,30912
1529,197,585,151,0,0,0,0,0,0,24,5,31001
2071,520,142,33,3,0,0,0,0,0,7,1,31002
113,0,0,0,0,0,0,0,0,0,0,0,31003
0,0,0,0,0,0,0,0,0,0,0,0,31004
12036,1000,3893,177,532,0,1,0,0,0,306,86,31005
1579,205,1993,357,0,30,0,0,0,0,0,0,31006
386,27,237,24,0,0,0,0,0,0,49,21,31007
11884,1822,5265,550,86,0,2,0,61,0,95,0,31008
1043,251,27,72,5,0,0,0,0,0,45,0,31009
389,23,171,68,0,0,0,0,0,0,0,0,31011
586,121,217,33,0,0,2,7,0,0,16,11,31012
7588,643,3524,517,108,0,0,0,0,0,53,12,31014
7649,1542,7465,1401,19,18,0,0,0,0,88,63,31015
818,41,955,175,0,0,0,0,0,0,0,0,31016
1123,155,178,17,0,0,0,0,0,0,0,15,31017
438,38,680,83,0,0,5,0,0,0,28,31,31018
1826,310,511,39,0,0,121,0,0,0,75,0,31019
782,205,614,32,0,0,0,0,0,0,0,0,31020
11751,1427,10970,1519,372,35,0,0,0,0,89,24,31021
1509,98,260,15,0,0,0,0,0,0,0,0,31022
9067,1314,2741,514,4,0,39,0,0,0,114,43,31023
12872,1286,4391,986,62,0,0,0,114,0,304,256,31024
735,11,377,56,0,0,0,0,0,0,13,0,31025
4916,1462,3331,612,51,0,0,0,0,0,225,135,31027
2182,846,2667,152,335,0,0,0,0,0,56,39,31028
10771,1617,2948,310,90,130,27,0,0,0,39,9,31029
6353,773,8116,974,19,7,223,45,0,0,144,463,31030
4394,568,1409,161,0,0,0,0,0,0,19,0,31031
10235,752,2456,251,32,27,0,0,0,0,96,0,31032
1734,136,497,62,0,0,0,0,0,0,50,12,31033
0,0,51,49,0,0,0,0,0,0,0,0,31034
568,90,291,46,22,0,0,0,0,0,0,43,31035
4694,364,3272,300,124,0,0,0,260,0,2,0,31036
1371,183,479,174,0,0,0,0,0,0,35,120,31037
555,60,169,19,0,0,0,0,0,0,0,0,31038
0,0,0,0,0,0,0,0,0,0,0,0,31039
196,54,457,43,0,0,0,0,0,0,0,0,31041
384,27,895,33,0,0,0,0,0,0,0,0,31042
730,77,1564,135,6,50,0,0,0,0,0,0,31044
11,0,0,23,0,0,0,0,0,0,0,0,31045
2277,318,849,171,0,0,0,0,0,0,38,0,31046
10925,460,3639,126,877,0,7,0,0,0,66,0,31047
1241,272,36,12,0,0,0,0,0,0,6,0,31049
610,281,73,0,0,0,0,0,0,0,0,0,31050
27,15,25,17,0,0,0,0,0,0,0,0,31051
5682,550,2079,45,211,0,0,0,0,0,61,0,31052
542,61,435,107,0,0,0,0,0,0,136,23,31054
2677,226,1286,256,0,0,0,2,0,0,11,0,31055
576,154,522,150,0,0,11,0,0,0,48,0,31057
1525,146,19,24,0,0,13,14,0,0,7,0,31058
950,138,489,61,9,0,23,0,0,0,0,0,31060
18418,2173,14103,2195,688,7,12,31,59,0,196,157,31061
0,0,10,9,0,0,0,0,0,0,0,18,31062
830,437,2061,690,0,95,0,0,0,0,183,16,31063
6301,666,1837,226,0,0,0,0,0,0,157,77,31064
912,61,291,8,0,0,0,0,0,0,74,0,31065
412,54,659,99,0,0,0,0,0,0,0,0,31066
132,0,53,11,0,0,0,0,0,0,15,0,31067
781,373,1469,232,0,0,0,0,0,0,25,9,31068
12426,1451,4939,459,681,152,160,0,57,0,233,83,31069
422,36,284,77,0,0,0,0,0,0,0,0,31070
533,95,407,95,0,0,0,0,1,0,14,12,31071
869,208,71,19,0,0,0,0,0,0,12,7,31072
2011,274,417,1,13,0,0,0,0,0,0,0,31075
1771,216,578,80,24,16,0,0,0,0,0,0,31076
430,28,137,343,0,0,0,0,0,0,0,0,31077
1272,125,1237,212,0,0,0,0,0,0,0,0,31078
1712,375,497,79,0,0,0,0,0,0,0,0,31079
39,0,0,0,0,0,0,0,0,0,0,0,31081
4162,608,4063,588,24,92,66,0,0,0,9,26,31082
210,26,22,6,0,0,0,0,0,0,0,0,31083
0,0,0,0,0,0,0,0,0,0,0,0,31084
671,65,379,35,0,0,0,0,0,0,45,13,31085
1751,217,4506,567,43,21,0,0,0,0,0,0,31087
28618,2779,16556,1725,2022,382,185,164,0,0,240,77,31088
1236,198,1983,445,7,0,0,0,0,0,0,0,31089
575,173,359,28,1,0,1,0,0,0,2,2,31090
1402,135,707,225,0,0,22,0,0,0,0,0,31091
1744,206,2095,650,0,0,3,0,0,0,0,114,31092
9021,1902,9903,1626,318,12,118,23,0,0,360,690,31093
375,104,358,61,0,0,0,0,0,0,17,0,31094
3075,361,2336,186,19,0,0,0,0,0,11,0,31096
964,178,109,0,0,0,0,0,0,0,0,0,31097
785,38,1319,112,52,0,12,0,0,0,51,0,31098
2179,344,3446,523,116,22,5,0,0,0,34,15,31201
7779,1575,15940,4120,494,101,46,0,6,0,667,177,31204
2489,781,17049,3243,0,0,9,38,22,0,519,472,31206
883,51,441,21,106,63,0,0,0,0,0,0,31207
16896,1416,9697,855,1706,46,0,0,0,0,312,195,31210
4625,314,7738,1368,12,1,0,0,0,0,28,0,31211
0,0,0,0,0,0,0,0,0,0,0,0,31213
8335,1196,4323,697,229,25,77,0,0,0,364,317,31216
5486,1229,7806,1178,98,0,0,22,0,0,3,0,31217
7446,493,6950,262,236,75,0,0,0,0,63,45,31220
1242,272,1573,460,85,0,24,6,0,0,51,0,31301
6302,1027,415,90,61,14,1,0,54,0,27,0,31302
1509,131,316,23,0,0,0,0,0,0,0,0,31303
2422,512,1586,173,0,0,1,0,0,0,0,0,31305
1409,51,17,0,0,0,0,0,0,0,0,0,31307
5571,998,1233,56,51,53,0,0,0,0,0,64,31308
414,105,121,0,0,0,0,0,0,0,0,0,31309
16839,1915,2025,171,119,0,66,0,55,0,363,331,31312
12234,1174,15825,2278,972,43,86,4,301,0,1435,207,31313
0,0,0,0,0,0,0,0,0,0,0,0,31314
2924,194,902,10,133,12,214,0,0,0,418,36,31315
6896,814,2273,166,9,25,3,5,29,29,588,0,31316
185,50,0,0,0,0,0,0,0,0,0,0,31318
4708,811,2974,131,5,31,4,0,0,0,19,10,31320
5124,721,1128,104,45,0,34,8,16,0,16,0,31321
12906,2115,7673,597,459,17,74,0,65,138,694,66,31322
238,22,1020,124,0,0,0,0,0,0,0,0,31323
21770,1655,3383,214,787,132,17,8,25,0,1246,111,31324
15918,1491,3442,332,315,0,0,0,0,0,315,126,31326
0,0,0,26,0,0,0,0,0,0,0,0,31327
2738,380,31,0,0,0,0,0,0,0,13,0,31328
5901,492,2244,74,9,0,20,0,0,0,42,0,31329
3336,632,1506,212,157,0,3,0,0,0,0,0,31331
63,0,69,0,0,0,0,0,0,0,0,0,31333
9990,1357,6222,908,491,136,57,26,0,8,115,66,31401
8365,1784,17405,3116,200,82,0,4,70,0,265,43,31404
13417,1765,14662,2381,639,221,63,25,15,0,477,179,31405
14922,1850,10528,2209,1477,89,57,7,42,35,158,305,31406
7849,975,8993,936,404,63,0,0,6,14,497,222,31407
2207,743,4113,939,198,16,0,8,0,0,540,546,31408
0,0,0,0,0,0,0,0,0,0,0,0,31409
19068,1606,377,141,668,47,42,0,8,0,182,69,31410
7965,166,193,0,186,0,0,0,0,0,324,20,31411
318,251,8960,2105,0,0,0,0,0,0,30,72,31415
21808,3438,20504,2451,2767,359,24,239,8,0,1071,1107,31419
22,0,0,0,0,0,0,0,0,0,0,0,31421
5522,1138,5172,1163,17,0,79,0,18,0,74,2,31501
12681,2817,2686,439,339,69,31,15,8,0,139,108,31503
5158,999,1200,67,42,28,28,0,0,0,102,122,31510
1537,268,166,4,0,0,0,0,0,0,0,0,31512
9738,1236,2596,329,96,9,53,46,0,0,157,342,31513
11703,1694,1150,69,0,0,27,0,0,0,251,68,31516
528,166,29,0,0,0,0,0,0,0,0,12,31518
2291,327,531,89,13,0,0,0,0,0,47,99,31519
6199,1844,8528,2260,379,65,28,44,22,0,368,349,31520
15584,643,213,6,87,0,121,2,6,0,121,60,31522
9659,1161,2034,260,270,0,0,0,0,0,97,71,31523
0,0,0,0,0,0,0,0,0,0,0,0,31524
16860,2710,6015,1175,205,0,54,13,64,0,387,297,31525
790,112,0,0,0,0,22,0,0,0,0,22,31527
385,32,28,6,0,0,20,7,0,0,0,0,31532
7845,1171,4771,1144,166,55,29,0,0,0,49,90,31533
6481,1311,2396,538,96,0,28,13,0,0,204,206,31535
4793,700,2461,826,65,21,35,0,0,0,22,0,31537
8033,2069,1795,436,38,0,0,7,0,0,300,163,31539
2558,313,35,0,0,0,0,0,0,0,0,0,31542
3374,588,341,9,0,0,0,0,0,0,0,117,31543
268,44,103,0,0,0,0,0,0,0,0,0,31544
8335,1804,2706,468,247,30,42,0,0,0,489,295,31545
4830,692,683,452,0,0,0,0,0,0,151,0,31546
0,0,0,0,0,0,0,0,0,0,0,0,31547
13323,1304,4243,827,536,4,37,0,0,0,140,0,31548
547,80,700,164,0,0,0,0,0,0,0,0,31549
732,44,0,0,0,0,0,0,0,0,0,40,31550
728,159,0,0,0,0,0,0,0,0,0,0,31551
674,239,16,0,9,0,0,10,0,0,0,0,31552
3758,464,22,158,45,53,0,0,0,0,0,0,31553
3896,629,1026,160,0,0,0,0,0,0,51,0,31554
1948,476,274,335,0,0,19,0,0,0,43,3,31555
58,12,0,0,0,0,0,0,0,0,0,0,31556
2124,738,622,29,0,0,0,0,0,0,60,29,31557
14031,1416,2580,128,392,14,17,0,38,0,307,1,31558
1911,488,136,47,4,0,0,0,0,9,7,0,31560
210,0,0,0,0,0,0,0,0,0,0,0,31561
1598,447,86,17,0,0,10,0,0,0,42,0,31562
1002,100,186,52,0,0,3,3,0,0,18,10,31563
0,0,0,0,0,0,0,0,0,0,0,0,31564
1538,71,287,101,4,0,0,0,0,0,2,0,31565
3150,491,100,54,28,0,0,0,0,0,0,0,31566
1038,126,0,0,0,0,0,0,0,0,0,0,31567
333,20,31,15,22,0,0,0,0,0,0,0,31568
3320,304,1102,83,25,0,0,0,15,0,0,0,31569
0,0,0,0,0,0,0,0,0,0,0,0,31599
7714,2151,14870,3391,273,47,302,27,56,22,444,327,31601
15069,2036,11255,2471,760,76,12,0,11,31,560,213,31602
11981,1268,5145,1081,917,0,120,51,0,0,288,70,31605
2534,501,301,0,0,4,30,0,0,0,36,63,31606
5960,1381,2228,505,42,0,0,0,0,0,60,56,31620
1087,495,139,72,0,0,0,0,0,0,0,10,31622
24,86,64,9,0,0,75,78,0,0,0,76,31623
1034,361,9,0,0,0,0,0,0,0,77,0,31624
626,16,46,0,90,0,0,0,0,0,7,0,31625
1912,176,925,68,0,0,0,0,0,0,13,18,31626
77,15,117,13,0,0,0,0,0,0,0,0,31627
532,15,232,175,0,0,0,0,0,24,184,0,31629
282,14,126,8,0,0,0,0,0,0,0,3,31630
166,280,36,8,0,0,20,0,0,0,0,0,31631
10358,1336,1535,31,0,14,0,6,33,0,369,74,31632
2920,648,1340,148,11,0,0,0,0,0,49,0,31634
3751,456,1476,386,0,0,0,0,0,0,156,163,31635
5964,1261,1120,321,41,32,75,0,0,0,167,276,31636
1965,627,274,40,0,0,28,0,0,0,44,4,31637
487,91,493,20,6,0,0,0,0,0,0,0,31638
6573,1337,781,491,159,35,0,0,0,0,109,0,31639
1145,152,346,0,0,0,9,0,0,0,0,0,31641
2138,378,578,202,0,0,0,0,0,0,358,302,31642
3995,978,3465,887,9,0,6,0,0,0,13,81,31643
3114,526,400,218,29,0,0,0,27,0,77,28,31645
1053,355,1156,187,0,0,102,0,0,0,0,27,31647
499,137,84,0,39,20,2,0,0,0,11,11,31648
457,164,79,0,132,0,12,0,0,0,0,24,31649
2070,464,515,103,0,0,0,0,0,0,142,23,31650
412,39,337,6,0,0,1,0,0,0,0,0,31698
0,0,0,0,0,0,0,0,0,0,0,0,31699
2788,351,10085,2243,22,59,7,42,7,0,126,50,31701
0,0,0,0,0,0,0,0,0,0,0,0,31704
5359,1458,16136,3669,45,10,49,28,19,10,457,584,31705
6725,755,13632,2298,330,130,4,13,5,0,281,56,31707
5918,685,7092,1143,328,24,35,0,34,0,103,0,31709
534,49,199,35,2,0,0,0,0,0,0,0,31711
957,169,47,22,61,19,0,0,0,0,0,0,31712
2735,192,2729,435,0,0,0,0,0,0,16,0,31714
1216,226,1031,132,2,2,0,0,0,0,51,43,31716
2472,393,3651,563,23,0,0,2,0,0,86,34,31719
115,16,192,24,0,0,0,0,0,0,0,0,31720
7504,461,10054,751,198,48,0,17,0,0,37,0,31721
391,86,114,22,0,3,0,0,0,0,0,5,31722
0,0,0,0,0,0,0,0,0,0,0,0,31727
2505,161,3382,1132,11,0,208,19,0,0,145,7,31730
756,154,190,31,0,0,0,0,0,0,0,0,31733
448,49,43,4,0,0,0,0,0,0,0,0,31735
1553,549,346,101,0,0,20,3,0,0,137,60,31738
22,1,379,52,0,0,0,0,2,0,26,6,31743
1833,246,468,93,146,47,13,0,0,0,114,0,31744
163,10,23,4,0,32,0,0,0,0,0,0,31747
1711,502,71,0,0,0,0,0,0,0,62,16,31749
8438,1848,4833,1443,54,0,0,0,0,0,416,219,31750
0,13,41,0,0,0,0,0,0,0,0,0,31753
1138,133,0,0,30,0,0,0,0,0,0,0,31756
7440,857,2041,317,202,0,0,0,0,0,146,55,31757
17395,1253,6008,440,726,37,4,0,0,10,67,179,31763
643,126,944,31,1,0,0,0,0,0,0,0,31764
1215,231,622,120,0,0,28,13,0,0,7,15,31765
10043,1820,6011,921,111,0,205,168,0,0,801,472,31768
4045,958,824,272,11,0,35,0,0,0,96,143,31771
303,78,84,17,0,0,0,0,0,0,0,0,31772
2862,259,443,299,24,0,5,0,0,0,0,0,31773
3023,579,1739,403,20,0,0,0,0,0,27,0,31774
1839,374,185,13,4,0,6,29,0,0,172,336,31775
1595,377,277,97,0,0,43,0,0,0,0,0,31778
3600,976,2489,702,0,0,0,0,0,0,0,0,31779
719,145,676,39,0,0,0,0,0,0,112,0,31780
1574,387,148,10,2,0,0,0,0,0,0,0,31781
1094,376,37,0,0,0,0,0,0,0,0,0,31783
520,297,29,17,0,0,0,0,0,0,0,0,31784
792,88,311,40,0,0,0,0,0,0,0,0,31787
4702,927,1353,193,40,16,24,134,0,0,748,1866,31788
802,261,137,13,0,0,0,5,0,0,0,0,31789
1454,370,96,47,0,0,1,0,0,0,15,81,31790
5425,907,3532,744,48,41,0,35,4,3,7,0,31791
10022,1265,9131,1668,129,0,36,0,0,0,15,56,31792
6365,988,976,19,75,21,21,19,0,0,103,65,31793
11100,2805,8311,1713,364,0,32,5,1,0,326,198,31794
1151,203,258,73,0,0,6,0,0,0,24,25,31795
606,41,236,129,0,0,10,0,0,0,0,0,31796
931,162,325,0,0,0,14,0,0,0,0,0,31798
1802,399,310,71,94,14,0,0,0,0,36,112,31801
1736,256,1897,253,0,0,8,17,0,0,174,122,31803
4763,241,670,27,0,0,0,0,0,0,512,57,31804
