STATE,COUNTYNAME,edu_white_hs,edu_white_bachelors,edu_white_non_hispanic_hs,edu_white_non_hispanic_bachelors,edu_black_hs,edu_black_bachelors,edu_ai_an_hs,edu_ai_an_bachelors,edu_asian_hs,edu_asian_bachelors,edu_npi_hs,edu_npi_bachelors,edu_other_hs,edu_other_bachelors,emp_pop_ratio_white,emp_pop_ratio_black,emp_pop_ratio_ai_an,emp_pop_ratio_asian,emp_pop_ratio_npi,emp_pop_ratio_other,emp_pop_ratio_white_non_hispanic,unemp_rate_white,unemp_rate_black,unemp_rate_ai_an,unemp_rate_asian,unemp_rate_npi,unemp_rate_other,unemp_rate_white_non_hispanic,hi_white_with_coverage,hi_white_no_coverage,hi_black_with_coverage,hi_black_no_coverage,hi_asian_with_coverage,hi_asian_no_coverage,hi_ai_an_with_coverage,hi_ai_an_no_coverage,hi_npi_with_coverage,hi_npi_no_coverage,hi_other_with_coverage,hi_other_no_coverage,MUA_County,MUA_State,MUA_count
Georgia,Dawson County,90.55,27.05,90.85000000000001,27.333333333333332,83.58,22.16,75.0,27.85,82.72,25.9,32.0,0.0,81.28,9.260000000000002,62.26666666666667,39.38,19.575,48.620000000000005,32.0,67.76,62.13333333333333,3.4333333333333336,0.375,33.333333333333336,0.0,0.0,0.0,3.3666666666666667,98983.0,12946.0,1232.0,102.0,1119.0,140.0,247.0,0.0,25.0,0.0,1242.0,196.0,,,
Montana,Dawson County,92.75,17.4625,92.8875,17.4375,0.0,0.0,95.775,24.075,75.0,0.0,,,73.2,22.233333333333334,62.9,90.9,57.0,29.35,,70.36666666666666,63.15,0.7875,0.0,0.0,0.0,,0.0,0.8,10412.0,435.0,40.0,0.0,51.0,0.0,96.0,5.0,0.0,0.0,53.0,0.0,,,
Nebraska,Dawson County,91.08333333333333,20.633333333333333,93.85000000000001,21.55,95.52857142857144,29.52857142857143,97.83333333333333,16.666666666666668,94.42,52.14,0.0,0.0,37.766666666666666,16.75,65.00833333333334,49.45,59.416666666666664,75.74,50.0,88.53333333333335,64.00833333333334,1.375,17.78,8.75,0.0,0.0,2.766666666666667,1.125,21417.0,2190.0,1348.0,132.0,195.0,2.0,56.0,27.0,6.0,0.0,945.0,263.0,,,
Texas,Dawson County,75.2,18.8,86.325,27.875,80.9,29.25,80.15,3.85,100.0,33.333333333333336,,,44.275000000000006,12.325,54.400000000000006,56.25,16.65,46.36666666666667,,26.2,51.825,4.3999999999999995,0.0,0.0,0.0,,4.5,4.8500000000000005,8606.0,1588.0,349.0,34.0,26.0,0.0,81.0,18.0,0.0,0.0,876.0,237.0,,,
South Dakota,Day County,91.45384615384616,21.43076923076923,91.41538461538462,21.338461538461537,,,78.36666666666666,4.744444444444444,100.0,33.333333333333336,,,50.0,1.3,60.7,100.0,41.53333333333333,33.333333333333336,,97.35,60.61538461538461,3.1384615384615384,0.0,16.314285714285713,0.0,,0.0,3.1461538461538465,8875.0,389.0,7.0,0.0,14.0,0.0,246.0,323.0,0.0,0.0,38.0,7.0,Day County,South Dakota,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Baca County,New Mexico,2.0
Indiana,De Kalb County,91.18,21.10666666666667,91.25333333333333,21.253333333333334,81.7,17.8,79.1625,0.0,91.24444444444445,48.15555555555555,100.0,0.0,77.5,14.95,63.81333333333334,29.133333333333336,48.4375,83.5,100.0,74.11,63.513333333333335,3.3133333333333335,0.0,0.0,3.6333333333333337,0.0,0.0,3.3800000000000003,69715.0,5353.0,364.0,43.0,448.0,0.0,32.0,5.0,33.0,0.0,411.0,34.0,,,
Louisiana,De Soto Parish,87.30000000000001,14.722222222222221,87.58888888888889,14.833333333333334,73.74444444444445,13.277777777777779,67.08,8.02,66.66666666666667,3.6999999999999997,100.0,0.0,100.0,0.0,52.13333333333333,40.32222222222222,39.6,68.8,100.0,0.0,51.46666666666667,3.388888888888889,20.61111111111111,31.5,0.0,0.0,100.0,3.522222222222222,16683.0,1498.0,8798.0,1046.0,40.0,0.0,204.0,37.0,8.0,0.0,0.0,11.0,De Soto Parish,Louisiana,1.0
Illinois,De Witt County,95.13333333333334,20.773333333333333,95.15333333333334,20.40666666666667,86.1888888888889,27.366666666666667,100.0,66.66666666666667,100.0,93.75,,,80.21428571428571,14.285714285714286,63.10666666666667,60.166666666666664,66.66666666666667,74.175,,82.85714285714286,63.080000000000005,3.8733333333333335,2.042857142857143,0.0,0.0,,0.0,3.8866666666666663,28824.0,1356.0,209.0,0.0,133.0,0.0,9.0,0.0,0.0,0.0,232.0,2.0,De Witt County,Illinois,2.0
New Mexico,DeBaca County,96.73333333333333,13.866666666666667,99.23333333333333,15.566666666666668,100.0,0.0,,,,,,,65.7,7.8,43.73333333333333,17.6,0.0,,,61.9,43.5,1.0333333333333334,0.0,,,,17.6,1.3666666666666665,872.0,17.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,93.0,,,
Alabama,DeKalb County,82.22399999999999,14.456,82.876,14.652000000000001,71.65833333333333,8.6,90.25909090909092,16.327272727272728,72.23636363636363,24.972727272727273,100.0,66.425,35.13125,3.25625,51.776,40.8,51.93636363636363,58.4,57.15,61.981249999999996,51.648,4.0840000000000005,1.5727272727272725,0.34736842105263155,3.85,20.0,2.893333333333333,4.0680000000000005,108028.0,14537.0,2730.0,399.0,431.0,58.0,836.0,363.0,53.0,84.0,5027.0,2349.0,DeKalb County,Alabama,1.0
Georgia,DeKalb County,92.1923076923077,52.4974358974359,95.66153846153847,55.15128205128205,92.23333333333333,37.49487179487179,80.39375,20.678125,87.71282051282051,58.866666666666674,91.5076923076923,37.392307692307696,70.80555555555556,32.83888888888889,63.47179487179488,65.94102564102563,65.471875,63.55641025641025,51.71333333333334,71.12222222222222,62.31538461538462,5.105128205128205,7.47948717948718,2.5806451612903225,4.482051282051282,13.98,6.847222222222222,5.1871794871794865,374961.0,45497.0,478614.0,76777.0,63894.0,9609.0,5217.0,3307.0,827.0,184.0,21539.0,18911.0,DeKalb County,Georgia,18.0
Illinois,DeKalb County,92.96153846153847,25.176923076923078,93.6923076923077,25.4,91.63684210526316,18.442105263157895,98.57142857142857,12.857142857142858,92.08125,55.15,0.0,0.0,58.24090909090909,7.845454545454545,62.926923076923075,68.55263157894737,50.96666666666667,54.36875,100.0,79.7375,62.48461538461538,4.949999999999999,1.5941176470588236,18.857142857142858,0.5923076923076923,0.0,2.8208333333333333,5.011538461538461,149730.0,5824.0,8160.0,578.0,3270.0,187.0,185.0,90.0,27.0,7.0,4100.0,1433.0,DeKalb County,Illinois,1.0
Missouri,DeKalb County,90.96000000000001,22.169999999999998,90.97,22.18,78.7,13.2,69.03333333333333,16.666666666666668,75.66,5.0,70.85,20.85,66.7,0.0,53.31,26.639999999999997,46.96666666666667,55.4,29.15,63.3,53.339999999999996,3.06,0.0,25.0,0.0,0.0,0.0,3.1,16816.0,1358.0,52.0,28.0,74.0,2.0,56.0,3.0,17.0,0.0,8.0,19.0,DeKalb County,Missouri,1.0
Tennessee,DeKalb County,86.34166666666665,20.483333333333334,86.44166666666666,20.466666666666665,85.6125,16.25,100.0,0.0,96.975,29.925,,,72.52857142857142,0.37142857142857144,51.916666666666664,47.55555555555556,60.0,41.879999999999995,,78.8875,51.86666666666667,4.958333333333333,5.985714285714286,25.0,0.0,,0.625,5.008333333333334,56456.0,6454.0,1072.0,113.0,208.0,13.0,124.0,0.0,0.0,0.0,605.0,232.0,DeKalb County,Tennessee,1.0
Florida,DeSoto County,84.2,17.166666666666668,92.96666666666665,21.666666666666668,46.900000000000006,4.275,100.0,5.0,54.55,28.150000000000002,100.0,50.0,57.2,0.0,46.699999999999996,19.9,80.0,1.85,50.0,37.75,47.666666666666664,5.466666666666666,25.4,0.0,0.0,50.0,14.0,4.733333333333333,25400.0,5424.0,3093.0,594.0,98.0,65.0,25.0,0.0,0.0,30.0,342.0,510.0,DeSoto County,Florida,2.0
Mississippi,DeSoto County,89.86,20.79,90.56,20.89,86.64,21.52,93.575,18.3875,93.8111111111111,44.62222222222223,50.0,0.0,62.120000000000005,18.66,60.83,62.54,34.5375,84.54444444444444,28.15,67.91,60.989999999999995,4.05,6.35,23.083333333333332,0.47777777777777775,0.0,1.3299999999999998,4.07,123111.0,10711.0,53433.0,6009.0,2358.0,385.0,232.0,33.0,29.0,14.0,3016.0,1565.0,DeSoto County,Mississippi,1.0
Texas,DeWitt County,88.5,17.77777777777778,91.44444444444444,22.299999999999997,68.46666666666667,1.6166666666666665,100.0,3.3333333333333335,75.76666666666667,41.93333333333333,,,65.575,3.8874999999999997,51.68888888888889,45.614285714285714,38.875,32.166666666666664,,51.3875,52.599999999999994,4.011111111111111,19.642857142857142,0.0,8.766666666666667,,5.6375,3.8000000000000003,27317.0,3508.0,2608.0,605.0,60.0,9.0,378.0,14.0,0.0,0.0,5951.0,1609.0,,,
Texas,Deaf Smith County,79.45,19.175,90.1875,24.95,79.3,26.880000000000003,72.3,7.42,64.6,49.86,100.0,0.0,65.3,7.779999999999999,63.962500000000006,43.32,62.2,59.52,79.1,48.08,58.8375,1.1375,9.719999999999999,12.5,0.0,0.0,0.575,0.8999999999999999,38866.0,6151.0,402.0,271.0,412.0,52.0,153.0,130.0,82.0,0.0,1472.0,646.0,,,
Indiana,Dearborn County,90.22222222222223,21.755555555555556,90.3111111111111,21.788888888888888,82.1,6.16,33.333333333333336,0.0,79.48333333333333,44.383333333333326,100.0,0.0,92.72,20.0,61.62222222222223,61.120000000000005,46.666666666666664,68.85000000000001,0.0,83.33333333333333,61.48888888888889,3.2333333333333334,5.775,0.0,0.0,100.0,0.0,3.244444444444445,64319.0,3969.0,320.0,17.0,396.0,41.0,30.0,0.0,34.0,0.0,147.0,9.0,,,
Georgia,Decatur County,88.275,17.9875,89.0,18.4125,74.6375,10.7,75.0,29.55,88.0,76.12,100.0,0.0,71.26666666666667,0.0,52.5625,50.862500000000004,74.0,91.73333333333333,100.0,26.28333333333333,51.85,4.2,11.3,12.5,0.0,0.0,0.0,3.8249999999999997,19012.0,3247.0,14554.0,3110.0,178.0,42.0,108.0,1.0,75.0,8.0,659.0,483.0,Decatur County,Georgia,1.0
Indiana,Decatur County,88.68181818181819,17.236363636363635,88.76363636363637,17.29090909090909,60.18333333333334,2.433333333333333,67.5,0.0,91.18333333333334,45.46666666666667,,,67.24,40.0,60.127272727272725,29.816666666666666,47.625,76.25714285714285,,42.36666666666667,60.41818181818182,3.245454545454545,0.0,36.2,0.5333333333333333,,20.0,3.190909090909091,68054.0,6148.0,507.0,101.0,711.0,71.0,152.0,16.0,0.0,0.0,265.0,79.0,Decatur County,Indiana,1.0
Iowa,Decatur County,90.99090909090908,16.727272727272727,91.03636363636363,16.900000000000002,78.3,78.3,100.0,0.0,95.66,10.440000000000001,100.0,41.65,100.0,14.433333333333332,58.027272727272724,42.4,100.0,43.56,50.0,49.76666666666667,57.57272727272728,3.5,29.1,0.0,0.0,0.0,0.0,3.4818181818181815,8520.0,532.0,86.0,10.0,70.0,6.0,11.0,0.0,14.0,0.0,26.0,13.0,Decatur County,Iowa,3.0
Kansas,Decatur County,93.12857142857142,22.3,93.45714285714287,22.099999999999998,100.0,0.0,100.0,0.0,100.0,0.0,,,,,59.52857142857143,100.0,0.0,25.0,,,59.74285714285714,5.328571428571428,0.0,,0.0,,,4.385714285714285,3011.0,323.0,10.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Decatur County,Kansas,1.0
Tennessee,Decatur County,85.72222222222223,13.3,85.83333333333333,13.31111111111111,88.78333333333335,3.216666666666667,0.0,0.0,,,,,93.46666666666665,33.333333333333336,46.47777777777778,30.416666666666668,26.9,,,39.86666666666667,46.63333333333333,7.888888888888889,13.225,0.0,,,0.0,7.966666666666667,15603.0,1570.0,498.0,80.0,0.0,2.0,35.0,18.0,0.0,0.0,141.0,3.0,Decatur County,Tennessee,1.0
Montana,Deer Lodge County,90.06,22.32,90.94,22.64,90.3,45.166666666666664,80.625,2.175,98.16666666666667,61.5,100.0,20.0,81.375,6.375,38.1,52.699999999999996,12.125,67.10000000000001,0.0,33.974999999999994,38.38,1.8599999999999999,0.0,16.533333333333335,0.0,,0.0,1.8399999999999999,40469.0,2593.0,252.0,9.0,238.0,84.0,664.0,120.0,0.0,0.0,107.0,27.0,Deer Lodge County,Montana,1.0
Ohio,Defiance County,92.84285714285714,16.085714285714285,92.95714285714287,16.1,67.125,34.775,97.2,5.119999999999999,100.0,37.214285714285715,100.0,75.0,67.66363636363636,3.3454545454545452,62.48571428571428,48.85,39.260000000000005,69.41428571428571,52.5,70.42727272727274,62.278571428571425,4.464285714285714,17.514285714285712,0.0,9.516666666666667,0.0,4.08,4.514285714285714,69709.0,3743.0,908.0,68.0,217.0,0.0,248.0,11.0,52.0,0.0,1896.0,336.0,Defiance County,Ohio,2.0
California,Del Norte County,83.525,15.975,84.9,17.725,42.3,7.6,88.075,2.625,83.4,61.95,100.0,0.0,59.9,3.0,36.8,6.666666666666667,26.625,38.93333333333333,28.0,36.625,39.4,8.075,0.0,7.333333333333333,0.0,0.0,6.2,7.800000000000001,17188.0,824.0,273.0,0.0,792.0,16.0,1754.0,147.0,0.0,27.0,1808.0,48.0,Del Norte County,California,1.0
Indiana,Delaware County,88.9,19.285714285714285,88.94761904761906,19.32857142857143,89.11538461538461,14.907692307692308,92.51111111111112,52.71111111111111,90.13333333333334,52.41111111111111,87.025,37.875,71.17272727272727,13.645454545454548,55.028571428571425,50.8,38.239999999999995,61.345454545454544,52.25,43.68571428571429,55.023809523809526,5.147619047619047,10.514285714285714,10.016666666666666,0.15,14.299999999999999,7.409999999999999,5.1380952380952385,135860.0,10213.0,8370.0,591.0,1801.0,105.0,175.0,71.0,104.0,1.0,669.0,240.0,Delaware County,Indiana,1.0
Iowa,Delaware County,92.74117647058823,16.558823529411764,93.03529411764706,16.629411764705882,96.26,24.96,84.0,20.0,83.33333333333333,33.333333333333336,0.0,0.0,75.0,0.0,68.08235294117648,55.0,40.0,31.17142857142857,50.0,28.96666666666667,68.0,2.6470588235294117,0.0,33.333333333333336,0.0,0.0,0.0,2.652941176470588,32545.0,1371.0,255.0,28.0,132.0,0.0,46.0,4.0,8.0,0.0,127.0,28.0,Delaware County,Iowa,5.0
New York,Delaware County,90.88,22.877777777777776,90.84,22.93777777777778,89.55909090909091,40.21818181818182,70.42999999999999,28.3,86.48181818181818,58.50454545454545,100.0,47.76666666666667,76.84210526315789,21.05263157894737,54.02888888888889,47.940909090909095,35.57,45.375,50.0,58.14,53.84888888888889,4.557777777777778,8.68888888888889,16.666666666666668,0.31176470588235294,0.0,0.4875,4.397777777777778,77799.0,4009.0,1640.0,176.0,982.0,78.0,65.0,17.0,85.0,0.0,1094.0,69.0,Delaware County,New York,4.0
Ohio,Delaware County,96.41250000000001,42.925000000000004,96.52499999999999,43.074999999999996,89.6,36.672222222222224,92.07272727272726,57.50909090909091,96.49411764705883,73.66470588235293,100.0,75.0,81.73888888888888,34.00555555555556,68.95,79.77222222222223,42.554545454545455,68.78823529411765,91.075,63.357894736842105,68.95833333333333,2.0500000000000003,1.7944444444444443,9.633333333333333,2.782352941176471,0.0,5.916666666666667,2.0416666666666665,400905.0,17753.0,21127.0,2169.0,39140.0,1739.0,679.0,1.0,94.0,0.0,3434.0,389.0,,,
Oklahoma,Delaware County,81.55333333333333,12.886666666666667,81.94,12.966666666666667,96.56666666666666,6.133333333333333,82.10666666666665,10.44,77.13846153846154,18.47692307692308,87.10000000000001,0.0,62.94,6.24,42.57333333333334,44.99090909090909,48.3,58.315384615384616,57.728571428571435,58.04,42.473333333333336,5.093333333333334,8.1625,6.613333333333333,11.5,0.0,3.111111111111111,5.14,38886.0,5822.0,369.0,98.0,583.0,187.0,11478.0,4927.0,80.0,6.0,444.0,288.0,Delaware County,Oklahoma,1.0
Pennsylvania,Delaware County,94.49777777777777,42.842222222222226,94.61333333333334,42.84888888888889,90.12045454545455,36.64545454545455,76.33809523809524,30.9,89.23488372093023,56.3093023255814,66.66666666666667,0.0,73.63243243243244,26.64864864864865,59.662222222222226,55.85909090909092,47.356521739130436,61.94186046511628,50.0,53.363157894736844,59.36,5.022222222222222,10.190697674418605,11.894444444444444,3.07,0.0,7.803030303030303,5.051111111111111,472936.0,14651.0,124317.0,10933.0,41439.0,3180.0,1033.0,124.0,253.0,109.0,6655.0,1477.0,Delaware County,Pennsylvania,8.0
Colorado,Delta County,92.925,27.3375,94.125,28.0375,63.849999999999994,0.0,79.36,36.12,83.625,31.225,,,79.325,7.775,47.1,57.839999999999996,42.64,31.375,,71.575,46.2625,4.8625,18.06,7.5,0.0,,7.1,5.0875,26020.0,2518.0,233.0,0.0,166.0,96.0,244.0,13.0,0.0,0.0,306.0,90.0,Delta County,Colorado,1.0
Michigan,Delta County,92.03846153846153,15.569230769230769,92.11538461538461,15.553846153846155,98.0,28.919999999999998,95.67999999999999,18.43,69.025,37.95,50.0,25.0,86.675,50.0,46.96153846153846,21.82,50.1,47.55,75.0,31.339999999999996,46.98461538461538,4.1,39.05,4.04,0.0,25.0,16.666666666666668,4.1,38062.0,2121.0,63.0,14.0,117.0,94.0,1019.0,171.0,3.0,2.0,74.0,0.0,Delta County,Michigan,2.0
Texas,Delta County,82.95714285714287,20.342857142857145,83.35714285714286,20.785714285714285,94.45,3.65,100.0,66.65,97.35,71.80000000000001,,,48.8,2.3,52.94285714285714,21.1,79.7,57.4,,52.25,51.699999999999996,1.6714285714285713,36.0,10.45,17.6,,5.1,1.7142857142857142,9991.0,1517.0,2139.0,418.0,429.0,70.0,149.0,164.0,0.0,0.0,607.0,149.0,Delta County,Texas,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denali Borough,Alaska,1.0
Alaska,Denali Borough                         (created after 1990),97.1,31.85,97.1,31.85,75.0,0.0,100.0,25.0,100.0,50.25,,,0.0,0.0,52.64,64.4,41.075,68.5,,100.0,52.64,7.949999999999999,14.133333333333333,16.675,0.0,,0.0,7.949999999999999,1722.0,230.0,25.0,19.0,51.0,0.0,34.0,9.0,0.0,0.0,5.0,0.0,,,
Missouri,Dent County,84.23333333333333,17.188888888888886,84.47777777777777,17.3,92.275,8.0,86.9,2.675,99.96666666666665,57.93333333333334,50.0,50.0,95.24,37.980000000000004,47.400000000000006,49.88,53.45,45.575,100.0,37.68,47.37777777777777,4.611111111111111,8.8,1.625,0.5,0.0,0.0,4.644444444444444,47185.0,6465.0,830.0,75.0,1664.0,24.0,378.0,35.0,10.0,11.0,172.0,41.0,Dent County,Missouri,1.0
Texas,Denton County,93.53684210526316,43.97631578947368,96.27105263157895,46.194736842105264,95.50263157894737,43.88157894736842,89.57368421052632,28.536842105263162,96.14324324324325,63.93783783783783,86.57368421052632,24.92105263157895,69.26578947368421,19.61578947368421,67.4578947368421,73.99736842105263,66.42105263157895,63.38157894736842,63.614999999999995,72.61052631578947,66.57105263157894,3.6052631578947367,5.0815789473684205,2.663888888888889,4.045945945945945,4.833333333333333,3.836842105263158,3.6736842105263157,811572.0,80886.0,102133.0,12418.0,142179.0,11747.0,5744.0,1014.0,945.0,195.0,26479.0,10331.0,Denton County,Texas,2.0
Colorado,Denver County,91.89090909090909,51.90681818181818,96.73863636363636,57.570454545454545,87.59767441860464,31.73720930232558,88.25813953488372,25.241860465116282,86.74318181818181,55.03636363636363,92.0,48.396153846153844,73.61136363636363,21.679545454545455,70.28863636363636,64.7953488372093,64.22325581395349,70.18863636363636,74.06538461538462,68.99545454545455,70.61590909090908,3.8909090909090907,7.923255813953488,7.746511627906976,3.425,4.3999999999999995,4.461363636363636,3.8795454545454544,844341.0,77112.0,97576.0,8950.0,46244.0,4282.0,9113.0,1097.0,1832.0,179.0,67570.0,17524.0,Denver County,Colorado,62.0
Iowa,Des Moines County,93.50833333333333,16.858333333333334,93.54166666666667,16.683333333333334,86.82000000000001,3.9799999999999995,100.0,50.0,90.0,31.3,50.0,0.0,100.0,50.0,57.88333333333333,59.239999999999995,100.0,67.2,50.0,44.725,57.63333333333333,2.8083333333333336,3.8,0.0,4.416666666666667,0.0,25.0,2.8166666666666664,39162.0,1594.0,2133.0,244.0,352.0,40.0,61.0,0.0,11.0,0.0,140.0,0.0,Des Moines County,Iowa,4.0
Oregon,Deschutes County,88.9375,29.475,89.3,29.825,97.7,21.66,81.93333333333334,14.200000000000001,84.24285714285715,15.428571428571429,86.66666666666667,7.933333333333334,86.12857142857142,37.15714285714286,58.7,58.42,64.98333333333333,39.92857142857143,85.7,78.75714285714285,58.35,6.0125,8.675,0.3,1.3,0.0,3.5142857142857147,6.075,169366.0,12632.0,1060.0,1.0,1764.0,282.0,1310.0,25.0,217.0,7.0,2341.0,925.0,Deschutes County,Oregon,4.0
Arkansas,Desha County,74.2625,14.2875,74.675,14.5875,72.8375,8.475000000000001,62.5,25.0,100.0,74.2,,,42.8,7.525,41.2875,34.9,60.0,75.8,,46.525,41.4625,3.925,6.4142857142857155,0.0,0.0,,0.0,3.9624999999999995,7113.0,543.0,7323.0,605.0,77.0,0.0,49.0,0.0,0.0,0.0,132.0,54.0,Desha County,Arkansas,1.0
Nebraska,Deuel County,92.39999999999999,23.899999999999995,93.06666666666666,23.666666666666668,,,100.0,50.0,50.0,50.0,,,33.3,0.0,62.86666666666667,100.0,72.75,50.0,,33.3,62.1,3.4000000000000004,0.0,0.0,0.0,,0.0,3.1333333333333333,2148.0,289.0,4.0,0.0,16.0,0.0,24.0,8.0,0.0,0.0,6.0,0.0,Deuel County,Nebraska,1.0
South Dakota,Deuel County,93.7,23.78,94.01,23.880000000000003,,,37.5,37.5,100.0,0.0,,,78.25,41.675,69.1,,0.0,0.0,,80.22,68.75,1.09,,,,,0.0,1.1099999999999999,7005.0,537.0,0.0,0.0,8.0,0.0,5.0,3.0,0.0,0.0,13.0,26.0,Deuel County,South Dakota,1.0
Oklahoma,Dewey County,92.96000000000001,27.889999999999997,93.63000000000001,28.05,100.0,0.0,87.22222222222223,24.98888888888889,100.0,100.0,,,100.0,18.75,52.42999999999999,0.0,62.42222222222222,100.0,,80.0,51.629999999999995,3.2199999999999998,,0.8375,0.0,,0.0,3.2600000000000002,5814.0,1194.0,0.0,0.0,6.0,0.0,338.0,161.0,0.0,0.0,13.0,0.0,Dewey County,Oklahoma,1.0
South Dakota,Dewey County,96.83333333333333,22.833333333333332,96.83333333333333,22.833333333333332,77.76666666666667,33.333333333333336,79.37777777777778,8.9,100.0,0.0,100.0,50.0,50.0,0.0,72.38888888888889,100.0,54.900000000000006,100.0,32.15,50.0,72.38888888888889,0.5444444444444445,0.0,21.71111111111111,0.0,0.0,50.0,0.5444444444444445,1654.0,204.0,11.0,0.0,4.0,0.0,3891.0,1673.0,3.0,9.0,6.0,7.0,Dewey County,South Dakota,1.0
Texas,Dickens County,85.38,20.18,88.53999999999999,26.080000000000002,31.25,0.0,100.0,0.0,77.25,77.25,,,81.03333333333333,1.7666666666666666,42.86,0.0,100.0,0.0,,25.700000000000003,40.94,2.2199999999999998,,0.0,,,16.533333333333335,1.64,1885.0,366.0,32.0,26.0,12.0,0.0,2.0,7.0,0.0,0.0,29.0,59.0,Dickens County,Texas,1.0
Virginia,Dickenson County,76.44615384615385,7.415384615384615,76.43846153846154,7.423076923076923,91.52000000000001,0.0,100.0,0.0,100.0,81.7,,,66.66666666666667,33.333333333333336,34.40769230769231,5.1,50.0,30.85,0.0,33.333333333333336,34.45384615384615,6.453846153846154,63.75,50.0,14.0,,0.0,6.461538461538462,25022.0,2325.0,164.0,36.0,76.0,0.0,68.0,0.0,14.0,0.0,9.0,69.0,Dickenson County,Virginia,1.0
North Dakota,Dickey County,88.94,22.21,89.0,22.4,97.1,3.725,100.0,10.8,71.9,71.9,,,88.88333333333333,0.0,66.67999999999999,89.47999999999999,49.54,9.4,,37.05,66.5,0.76,10.52,0.0,0.0,,0.0,0.77,9025.0,374.0,143.0,40.0,20.0,0.0,89.0,0.0,0.0,0.0,39.0,1.0,Dickey County,North Dakota,1.0
Iowa,Dickinson County,95.64166666666667,24.71666666666667,95.89999999999999,24.883333333333336,96.53999999999999,33.18,78.33333333333333,23.333333333333332,72.04285714285714,17.642857142857142,,,65.725,0.0,65.35,66.95,51.111111111111114,57.3375,,89.325,64.80833333333334,2.1083333333333334,0.0,16.666666666666668,0.0,,3.75,1.9666666666666668,34298.0,1676.0,192.0,0.0,203.0,99.0,47.0,0.0,0.0,0.0,299.0,57.0,,,
Kansas,Dickinson County,93.26153846153846,18.338461538461537,93.46153846153847,18.8,98.56666666666666,45.96666666666667,98.52222222222223,8.477777777777778,79.96666666666667,20.116666666666667,95.6,0.0,94.1,23.919999999999998,58.61538461538461,52.25714285714286,41.98888888888889,70.82857142857144,76.9,85.74,58.12307692307692,3.0076923076923077,0.38,0.0,1.7857142857142858,1.0,0.6,2.8076923076923075,31822.0,2719.0,4289.0,507.0,740.0,164.0,356.0,85.0,253.0,6.0,616.0,136.0,,,
Michigan,Dickinson County,94.55384615384615,21.107692307692307,94.57692307692308,21.138461538461538,63.8,12.319999999999999,97.925,10.625,88.4,55.625,,,86.66,40.0,53.45384615384615,33.08,24.55,50.275,,61.120000000000005,53.51538461538462,3.8,6.425,10.0,0.0,,0.0,3.6769230769230767,26607.0,1237.0,94.0,39.0,167.0,0.0,232.0,3.0,0.0,0.0,90.0,8.0,,,
Tennessee,Dickson County,85.0,17.916666666666668,85.01666666666667,17.541666666666668,93.64444444444445,20.377777777777776,90.125,4.275,79.14,64.36,100.0,0.0,60.416666666666664,0.0,54.5,80.16666666666667,45.95,79.02000000000001,50.0,65.67142857142856,54.550000000000004,3.4333333333333336,2.2333333333333334,0.0,0.0,0.0,8.059999999999999,3.391666666666667,69840.0,7332.0,2245.0,313.0,296.0,47.0,203.0,6.0,29.0,0.0,176.0,118.0,Dickson County,Tennessee,1.0
Alaska,Dillingham Census Area,98.63333333333333,59.28333333333333,98.8,59.1,100.0,52.63333333333333,80.6857142857143,3.0,100.0,16.666666666666668,100.0,100.0,100.0,25.9,79.41666666666667,98.66666666666667,37.528571428571425,91.66666666666667,100.0,100.0,79.36666666666667,0.5499999999999999,0.0,24.599999999999998,0.0,0.0,0.0,0.5833333333333334,758.0,43.0,72.0,1.0,16.0,4.0,2862.0,787.0,3.0,0.0,29.0,5.0,Dillingham Census Area,Alaska,1.0
South Carolina,Dillon County,78.08181818181818,15.509090909090908,78.34545454545454,15.518181818181818,77.24545454545455,8.8,60.6875,12.975,96.16,33.239999999999995,,,52.07142857142857,1.8142857142857143,45.86363636363637,43.60909090909091,29.525,55.04,,35.4,45.68181818181818,4.754545454545454,8.89090909090909,4.771428571428571,6.575,,22.66,4.699999999999999,23548.0,3564.0,27849.0,3992.0,206.0,46.0,545.0,284.0,0.0,0.0,376.0,134.0,Dillon County,South Carolina,1.0
Texas,Dimmit County,62.699999999999996,11.25,92.12,32.64,89.6,3.9,100.0,58.3,60.0,40.0,,,89.97999999999999,3.88,42.93333333333334,0.0,100.0,30.0,,54.739999999999995,41.019999999999996,8.133333333333333,,0.0,0.0,,1.52,14.1,15573.0,3096.0,1.0,0.0,200.0,0.0,5.0,7.0,0.0,0.0,1020.0,960.0,Dimmit County,Texas,1.0
